id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
BRB,2020-05-30,Barbados,31,-16.2,14.3,9,-10.0,4.1,18,-47.1,8.3,66,-22.4,30.4,2,-71.4,0.9,5,-54.5,2.3,4,-20.0,1.8,13,-53.6,6.0,37,15.6,17.1,8,-38.5,3.7,0,-100.0,0,11,-21.4,5.1,13,8.3,6.0
BRB,2020-05-31,Barbados,30,-3.2,14.9,11,22.2,5.4,15,-16.7,7.4,54,-18.2,26.7,2,0.0,1.0,11,120.0,5.4,1,-75.0,0.5,8,-38.5,4.0,29,-21.6,14.4,18,125.0,8.9,2,100,1.0,14,27.3,6.9,7,-46.2,3.5
BLZ,2020-05-01,Belice,6,0,17.1,2,0,5.7,0,0,0,1,0,2.9,11,0,31.4,6,0,17.1,1,0,2.9,1,0,2.9,4,0,11.4,1,0,2.9,0,0,0,1,0,2.9,1,0,2.9
BLZ,2020-05-02,Belice,0,-100.0,0,0,-100.0,0,1,100,4.8,1,0.0,4.8,8,-27.3,38.1,3,-50.0,14.3,0,-100.0,0,1,0.0,4.8,0,-100.0,0,1,0.0,4.8,0,0,0,4,300.0,19.0,2,100.0,9.5
BLZ,2020-05-03,Belice,1,100,3.8,0,0,0,1,0.0,3.8,1,0.0,3.8,10,25.0,38.5,4,33.3,15.4,0,0,0,0,-100.0,0,0,0,0,3,200.0,11.5,0,0,0,3,-25.0,11.5,3,50.0,11.5
BLZ,2020-05-04,Belice,0,-100.0,0,1,100,4.8,0,-100.0,0,3,200.0,14.3,7,-30.0,33.3,6,50.0,28.6,1,100,4.8,1,100,4.8,0,0,0,1,-66.7,4.8,0,0,0,1,-66.7,4.8,0,-100.0,0
BLZ,2020-05-05,Belice,3,100,16.7,0,-100.0,0,0,0,0,2,-33.3,11.1,5,-28.6,27.8,3,-50.0,16.7,1,0.0,5.6,1,0.0,5.6,0,0,0,0,-100.0,0,0,0,0,1,0.0,5.6,2,100,11.1
BLZ,2020-05-06,Belice,1,-66.7,4.0,3,100,12.0,1,100,4.0,4,100.0,16.0,6,20.0,24.0,5,66.7,20.0,0,-100.0,0,2,100.0,8.0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,2,0.0,8.0
BLZ,2020-05-07,Belice,3,200.0,9.7,3,0.0,9.7,0,-100.0,0,2,-50.0,6.5,6,0.0,19.4,8,60.0,25.8,1,100,3.2,1,-50.0,3.2,2,100,6.5,4,100,12.9,0,0,0,0,-100.0,0,1,-50.0,3.2
BLZ,2020-05-08,Belice,1,-66.7,5.6,2,-33.3,11.1,0,0,0,3,50.0,16.7,5,-16.7,27.8,2,-75.0,11.1,1,0.0,5.6,1,0.0,5.6,0,-100.0,0,1,-75.0,5.6,0,0,0,0,0,0,2,100.0,11.1
BLZ,2020-05-09,Belice,3,200.0,11.5,1,-50.0,3.8,3,100,11.5,3,0.0,11.5,8,60.0,30.8,3,50.0,11.5,1,0.0,3.8,0,-100.0,0,1,100,3.8,0,-100.0,0,0,0,0,2,100,7.7,1,-50.0,3.8
BLZ,2020-05-10,Belice,3,0.0,10.0,1,0.0,3.3,1,-66.7,3.3,3,0.0,10.0,8,0.0,26.7,12,300.0,40.0,0,-100.0,0,1,100,3.3,0,-100.0,0,1,100,3.3,0,0,0,0,-100.0,0,0,-100.0,0
BLZ,2020-05-11,Belice,2,-33.3,15.4,0,-100.0,0,2,100.0,15.4,1,-66.7,7.7,1,-87.5,7.7,3,-75.0,23.1,0,0,0,0,-100.0,0,2,100,15.4,0,-100.0,0,0,0,0,1,100,7.7,1,100,7.7
BLZ,2020-05-12,Belice,1,-50.0,5.3,0,0,0,0,-100.0,0,1,0.0,5.3,5,400.0,26.3,1,-66.7,5.3,2,100,10.5,1,100,5.3,1,-50.0,5.3,0,0,0,0,0,0,5,400.0,26.3,2,100.0,10.5
BLZ,2020-05-13,Belice,1,0.0,5.0,1,100,5.0,1,100,5.0,2,100.0,10.0,7,40.0,35.0,5,400.0,25.0,0,-100.0,0,1,0.0,5.0,1,0.0,5.0,0,0,0,0,0,0,1,-80.0,5.0,0,-100.0,0
BLZ,2020-05-14,Belice,1,0.0,3.6,2,100.0,7.1,1,0.0,3.6,2,0.0,7.1,13,85.7,46.4,6,20.0,21.4,0,0,0,1,0.0,3.6,0,-100.0,0,0,0,0,0,0,0,2,100.0,7.1,0,0,0
BLZ,2020-05-15,Belice,2,100.0,5.9,2,0.0,5.9,0,-100.0,0,5,150.0,14.7,9,-30.8,26.5,9,50.0,26.5,1,100,2.9,3,200.0,8.8,2,100,5.9,0,0,0,0,0,0,1,-50.0,2.9,0,0,0
BLZ,2020-05-16,Belice,2,0.0,8.0,2,0.0,8.0,2,100,8.0,2,-60.0,8.0,8,-11.1,32.0,2,-77.8,8.0,2,100.0,8.0,1,-66.7,4.0,1,-50.0,4.0,0,0,0,0,0,0,2,100.0,8.0,1,100,4.0
BLZ,2020-05-17,Belice,4,100.0,14.8,4,100.0,14.8,1,-50.0,3.7,0,-100.0,0,4,-50.0,14.8,8,300.0,29.6,0,-100.0,0,2,100.0,7.4,1,0.0,3.7,1,100,3.7,0,0,0,1,-50.0,3.7,1,0.0,3.7
BLZ,2020-05-18,Belice,2,-50.0,10.0,1,-75.0,5.0,0,-100.0,0,3,100,15.0,2,-50.0,10.0,7,-12.5,35.0,1,100,5.0,0,-100.0,0,1,0.0,5.0,1,0.0,5.0,0,0,0,1,0.0,5.0,1,0.0,5.0
BLZ,2020-05-19,Belice,1,-50.0,4.5,0,-100.0,0,1,100,4.5,4,33.3,18.2,4,100.0,18.2,6,-14.3,27.3,0,-100.0,0,3,100,13.6,1,0.0,4.5,0,-100.0,0,0,0,0,1,0.0,4.5,1,0.0,4.5
BLZ,2020-05-20,Belice,15,1400.0,26.3,2,100,3.5,2,100.0,3.5,6,50.0,10.5,0,-100.0,0,8,33.3,14.0,3,100,5.3,4,33.3,7.0,3,200.0,5.3,0,0,0,0,0,0,14,1300.0,24.6,0,-100.0,0
BLZ,2020-05-21,Belice,13,-13.3,22.0,2,0.0,3.4,7,250.0,11.9,6,0.0,10.2,4,100,6.8,0,-100.0,0,5,66.7,8.5,2,-50.0,3.4,1,-66.7,1.7,4,100,6.8,1,100,1.7,8,-42.9,13.6,6,100,10.2
BLZ,2020-05-22,Belice,11,-15.4,31.4,0,-100.0,0,2,-71.4,5.7,1,-83.3,2.9,3,-25.0,8.6,0,0,0,1,-80.0,2.9,2,0.0,5.7,3,200.0,8.6,0,-100.0,0,2,100.0,5.7,10,25.0,28.6,0,-100.0,0
BLZ,2020-05-23,Belice,8,-27.3,26.7,1,100,3.3,3,50.0,10.0,5,400.0,16.7,0,-100.0,0,1,100,3.3,2,100.0,6.7,0,-100.0,0,4,33.3,13.3,0,0,0,0,-100.0,0,6,-40.0,20.0,0,0,0
BLZ,2020-05-24,Belice,10,25.0,50.0,0,-100.0,0,0,-100.0,0,3,-40.0,15.0,0,0,0,1,0.0,5.0,1,-50.0,5.0,1,100,5.0,0,-100.0,0,0,0,0,0,0,0,4,-33.3,20.0,0,0,0
BLZ,2020-05-25,Belice,9,-10.0,25.7,2,100,5.7,2,100,5.7,0,-100.0,0,2,100,5.7,4,300.0,11.4,5,400.0,14.3,0,-100.0,0,0,0,0,1,100,2.9,0,0,0,9,125.0,25.7,1,100,2.9
BLZ,2020-05-26,Belice,10,11.1,35.7,0,-100.0,0,3,50.0,10.7,4,100,14.3,2,0.0,7.1,2,-50.0,7.1,3,-40.0,10.7,0,0,0,1,100,3.6,0,-100.0,0,0,0,0,3,-66.7,10.7,0,-100.0,0
BLZ,2020-05-27,Belice,11,10.0,36.7,2,100,6.7,2,-33.3,6.7,1,-75.0,3.3,1,-50.0,3.3,3,50.0,10.0,5,66.7,16.7,1,100,3.3,0,-100.0,0,0,0,0,0,0,0,3,0.0,10.0,1,100,3.3
BLZ,2020-05-28,Belice,11,0.0,40.7,0,-100.0,0,5,150.0,18.5,4,300.0,14.8,0,-100.0,0,1,-66.7,3.7,1,-80.0,3.7,2,100.0,7.4,1,100,3.7,0,0,0,0,0,0,2,-33.3,7.4,0,-100.0,0
BLZ,2020-05-29,Belice,10,-9.1,29.4,1,100,2.9,6,20.0,17.6,2,-50.0,5.9,3,100,8.8,2,100.0,5.9,0,-100.0,0,0,-100.0,0,1,0.0,2.9,2,100,5.9,1,100,2.9,5,150.0,14.7,1,100,2.9
BLZ,2020-05-30,Belice,11,10.0,34.4,1,0.0,3.1,0,-100.0,0,2,0.0,6.2,4,33.3,12.5,2,0.0,6.2,2,100,6.2,2,100,6.2,1,0.0,3.1,0,-100.0,0,0,-100.0,0,6,20.0,18.8,1,0.0,3.1
BLZ,2020-05-31,Belice,12,9.1,46.2,0,-100.0,0,2,100,7.7,1,-50.0,3.8,1,-75.0,3.8,1,-50.0,3.8,2,0.0,7.7,4,100.0,15.4,0,-100.0,0,1,100,3.8,0,0,0,0,-100.0,0,2,100.0,7.7
BOL,2020-05-01,Bolivia,57,0,15.0,18,0,4.7,46,0,12.1,23,0,6.1,150,0,39.5,21,0,5.5,6,0,1.6,4,0,1.1,11,0,2.9,7,0,1.8,4,0,1.1,30,0,7.9,3,0,0.8
BOL,2020-05-02,Bolivia,47,-17.5,13.6,8,-55.6,2.3,37,-19.6,10.7,23,0.0,6.7,145,-3.3,42.0,24,14.3,7.0,6,0.0,1.7,3,-25.0,0.9,7,-36.4,2.0,6,-14.3,1.7,6,50.0,1.7,31,3.3,9.0,2,-33.3,0.6
BOL,2020-05-03,Bolivia,24,-48.9,8.4,16,100.0,5.6,32,-13.5,11.2,18,-21.7,6.3,123,-15.2,43.2,22,-8.3,7.7,2,-66.7,0.7,4,33.3,1.4,6,-14.3,2.1,5,-16.7,1.8,5,-16.7,1.8,23,-25.8,8.1,5,150.0,1.8
BOL,2020-05-04,Bolivia,21,-12.5,9.4,15,-6.2,6.7,36,12.5,16.1,14,-22.2,6.2,72,-41.5,32.1,27,22.7,12.1,6,200.0,2.7,3,-25.0,1.3,10,66.7,4.5,1,-80.0,0.4,1,-80.0,0.4,16,-30.4,7.1,2,-60.0,0.9
BOL,2020-05-05,Bolivia,9,-57.1,4.6,8,-46.7,4.1,30,-16.7,15.5,13,-7.1,6.7,63,-12.5,32.5,21,-22.2,10.8,5,-16.7,2.6,4,33.3,2.1,4,-60.0,2.1,2,100.0,1.0,22,2100.0,11.3,10,-37.5,5.2,3,50.0,1.5
BOL,2020-05-06,Bolivia,20,122.2,5.8,18,125.0,5.2,33,10.0,9.5,26,100.0,7.5,143,127.0,41.2,25,19.0,7.2,15,200.0,4.3,8,100.0,2.3,12,200.0,3.5,10,400.0,2.9,7,-68.2,2.0,24,140.0,6.9,6,100.0,1.7
BOL,2020-05-07,Bolivia,15,-25.0,4.0,20,11.1,5.4,58,75.8,15.5,26,0.0,7.0,140,-2.1,37.5,31,24.0,8.3,18,20.0,4.8,13,62.5,3.5,17,41.7,4.6,5,-50.0,1.3,5,-28.6,1.3,21,-12.5,5.6,4,-33.3,1.1
BOL,2020-05-08,Bolivia,29,93.3,8.3,9,-55.0,2.6,46,-20.7,13.1,23,-11.5,6.6,144,2.9,41.0,39,25.8,11.1,8,-55.6,2.3,11,-15.4,3.1,12,-29.4,3.4,5,0.0,1.4,5,0.0,1.4,17,-19.0,4.8,3,-25.0,0.9
BOL,2020-05-09,Bolivia,11,-62.1,3.5,16,77.8,5.1,37,-19.6,11.8,15,-34.8,4.8,143,-0.7,45.5,36,-7.7,11.5,14,75.0,4.5,5,-54.5,1.6,6,-50.0,1.9,3,-40.0,1.0,6,20.0,1.9,22,29.4,7.0,0,-100.0,0
BOL,2020-05-10,Bolivia,55,400.0,16.3,18,12.5,5.3,35,-5.4,10.4,10,-33.3,3.0,137,-4.2,40.7,35,-2.8,10.4,9,-35.7,2.7,4,-20.0,1.2,6,0.0,1.8,4,33.3,1.2,5,-16.7,1.5,17,-22.7,5.0,2,100,0.6
BOL,2020-05-11,Bolivia,50,-9.1,13.3,9,-50.0,2.4,39,11.4,10.3,26,160.0,6.9,120,-12.4,31.8,43,22.9,11.4,10,11.1,2.7,7,75.0,1.9,11,83.3,2.9,11,175.0,2.9,2,-60.0,0.5,21,23.5,5.6,28,1300.0,7.4
BOL,2020-05-12,Bolivia,15,-70.0,5.4,5,-44.4,1.8,29,-25.6,10.5,13,-50.0,4.7,147,22.5,53.3,18,-58.1,6.5,10,0.0,3.6,6,-14.3,2.2,6,-45.5,2.2,9,-18.2,3.3,1,-50.0,0.4,13,-38.1,4.7,4,-85.7,1.4
BOL,2020-05-13,Bolivia,13,-13.3,4.9,10,100.0,3.7,22,-24.1,8.2,18,38.5,6.7,114,-22.4,42.5,25,38.9,9.3,15,50.0,5.6,10,66.7,3.7,5,-16.7,1.9,13,44.4,4.9,2,100.0,0.7,17,30.8,6.3,4,0.0,1.5
BOL,2020-05-14,Bolivia,42,223.1,11.0,11,10.0,2.9,49,122.7,12.9,41,127.8,10.8,139,21.9,36.5,28,12.0,7.3,16,6.7,4.2,4,-60.0,1.0,8,60.0,2.1,12,-7.7,3.1,1,-50.0,0.3,26,52.9,6.8,4,0.0,1.0
BOL,2020-05-15,Bolivia,19,-54.8,5.3,20,81.8,5.5,41,-16.3,11.4,23,-43.9,6.4,157,12.9,43.5,41,46.4,11.4,8,-50.0,2.2,5,25.0,1.4,10,25.0,2.8,7,-41.7,1.9,4,300.0,1.1,22,-15.4,6.1,4,0.0,1.1
BOL,2020-05-16,Bolivia,18,-5.3,6.2,10,-50.0,3.4,21,-48.8,7.2,13,-43.5,4.5,159,1.3,54.6,36,-12.2,12.4,2,-75.0,0.7,5,0.0,1.7,2,-80.0,0.7,1,-85.7,0.3,3,-25.0,1.0,18,-18.2,6.2,3,-25.0,1.0
BOL,2020-05-17,Bolivia,17,-5.6,6.9,9,-10.0,3.7,17,-19.0,6.9,13,0.0,5.3,89,-44.0,36.3,33,-8.3,13.5,17,750.0,6.9,3,-40.0,1.2,8,300.0,3.3,6,500.0,2.4,5,66.7,2.0,27,50.0,11.0,1,-66.7,0.4
BOL,2020-05-18,Bolivia,11,-35.3,2.9,17,88.9,4.5,47,176.5,12.4,25,92.3,6.6,166,86.5,43.8,43,30.3,11.3,18,5.9,4.7,5,66.7,1.3,7,-12.5,1.8,6,0.0,1.6,3,-40.0,0.8,23,-14.8,6.1,8,700.0,2.1
BOL,2020-05-19,Bolivia,50,354.5,12.6,12,-29.4,3.0,39,-17.0,9.8,14,-44.0,3.5,180,8.4,45.2,48,11.6,12.1,14,-22.2,3.5,4,-20.0,1.0,5,-28.6,1.3,5,-16.7,1.3,2,-33.3,0.5,21,-8.7,5.3,4,-50.0,1.0
BOL,2020-05-20,Bolivia,42,-16.0,16.5,12,0.0,4.7,34,-12.8,13.3,16,14.3,6.3,90,-50.0,35.3,31,-35.4,12.2,4,-71.4,1.6,2,-50.0,0.8,3,-40.0,1.2,5,0.0,2.0,1,-50.0,0.4,14,-33.3,5.5,1,-75.0,0.4
BOL,2020-05-21,Bolivia,56,33.3,13.4,9,-25.0,2.2,53,55.9,12.7,24,50.0,5.8,155,72.2,37.2,55,77.4,13.2,7,75.0,1.7,12,500.0,2.9,8,166.7,1.9,7,40.0,1.7,6,500.0,1.4,20,42.9,4.8,5,400.0,1.2
BOL,2020-05-22,Bolivia,95,69.6,21.5,19,111.1,4.3,50,-5.7,11.3,21,-12.5,4.8,159,2.6,36.1,36,-34.5,8.2,9,28.6,2.0,3,-75.0,0.7,13,62.5,2.9,6,-14.3,1.4,5,-16.7,1.1,23,15.0,5.2,2,-60.0,0.5
BOL,2020-05-23,Bolivia,59,-37.9,14.4,7,-63.2,1.7,54,8.0,13.2,36,71.4,8.8,156,-1.9,38.0,38,5.6,9.3,12,33.3,2.9,6,100.0,1.5,12,-7.7,2.9,4,-33.3,1.0,6,20.0,1.5,17,-26.1,4.1,3,50.0,0.7
BOL,2020-05-24,Bolivia,47,-20.3,11.9,8,14.3,2.0,57,5.6,14.5,13,-63.9,3.3,178,14.1,45.2,33,-13.2,8.4,7,-41.7,1.8,4,-33.3,1.0,12,0.0,3.0,8,100.0,2.0,3,-50.0,0.8,24,41.2,6.1,0,-100.0,0
BOL,2020-05-25,Bolivia,59,25.5,12.7,17,112.5,3.7,60,5.3,13.0,29,123.1,6.3,207,16.3,44.7,31,-6.1,6.7,10,42.9,2.2,1,-75.0,0.2,11,-8.3,2.4,5,-37.5,1.1,1,-66.7,0.2,32,33.3,6.9,0,0,0
BOL,2020-05-26,Bolivia,60,1.7,13.0,18,5.9,3.9,61,1.7,13.3,27,-6.9,5.9,162,-21.7,35.2,53,71.0,11.5,5,-50.0,1.1,11,1000.0,2.4,10,-9.1,2.2,3,-40.0,0.7,5,400.0,1.1,35,9.4,7.6,10,100,2.2
BOL,2020-05-27,Bolivia,116,93.3,11.8,41,127.8,4.2,123,101.6,12.5,95,251.9,9.7,350,116.0,35.7,107,101.9,10.9,26,420.0,2.7,21,90.9,2.1,13,30.0,1.3,8,166.7,0.8,2,-60.0,0.2,71,102.9,7.2,8,-20.0,0.8
BOL,2020-05-28,Bolivia,100,-13.8,6.8,52,26.8,3.6,145,17.9,9.9,141,48.4,9.7,589,68.3,40.3,136,27.1,9.3,65,150.0,4.4,23,9.5,1.6,29,123.1,2.0,15,87.5,1.0,18,800.0,1.2,136,91.5,9.3,12,50.0,0.8
BOL,2020-05-29,Bolivia,112,12.0,8.2,56,7.7,4.1,147,1.4,10.8,133,-5.7,9.8,497,-15.6,36.5,129,-5.1,9.5,62,-4.6,4.5,33,43.5,2.4,27,-6.9,2.0,14,-6.7,1.0,13,-27.8,1.0,133,-2.2,9.8,7,-41.7,0.5
BOL,2020-05-30,Bolivia,86,-23.2,7.9,38,-32.1,3.5,168,14.3,15.3,118,-11.3,10.8,374,-24.7,34.2,91,-29.5,8.3,39,-37.1,3.6,23,-30.3,2.1,28,3.7,2.6,10,-28.6,0.9,13,0.0,1.2,100,-24.8,9.1,7,0.0,0.6
BOL,2020-05-31,Bolivia,88,2.3,8.9,24,-36.8,2.4,147,-12.5,14.8,123,4.2,12.4,277,-25.9,27.9,101,11.0,10.2,44,12.8,4.4,12,-47.8,1.2,30,7.1,3.0,11,10.0,1.1,25,92.3,2.5,103,3.0,10.4,9,28.6,0.9
BRA,2020-05-01,Brasil,41,0,2.0,89,0,4.3,88,0,4.3,169,0,8.2,1039,0,50.3,118,0,5.7,15,0,0.7,136,0,6.6,126,0,6.1,28,0,1.4,19,0,0.9,172,0,8.3,25,0,1.2
BRA,2020-05-02,Brasil,34,-17.1,2.5,66,-25.8,4.8,35,-60.2,2.5,81,-52.1,5.8,681,-34.5,49.1,84,-28.8,6.1,6,-60.0,0.4,92,-32.4,6.6,91,-27.8,6.6,11,-60.7,0.8,21,10.5,1.5,160,-7.0,11.5,25,0.0,1.8
BRA,2020-05-03,Brasil,53,55.9,3.4,65,-1.5,4.2,42,20.0,2.7,134,65.4,8.6,786,15.4,50.7,85,1.2,5.5,4,-33.3,0.3,79,-14.1,5.1,106,16.5,6.8,7,-36.4,0.5,11,-47.6,0.7,146,-8.8,9.4,33,32.0,2.1
BRA,2020-05-04,Brasil,48,-9.4,2.9,49,-24.6,2.9,62,47.6,3.7,100,-25.4,6.0,847,7.8,50.8,96,12.9,5.8,14,250.0,0.8,108,36.7,6.5,122,15.1,7.3,22,214.3,1.3,22,100.0,1.3,144,-1.4,8.6,34,3.0,2.0
BRA,2020-05-05,Brasil,48,0.0,2.6,67,36.7,3.6,58,-6.5,3.1,159,59.0,8.6,955,12.8,51.6,81,-15.6,4.4,21,50.0,1.1,125,15.7,6.8,122,0.0,6.6,29,31.8,1.6,8,-63.6,0.4,143,-0.7,7.7,35,2.9,1.9
BRA,2020-05-06,Brasil,40,-16.7,2.7,75,11.9,5.0,69,19.0,4.6,117,-26.4,7.8,688,-28.0,46.1,96,18.5,6.4,22,4.8,1.5,111,-11.2,7.4,116,-4.9,7.8,20,-31.0,1.3,16,100.0,1.1,93,-35.0,6.2,31,-11.4,2.1
BRA,2020-05-07,Brasil,77,92.5,3.3,102,36.0,4.3,97,40.6,4.1,362,209.4,15.4,985,43.2,41.9,140,45.8,6.0,17,-22.7,0.7,154,38.7,6.6,168,44.8,7.1,22,10.0,0.9,20,25.0,0.9,166,78.5,7.1,41,32.3,1.7
BRA,2020-05-08,Brasil,54,-29.9,2.5,98,-3.9,4.5,72,-25.8,3.3,260,-28.2,12.0,976,-0.9,45.2,130,-7.1,6.0,19,11.8,0.9,156,1.3,7.2,154,-8.3,7.1,15,-31.8,0.7,31,55.0,1.4,148,-10.8,6.9,45,9.8,2.1
BRA,2020-05-09,Brasil,50,-7.4,2.6,79,-19.4,4.2,56,-22.2,3.0,151,-41.9,8.0,873,-10.6,46.1,108,-16.9,5.7,11,-42.1,0.6,175,12.2,9.2,146,-5.2,7.7,21,40.0,1.1,23,-25.8,1.2,150,1.4,7.9,51,13.3,2.7
BRA,2020-05-10,Brasil,34,-32.0,2.0,82,3.8,4.9,47,-16.1,2.8,97,-35.8,5.8,859,-1.6,51.5,87,-19.4,5.2,5,-54.5,0.3,66,-62.3,4.0,141,-3.4,8.4,10,-52.4,0.6,10,-56.5,0.6,200,33.3,12.0,31,-39.2,1.9
BRA,2020-05-11,Brasil,48,41.2,2.1,79,-3.7,3.5,76,61.7,3.4,189,94.8,8.4,1183,37.7,52.5,109,25.3,4.8,26,420.0,1.2,154,133.3,6.8,141,0.0,6.3,24,140.0,1.1,22,120.0,1.0,163,-18.5,7.2,39,25.8,1.7
BRA,2020-05-12,Brasil,115,139.6,5.1,95,20.3,4.2,80,5.3,3.6,189,0.0,8.4,1133,-4.2,50.5,122,11.9,5.4,25,-3.8,1.1,123,-20.1,5.5,143,1.4,6.4,30,25.0,1.3,30,36.4,1.3,129,-20.9,5.7,31,-20.5,1.4
BRA,2020-05-13,Brasil,60,-47.8,1.9,84,-11.6,2.7,87,8.8,2.8,223,18.0,7.2,1212,7.0,39.0,114,-6.6,3.7,32,28.0,1.0,915,643.9,29.5,158,10.5,5.1,21,-30.0,0.7,19,-36.7,0.6,136,5.4,4.4,45,45.2,1.4
BRA,2020-05-14,Brasil,60,0.0,2.3,113,34.5,4.4,88,1.1,3.4,260,16.6,10.1,1171,-3.4,45.4,122,7.0,4.7,26,-18.8,1.0,332,-63.7,12.9,143,-9.5,5.5,20,-4.8,0.8,25,31.6,1.0,190,39.7,7.4,29,-35.6,1.1
BRA,2020-05-15,Brasil,91,51.7,2.5,85,-24.8,2.3,296,236.4,8.2,296,13.8,8.2,1946,66.2,53.7,163,33.6,4.5,18,-30.8,0.5,180,-45.8,5.0,201,40.6,5.5,38,90.0,1.0,35,40.0,1.0,185,-2.6,5.1,90,210.3,2.5
BRA,2020-05-16,Brasil,61,-33.0,3.8,55,-35.3,3.5,47,-84.1,3.0,114,-61.5,7.2,874,-55.1,54.9,88,-46.0,5.5,2,-88.9,0.1,86,-52.2,5.4,100,-50.2,6.3,12,-68.4,0.8,15,-57.1,0.9,101,-45.4,6.3,36,-60.0,2.3
BRA,2020-05-17,Brasil,30,-50.8,1.8,49,-10.9,3.0,33,-29.8,2.0,104,-8.8,6.3,990,13.3,60.1,76,-13.6,4.6,12,500.0,0.7,68,-20.9,4.1,102,2.0,6.2,10,-16.7,0.6,6,-60.0,0.4,127,25.7,7.7,39,8.3,2.4
BRA,2020-05-18,Brasil,59,96.7,2.2,75,53.1,2.7,71,115.2,2.6,191,83.7,7.0,1741,75.9,63.6,125,64.5,4.6,27,125.0,1.0,120,76.5,4.4,124,21.6,4.5,15,50.0,0.5,15,150.0,0.5,128,0.8,4.7,47,20.5,1.7
BRA,2020-05-19,Brasil,159,169.5,6.1,64,-14.7,2.4,88,23.9,3.4,239,25.1,9.1,1394,-19.9,53.2,144,15.2,5.5,27,0.0,1.0,130,8.3,5.0,147,18.5,5.6,20,33.3,0.8,18,20.0,0.7,149,16.4,5.7,42,-10.6,1.6
BRA,2020-05-20,Brasil,241,51.6,9.4,68,6.2,2.7,87,-1.1,3.4,191,-20.1,7.5,1329,-4.7,51.9,183,27.1,7.1,15,-44.4,0.6,65,-50.0,2.5,139,-5.4,5.4,24,20.0,0.9,22,22.2,0.9,122,-18.1,4.8,77,83.3,3.0
BRA,2020-05-21,Brasil,193,-19.9,8.9,67,-1.5,3.1,88,1.1,4.0,180,-5.8,8.3,1075,-19.1,49.4,161,-12.0,7.4,34,126.7,1.6,85,30.8,3.9,104,-25.2,4.8,13,-45.8,0.6,17,-22.7,0.8,113,-7.4,5.2,44,-42.9,2.0
BRA,2020-05-22,Brasil,131,-32.1,5.0,63,-6.0,2.4,95,8.0,3.6,218,21.1,8.3,1020,-5.1,39.0,522,224.2,20.0,26,-23.5,1.0,60,-29.4,2.3,198,90.4,7.6,26,100.0,1.0,65,282.4,2.5,139,23.0,5.3,51,15.9,2.0
BRA,2020-05-23,Brasil,101,-22.9,5.0,52,-17.5,2.6,82,-13.7,4.0,150,-31.2,7.4,700,-31.4,34.4,503,-3.6,24.7,13,-50.0,0.6,66,10.0,3.2,149,-24.7,7.3,18,-30.8,0.9,51,-21.5,2.5,122,-12.2,6.0,28,-45.1,1.4
BRA,2020-05-24,Brasil,80,-20.8,5.4,39,-25.0,2.6,58,-29.3,3.9,102,-32.0,6.9,693,-1.0,46.9,184,-63.4,12.5,9,-30.8,0.6,30,-54.5,2.0,95,-36.2,6.4,15,-16.7,1.0,12,-76.5,0.8,141,15.6,9.5,19,-32.1,1.3
BRA,2020-05-25,Brasil,99,23.8,5.9,50,28.2,3.0,85,46.6,5.0,131,28.4,7.7,814,17.5,48.1,176,-4.3,10.4,15,66.7,0.9,56,86.7,3.3,109,14.7,6.4,14,-6.7,0.8,14,16.7,0.8,93,-34.0,5.5,36,89.5,2.1
BRA,2020-05-26,Brasil,397,301.0,17.5,60,20.0,2.6,109,28.2,4.8,268,104.6,11.8,929,14.1,40.8,146,-17.0,6.4,24,60.0,1.1,66,17.9,2.9,109,0.0,4.8,18,28.6,0.8,15,7.1,0.7,113,21.5,5.0,21,-41.7,0.9
BRA,2020-05-27,Brasil,106,-73.3,6.1,64,6.7,3.7,90,-17.4,5.2,176,-34.3,10.1,742,-20.1,42.7,145,-0.7,8.3,39,62.5,2.2,75,13.6,4.3,108,-0.9,6.2,22,22.2,1.3,21,40.0,1.2,112,-0.9,6.4,39,85.7,2.2
BRA,2020-05-28,Brasil,142,34.0,8.2,61,-4.7,3.5,94,4.4,5.4,189,7.4,10.9,664,-10.5,38.2,144,-0.7,8.3,23,-41.0,1.3,82,9.3,4.7,155,43.5,8.9,20,-9.1,1.1,12,-42.9,0.7,83,-25.9,4.8,71,82.1,4.1
BRA,2020-05-29,Brasil,104,-26.8,7.2,48,-21.3,3.3,82,-12.8,5.7,209,10.6,14.4,526,-20.8,36.3,110,-23.6,7.6,27,17.4,1.9,52,-36.6,3.6,126,-18.7,8.7,12,-40.0,0.8,25,108.3,1.7,92,10.8,6.3,38,-46.5,2.6
