id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
COL,2020-10-08,Colombia,215,-33.6,15.4,25,-50.0,1.8,274,-39.8,19.6,150,-9.6,10.8,325,-33.8,23.3,185,-22.9,13.3,33,-34.0,2.4,25,4.2,1.8,54,5.9,3.9,12,-42.9,0.9,18,28.6,1.3,70,-38.1,5.0,9,-50.0,0.6
COL,2020-10-09,Colombia,234,8.8,17.7,44,76.0,3.3,273,-0.4,20.7,96,-36.0,7.3,240,-26.2,18.2,211,14.1,16.0,37,12.1,2.8,14,-44.0,1.1,55,1.9,4.2,15,25.0,1.1,18,0.0,1.4,68,-2.9,5.1,17,88.9,1.3
COL,2020-10-10,Colombia,133,-43.2,13.0,27,-38.6,2.6,183,-33.0,17.9,76,-20.8,7.4,189,-21.2,18.5,168,-20.4,16.4,31,-16.2,3.0,12,-14.3,1.2,115,109.1,11.2,11,-26.7,1.1,18,0.0,1.8,46,-32.4,4.5,15,-11.8,1.5
COL,2020-10-11,Colombia,108,-18.8,13.2,30,11.1,3.7,171,-6.6,20.8,53,-30.3,6.5,156,-17.5,19.0,142,-15.5,17.3,27,-12.9,3.3,12,0.0,1.5,49,-57.4,6.0,13,18.2,1.6,12,-33.3,1.5,27,-41.3,3.3,21,40.0,2.6
COL,2020-10-12,Colombia,127,17.6,11.6,28,-6.7,2.6,233,36.3,21.2,143,169.8,13.0,223,42.9,20.3,173,21.8,15.8,12,-55.6,1.1,10,-16.7,0.9,53,8.2,4.8,11,-15.4,1.0,21,75.0,1.9,44,63.0,4.0,19,-9.5,1.7
CRI,2020-10-01,Costa Rica,45,0,2.5,70,0,3.9,995,0,55.3,159,0,8.8,170,0,9.5,72,0,4.0,38,0,2.1,60,0,3.3,50,0,2.8,11,0,0.6,19,0,1.1,32,0,1.8,77,0,4.3
CRI,2020-10-02,Costa Rica,72,60.0,3.5,82,17.1,4.0,1109,11.5,54.3,147,-7.5,7.2,244,43.5,11.9,86,19.4,4.2,52,36.8,2.5,41,-31.7,2.0,46,-8.0,2.3,11,0.0,0.5,17,-10.5,0.8,29,-9.4,1.4,107,39.0,5.2
CRI,2020-10-03,Costa Rica,47,-34.7,3.2,81,-1.2,5.5,799,-28.0,54.0,93,-36.7,6.3,176,-27.9,11.9,57,-33.7,3.9,24,-53.8,1.6,37,-9.8,2.5,35,-23.9,2.4,6,-45.5,0.4,12,-29.4,0.8,16,-44.8,1.1,96,-10.3,6.5
CRI,2020-10-04,Costa Rica,61,29.8,3.9,68,-16.0,4.4,872,9.1,56.2,122,31.2,7.9,132,-25.0,8.5,62,8.8,4.0,24,0.0,1.5,44,18.9,2.8,33,-5.7,2.1,11,83.3,0.7,18,50.0,1.2,24,50.0,1.5,81,-15.6,5.2
CRI,2020-10-05,Costa Rica,74,21.3,3.2,79,16.2,3.4,1410,61.7,61.1,161,32.0,7.0,234,77.3,10.1,69,11.3,3.0,40,66.7,1.7,64,45.5,2.8,46,39.4,2.0,6,-45.5,0.3,12,-33.3,0.5,40,66.7,1.7,72,-11.1,3.1
CRI,2020-10-06,Costa Rica,80,8.1,4.5,53,-32.9,3.0,1029,-27.0,57.6,129,-19.9,7.2,184,-21.4,10.3,68,-1.4,3.8,31,-22.5,1.7,46,-28.1,2.6,48,4.3,2.7,13,116.7,0.7,11,-8.3,0.6,27,-32.5,1.5,69,-4.2,3.9
CRI,2020-10-07,Costa Rica,91,13.8,4.2,94,77.4,4.3,1275,23.9,58.7,153,18.6,7.0,156,-15.2,7.2,105,54.4,4.8,55,77.4,2.5,50,8.7,2.3,62,29.2,2.9,7,-46.2,0.3,17,54.5,0.8,38,40.7,1.7,69,0.0,3.2
CRI,2020-10-08,Costa Rica,93,2.2,4.6,90,-4.3,4.5,1080,-15.3,54.0,161,5.2,8.0,167,7.1,8.3,156,48.6,7.8,36,-34.5,1.8,51,2.0,2.5,55,-11.3,2.7,4,-42.9,0.2,19,11.8,0.9,31,-18.4,1.5,58,-15.9,2.9
CRI,2020-10-09,Costa Rica,88,-5.4,5.2,102,13.3,6.1,785,-27.3,46.7,128,-20.5,7.6,164,-1.8,9.8,130,-16.7,7.7,32,-11.1,1.9,37,-27.5,2.2,79,43.6,4.7,8,100.0,0.5,14,-26.3,0.8,24,-22.6,1.4,89,53.4,5.3
CRI,2020-10-10,Costa Rica,47,-46.6,3.5,62,-39.2,4.6,599,-23.7,44.0,122,-4.7,9.0,101,-38.4,7.4,65,-50.0,4.8,28,-12.5,2.1,24,-35.1,1.8,197,149.4,14.5,7,-12.5,0.5,10,-28.6,0.7,31,29.2,2.3,68,-23.6,5.0
CRI,2020-10-11,Costa Rica,23,-51.1,2.2,53,-14.5,5.1,479,-20.0,46.1,50,-59.0,4.8,123,21.8,11.8,44,-32.3,4.2,18,-35.7,1.7,31,29.2,3.0,92,-53.3,8.8,8,14.3,0.8,11,10.0,1.1,26,-16.1,2.5,82,20.6,7.9
CRI,2020-10-12,Costa Rica,51,121.7,3.2,63,18.9,3.9,904,88.7,56.5,140,180.0,8.8,108,-12.2,6.8,74,68.2,4.6,35,94.4,2.2,42,35.5,2.6,52,-43.5,3.2,11,37.5,0.7,16,45.5,1.0,36,38.5,2.2,68,-17.1,4.2
ECU,2020-10-01,Ecuador,75,0,9.8,10,0,1.3,172,0,22.4,85,0,11.1,262,0,34.2,72,0,9.4,16,0,2.1,13,0,1.7,13,0,1.7,11,0,1.4,4,0,0.5,34,0,4.4,0,0,0
ECU,2020-10-02,Ecuador,71,-5.3,6.4,15,50.0,1.3,259,50.6,23.2,51,-40.0,4.6,449,71.4,40.2,132,83.3,11.8,13,-18.8,1.2,3,-76.9,0.3,14,7.7,1.3,44,300.0,3.9,10,150.0,0.9,53,55.9,4.7,4,100,0.4
ECU,2020-10-03,Ecuador,63,-11.3,9.1,5,-66.7,0.7,143,-44.8,20.7,44,-13.7,6.4,264,-41.2,38.3,99,-25.0,14.3,5,-61.5,0.7,5,66.7,0.7,19,35.7,2.8,12,-72.7,1.7,2,-80.0,0.3,24,-54.7,3.5,5,25.0,0.7
ECU,2020-10-04,Ecuador,36,-42.9,9.3,9,80.0,2.3,76,-46.9,19.6,29,-34.1,7.5,145,-45.1,37.5,38,-61.6,9.8,10,100.0,2.6,6,20.0,1.6,11,-42.1,2.8,4,-66.7,1.0,2,0.0,0.5,20,-16.7,5.2,1,-80.0,0.3
ECU,2020-10-05,Ecuador,46,27.8,5.8,13,44.4,1.6,144,89.5,18.2,78,169.0,9.9,317,118.6,40.1,68,78.9,8.6,6,-40.0,0.8,9,50.0,1.1,33,200.0,4.2,11,175.0,1.4,6,200.0,0.8,54,170.0,6.8,5,400.0,0.6
ECU,2020-10-06,Ecuador,48,4.3,5.8,9,-30.8,1.1,217,50.7,26.2,49,-37.2,5.9,309,-2.5,37.3,101,48.5,12.2,9,50.0,1.1,9,0.0,1.1,18,-45.5,2.2,13,18.2,1.6,5,-16.7,0.6,30,-44.4,3.6,12,140.0,1.4
ECU,2020-10-07,Ecuador,44,-8.3,5.2,11,22.2,1.3,251,15.7,29.4,72,46.9,8.4,318,2.9,37.2,53,-47.5,6.2,15,66.7,1.8,10,11.1,1.2,32,77.8,3.7,10,-23.1,1.2,3,-40.0,0.4,26,-13.3,3.0,9,-25.0,1.1
ECU,2020-10-08,Ecuador,59,34.1,4.7,16,45.5,1.3,291,15.9,22.9,85,18.1,6.7,466,46.5,36.8,199,275.5,15.7,17,13.3,1.3,12,20.0,0.9,16,-50.0,1.3,15,50.0,1.2,9,200.0,0.7,81,211.5,6.4,2,-77.8,0.2
ECU,2020-10-09,Ecuador,88,49.2,12.0,13,-18.8,1.8,149,-48.8,20.3,66,-22.4,9.0,251,-46.1,34.2,77,-61.3,10.5,16,-5.9,2.2,5,-58.3,0.7,17,6.2,2.3,13,-13.3,1.8,3,-66.7,0.4,34,-58.0,4.6,2,0.0,0.3
ECU,2020-10-10,Ecuador,47,-46.6,7.1,13,0.0,2.0,89,-40.3,13.5,24,-63.6,3.6,180,-28.3,27.2,189,145.5,28.6,4,-75.0,0.6,4,-20.0,0.6,75,341.2,11.3,8,-38.5,1.2,5,66.7,0.8,21,-38.2,3.2,2,0.0,0.3
ECU,2020-10-11,Ecuador,25,-46.8,7.1,13,0.0,3.7,56,-37.1,15.9,23,-4.2,6.5,159,-11.7,45.2,36,-81.0,10.2,6,50.0,1.7,8,100.0,2.3,7,-90.7,2.0,3,-62.5,0.9,3,-40.0,0.9,12,-42.9,3.4,1,-50.0,0.3
ECU,2020-10-12,Ecuador,36,44.0,5.1,17,30.8,2.4,124,121.4,17.7,43,87.0,6.1,300,88.7,42.9,94,161.1,13.4,9,50.0,1.3,11,37.5,1.6,20,185.7,2.9,9,200.0,1.3,4,33.3,0.6,30,150.0,4.3,3,200.0,0.4
SLV,2020-10-01,El Salvador,27,0,6.3,12,0,2.8,104,0,24.2,37,0,8.6,172,0,40.1,25,0,5.8,12,0,2.8,4,0,0.9,14,0,3.3,8,0,1.9,4,0,0.9,8,0,1.9,2,0,0.5
SLV,2020-10-02,El Salvador,29,7.4,5.5,17,41.7,3.2,137,31.7,25.8,35,-5.4,6.6,207,20.3,38.9,36,44.0,6.8,17,41.7,3.2,5,25.0,0.9,12,-14.3,2.3,1,-87.5,0.2,6,50.0,1.1,19,137.5,3.6,11,450.0,2.1
SLV,2020-10-03,El Salvador,17,-41.4,5.0,12,-29.4,3.6,68,-50.4,20.2,23,-34.3,6.8,137,-33.8,40.7,34,-5.6,10.1,8,-52.9,2.4,5,0.0,1.5,8,-33.3,2.4,5,400.0,1.5,4,-33.3,1.2,13,-31.6,3.9,3,-72.7,0.9
SLV,2020-10-04,El Salvador,26,52.9,9.6,7,-41.7,2.6,54,-20.6,19.9,9,-60.9,3.3,109,-20.4,40.2,28,-17.6,10.3,6,-25.0,2.2,3,-40.0,1.1,9,12.5,3.3,5,0.0,1.8,5,25.0,1.8,8,-38.5,3.0,2,-33.3,0.7
SLV,2020-10-05,El Salvador,41,57.7,9.8,14,100.0,3.3,100,85.2,23.9,29,222.2,6.9,153,40.4,36.6,34,21.4,8.1,7,16.7,1.7,5,66.7,1.2,7,-22.2,1.7,1,-80.0,0.2,3,-40.0,0.7,15,87.5,3.6,9,350.0,2.2
SLV,2020-10-06,El Salvador,36,-12.2,7.9,7,-50.0,1.5,94,-6.0,20.7,27,-6.9,5.9,180,17.6,39.6,47,38.2,10.4,19,171.4,4.2,3,-40.0,0.7,10,42.9,2.2,4,300.0,0.9,6,100.0,1.3,17,13.3,3.7,4,-55.6,0.9
SLV,2020-10-07,El Salvador,36,0.0,8.8,11,57.1,2.7,112,19.1,27.5,25,-7.4,6.1,132,-26.7,32.4,47,0.0,11.5,10,-47.4,2.5,5,66.7,1.2,6,-40.0,1.5,6,50.0,1.5,8,33.3,2.0,6,-64.7,1.5,3,-25.0,0.7
SLV,2020-10-08,El Salvador,45,25.0,11.2,11,0.0,2.7,82,-26.8,20.3,24,-4.0,6.0,155,17.4,38.5,36,-23.4,8.9,7,-30.0,1.7,3,-40.0,0.7,6,0.0,1.5,3,-50.0,0.7,10,25.0,2.5,17,183.3,4.2,4,33.3,1.0
SLV,2020-10-09,El Salvador,62,37.8,14.2,16,45.5,3.7,67,-18.3,15.3,26,8.3,5.9,160,3.2,36.5,36,0.0,8.2,12,71.4,2.7,2,-33.3,0.5,10,66.7,2.3,8,166.7,1.8,5,-50.0,1.1,25,47.1,5.7,9,125.0,2.1
SLV,2020-10-10,El Salvador,28,-54.8,8.1,5,-68.8,1.5,48,-28.4,14.0,15,-42.3,4.4,139,-13.1,40.4,41,13.9,11.9,7,-41.7,2.0,6,200.0,1.7,36,260.0,10.5,1,-87.5,0.3,2,-60.0,0.6,14,-44.0,4.1,2,-77.8,0.6
SLV,2020-10-11,El Salvador,19,-32.1,6.7,6,20.0,2.1,50,4.2,17.7,13,-13.3,4.6,125,-10.1,44.2,39,-4.9,13.8,2,-71.4,0.7,7,16.7,2.5,12,-66.7,4.2,2,100.0,0.7,2,0.0,0.7,6,-57.1,2.1,0,-100.0,0
SLV,2020-10-12,El Salvador,29,52.6,9.2,13,116.7,4.1,47,-6.0,14.9,20,53.8,6.3,132,5.6,41.8,39,0.0,12.3,6,200.0,1.9,8,14.3,2.5,5,-58.3,1.6,3,50.0,0.9,2,0.0,0.6,10,66.7,3.2,2,100,0.6
GTM,2020-10-01,Guatemala,169,0,10.9,115,0,7.4,325,0,20.9,108,0,6.9,352,0,22.6,180,0,11.6,32,0,2.1,54,0,3.5,40,0,2.6,64,0,4.1,19,0,1.2,45,0,2.9,53,0,3.4
GTM,2020-10-02,Guatemala,105,-37.9,7.9,103,-10.4,7.8,243,-25.2,18.3,116,7.4,8.7,371,5.4,27.9,109,-39.4,8.2,27,-15.6,2.0,38,-29.6,2.9,38,-5.0,2.9,71,10.9,5.3,8,-57.9,0.6,40,-11.1,3.0,60,13.2,4.5
GTM,2020-10-03,Guatemala,88,-16.2,9.1,71,-31.1,7.4,179,-26.3,18.6,98,-15.5,10.2,225,-39.4,23.4,96,-11.9,10.0,17,-37.0,1.8,33,-13.2,3.4,24,-36.8,2.5,42,-40.8,4.4,13,62.5,1.3,27,-32.5,2.8,50,-16.7,5.2
GTM,2020-10-04,Guatemala,78,-11.4,9.0,84,18.3,9.7,177,-1.1,20.5,81,-17.3,9.4,195,-13.3,22.6,78,-18.8,9.0,18,5.9,2.1,19,-42.4,2.2,25,4.2,2.9,19,-54.8,2.2,17,30.8,2.0,31,14.8,3.6,40,-20.0,4.6
GTM,2020-10-05,Guatemala,89,14.1,7.0,93,10.7,7.4,253,42.9,20.0,116,43.2,9.2,374,91.8,29.6,104,33.3,8.2,40,122.2,3.2,24,26.3,1.9,58,132.0,4.6,21,10.5,1.7,21,23.5,1.7,28,-9.7,2.2,44,10.0,3.5
GTM,2020-10-06,Guatemala,125,40.4,11.8,83,-10.8,7.8,231,-8.7,21.8,97,-16.4,9.1,248,-33.7,23.4,98,-5.8,9.2,20,-50.0,1.9,32,33.3,3.0,34,-41.4,3.2,18,-14.3,1.7,13,-38.1,1.2,31,10.7,2.9,32,-27.3,3.0
GTM,2020-10-07,Guatemala,177,41.6,13.3,103,24.1,7.7,343,48.5,25.8,95,-2.1,7.1,277,11.7,20.8,92,-6.1,6.9,35,75.0,2.6,46,43.8,3.5,39,14.7,2.9,17,-5.6,1.3,31,138.5,2.3,50,61.3,3.8,27,-15.6,2.0
GTM,2020-10-08,Guatemala,132,-25.4,11.4,96,-6.8,8.3,233,-32.1,20.2,150,57.9,13.0,237,-14.4,20.5,87,-5.4,7.5,27,-22.9,2.3,47,2.2,4.1,37,-5.1,3.2,15,-11.8,1.3,16,-48.4,1.4,43,-14.0,3.7,35,29.6,3.0
GTM,2020-10-09,Guatemala,115,-12.9,9.2,147,53.1,11.8,254,9.0,20.3,185,23.3,14.8,225,-5.1,18.0,78,-10.3,6.2,32,18.5,2.6,68,44.7,5.4,33,-10.8,2.6,21,40.0,1.7,16,0.0,1.3,37,-14.0,3.0,40,14.3,3.2
GTM,2020-10-10,Guatemala,87,-24.3,8.6,92,-37.4,9.1,204,-19.7,20.1,98,-47.0,9.6,172,-23.6,16.9,91,16.7,9.0,26,-18.8,2.6,28,-58.8,2.8,128,287.9,12.6,8,-61.9,0.8,12,-25.0,1.2,32,-13.5,3.1,38,-5.0,3.7
GTM,2020-10-11,Guatemala,49,-43.7,5.8,72,-21.7,8.5,166,-18.6,19.6,47,-52.0,5.6,210,22.1,24.9,78,-14.3,9.2,19,-26.9,2.2,21,-25.0,2.5,67,-47.7,7.9,11,37.5,1.3,23,91.7,2.7,40,25.0,4.7,42,10.5,5.0
GTM,2020-10-12,Guatemala,109,122.4,10.9,73,1.4,7.3,175,5.4,17.4,87,85.1,8.7,257,22.4,25.6,99,26.9,9.9,15,-21.1,1.5,30,42.9,3.0,41,-38.8,4.1,3,-72.7,0.3,36,56.5,3.6,38,-5.0,3.8,41,-2.4,4.1
GUY,2020-10-01,Guyana,26,0,12.9,5,0,2.5,13,0,6.4,36,0,17.8,12,0,5.9,2,0,1.0,1,0,0.5,37,0,18.3,18,0,8.9,27,0,13.4,5,0,2.5,7,0,3.5,13,0,6.4
GUY,2020-10-02,Guyana,34,30.8,14.5,2,-60.0,0.9,10,-23.1,4.3,33,-8.3,14.1,22,83.3,9.4,14,600.0,6.0,4,300.0,1.7,22,-40.5,9.4,20,11.1,8.5,9,-66.7,3.8,8,60.0,3.4,15,114.3,6.4,41,215.4,17.5
GUY,2020-10-03,Guyana,22,-35.3,12.2,5,150.0,2.8,14,40.0,7.8,32,-3.0,17.8,33,50.0,18.3,10,-28.6,5.6,3,-25.0,1.7,17,-22.7,9.4,6,-70.0,3.3,6,-33.3,3.3,4,-50.0,2.2,7,-53.3,3.9,21,-48.8,11.7
GUY,2020-10-04,Guyana,17,-22.7,13.1,5,0.0,3.8,8,-42.9,6.2,19,-40.6,14.6,22,-33.3,16.9,6,-40.0,4.6,0,-100.0,0,8,-52.9,6.2,14,133.3,10.8,7,16.7,5.4,2,-50.0,1.5,13,85.7,10.0,9,-57.1,6.9
GUY,2020-10-05,Guyana,17,0.0,9.6,4,-20.0,2.2,12,50.0,6.7,19,0.0,10.7,22,0.0,12.4,10,66.7,5.6,2,100,1.1,30,275.0,16.9,12,-14.3,6.7,15,114.3,8.4,10,400.0,5.6,10,-23.1,5.6,15,66.7,8.4
GUY,2020-10-06,Guyana,20,17.6,11.8,3,-25.0,1.8,10,-16.7,5.9,22,15.8,13.0,14,-36.4,8.3,13,30.0,7.7,8,300.0,4.7,34,13.3,20.1,13,8.3,7.7,10,-33.3,5.9,4,-60.0,2.4,8,-20.0,4.7,10,-33.3,5.9
GUY,2020-10-07,Guyana,10,-50.0,8.4,4,33.3,3.4,4,-60.0,3.4,24,9.1,20.2,5,-64.3,4.2,5,-61.5,4.2,2,-75.0,1.7,23,-32.4,19.3,13,0.0,10.9,7,-30.0,5.9,3,-25.0,2.5,11,37.5,9.2,8,-20.0,6.7
GUY,2020-10-08,Guyana,13,30.0,9.0,1,-75.0,0.7,10,150.0,6.9,29,20.8,20.0,13,160.0,9.0,9,80.0,6.2,1,-50.0,0.7,19,-17.4,13.1,14,7.7,9.7,17,142.9,11.7,9,200.0,6.2,6,-45.5,4.1,4,-50.0,2.8
GUY,2020-10-09,Guyana,24,84.6,21.8,1,0.0,0.9,10,0.0,9.1,14,-51.7,12.7,5,-61.5,4.5,4,-55.6,3.6,1,0.0,0.9,17,-10.5,15.5,5,-64.3,4.5,10,-41.2,9.1,8,-11.1,7.3,3,-50.0,2.7,8,100.0,7.3
GUY,2020-10-10,Guyana,9,-62.5,6.2,2,100.0,1.4,9,-10.0,6.2,20,42.9,13.8,11,120.0,7.6,5,25.0,3.4,3,200.0,2.1,19,11.8,13.1,35,600.0,24.1,7,-30.0,4.8,3,-62.5,2.1,6,100.0,4.1,16,100.0,11.0
GUY,2020-10-11,Guyana,14,55.6,12.5,1,-50.0,0.9,9,0.0,8.0,15,-25.0,13.4,4,-63.6,3.6,8,60.0,7.1,0,-100.0,0,14,-26.3,12.5,12,-65.7,10.7,10,42.9,8.9,11,266.7,9.8,6,0.0,5.4,8,-50.0,7.1
GUY,2020-10-12,Guyana,45,221.4,20.3,4,300.0,1.8,8,-11.1,3.6,33,120.0,14.9,11,175.0,5.0,7,-12.5,3.2,5,100,2.3,32,128.6,14.4,17,41.7,7.7,17,70.0,7.7,4,-63.6,1.8,11,83.3,5.0,28,250.0,12.6
HTI,2020-10-01,Haití,55,0,19.4,88,0,31.0,23,0,8.1,50,0,17.6,16,0,5.6,5,0,1.8,2,0,0.7,1,0,0.4,3,0,1.1,11,0,3.9,2,0,0.7,4,0,1.4,24,0,8.5
HTI,2020-10-02,Haití,57,3.6,21.0,56,-36.4,20.7,21,-8.7,7.7,36,-28.0,13.3,39,143.8,14.4,9,80.0,3.3,2,0.0,0.7,9,800.0,3.3,3,0.0,1.1,7,-36.4,2.6,4,100.0,1.5,6,50.0,2.2,22,-8.3,8.1
HTI,2020-10-03,Haití,69,21.1,20.5,74,32.1,22.0,25,19.0,7.4,29,-19.4,8.6,97,148.7,28.9,5,-44.4,1.5,3,50.0,0.9,6,-33.3,1.8,2,-33.3,0.6,6,-14.3,1.8,0,-100.0,0,5,-16.7,1.5,15,-31.8,4.5
HTI,2020-10-04,Haití,64,-7.2,26.4,65,-12.2,26.9,11,-56.0,4.5,31,6.9,12.8,29,-70.1,12.0,4,-20.0,1.7,3,0.0,1.2,5,-16.7,2.1,2,0.0,0.8,8,33.3,3.3,1,100,0.4,3,-40.0,1.2,16,6.7,6.6
HTI,2020-10-05,Haití,73,14.1,23.6,99,52.3,32.0,22,100.0,7.1,24,-22.6,7.8,44,51.7,14.2,5,25.0,1.6,1,-66.7,0.3,2,-60.0,0.6,5,150.0,1.6,7,-12.5,2.3,2,100.0,0.6,9,200.0,2.9,16,0.0,5.2
HTI,2020-10-06,Haití,57,-21.9,21.8,68,-31.3,26.0,17,-22.7,6.5,36,50.0,13.7,35,-20.5,13.4,7,40.0,2.7,2,100.0,0.8,3,50.0,1.1,5,0.0,1.9,4,-42.9,1.5,0,-100.0,0,6,-33.3,2.3,22,37.5,8.4
HTI,2020-10-07,Haití,63,10.5,18.9,81,19.1,24.3,30,76.5,9.0,65,80.6,19.5,31,-11.4,9.3,10,42.9,3.0,3,50.0,0.9,3,0.0,0.9,0,-100.0,0,2,-50.0,0.6,4,100,1.2,10,66.7,3.0,31,40.9,9.3
HTI,2020-10-08,Haití,59,-6.3,18.3,87,7.4,26.9,20,-33.3,6.2,44,-32.3,13.6,38,22.6,11.8,13,30.0,4.0,3,0.0,0.9,3,0.0,0.9,2,100,0.6,6,200.0,1.9,3,-25.0,0.9,11,10.0,3.4,34,9.7,10.5
HTI,2020-10-09,Haití,42,-28.8,17.6,70,-19.5,29.4,12,-40.0,5.0,34,-22.7,14.3,28,-26.3,11.8,4,-69.2,1.7,1,-66.7,0.4,3,0.0,1.3,2,0.0,0.8,6,0.0,2.5,0,-100.0,0,2,-81.8,0.8,34,0.0,14.3
HTI,2020-10-10,Haití,37,-11.9,16.7,55,-21.4,24.8,12,0.0,5.4,41,20.6,18.5,28,0.0,12.6,2,-50.0,0.9,1,0.0,0.5,4,33.3,1.8,11,450.0,5.0,3,-50.0,1.4,0,0,0,5,150.0,2.3,23,-32.4,10.4
HTI,2020-10-11,Haití,44,18.9,17.4,59,7.3,23.3,16,33.3,6.3,34,-17.1,13.4,28,0.0,11.1,7,250.0,2.8,0,-100.0,0,7,75.0,2.8,3,-72.7,1.2,5,66.7,2.0,1,100,0.4,6,20.0,2.4,43,87.0,17.0
HTI,2020-10-12,Haití,47,6.8,20.3,60,1.7,26.0,16,0.0,6.9,27,-20.6,11.7,25,-10.7,10.8,4,-42.9,1.7,1,100,0.4,9,28.6,3.9,5,66.7,2.2,6,20.0,2.6,1,0.0,0.4,11,83.3,4.8,19,-55.8,8.2
HND,2020-10-01,Honduras,50,0,6.1,55,0,6.8,176,0,21.6,70,0,8.6,267,0,32.8,54,0,6.6,11,0,1.4,32,0,3.9,11,0,1.4,16,0,2.0,6,0,0.7,41,0,5.0,25,0,3.1
HND,2020-10-02,Honduras,52,4.0,6.3,56,1.8,6.8,175,-0.6,21.1,48,-31.4,5.8,281,5.2,33.9,33,-38.9,4.0,17,54.5,2.1,25,-21.9,3.0,15,36.4,1.8,19,18.8,2.3,12,100.0,1.4,28,-31.7,3.4,67,168.0,8.1
HND,2020-10-03,Honduras,47,-9.6,8.6,48,-14.3,8.8,102,-41.7,18.7,32,-33.3,5.9,174,-38.1,31.9,33,0.0,6.0,6,-64.7,1.1,14,-44.0,2.6,21,40.0,3.8,7,-63.2,1.3,5,-58.3,0.9,11,-60.7,2.0,46,-31.3,8.4
HND,2020-10-04,Honduras,43,-8.5,9.1,36,-25.0,7.6,84,-17.6,17.7,15,-53.1,3.2,180,3.4,38.0,29,-12.1,6.1,7,16.7,1.5,19,35.7,4.0,12,-42.9,2.5,7,0.0,1.5,5,0.0,1.1,8,-27.3,1.7,29,-37.0,6.1
HND,2020-10-05,Honduras,70,62.8,9.8,57,58.3,8.0,98,16.7,13.7,37,146.7,5.2,281,56.1,39.4,44,51.7,6.2,20,185.7,2.8,20,5.3,2.8,12,0.0,1.7,10,42.9,1.4,6,20.0,0.8,21,162.5,2.9,38,31.0,5.3
HND,2020-10-06,Honduras,62,-11.4,10.3,39,-31.6,6.5,102,4.1,17.0,52,40.5,8.7,205,-27.0,34.1,44,0.0,7.3,8,-60.0,1.3,21,5.0,3.5,10,-16.7,1.7,9,-10.0,1.5,2,-66.7,0.3,16,-23.8,2.7,31,-18.4,5.2
HND,2020-10-07,Honduras,91,46.8,13.0,53,35.9,7.6,95,-6.9,13.6,30,-42.3,4.3,247,20.5,35.2,58,31.8,8.3,19,137.5,2.7,26,23.8,3.7,22,120.0,3.1,6,-33.3,0.9,5,150.0,0.7,23,43.8,3.3,26,-16.1,3.7
HND,2020-10-08,Honduras,89,-2.2,12.5,47,-11.3,6.6,110,15.8,15.5,44,46.7,6.2,251,1.6,35.4,39,-32.8,5.5,14,-26.3,2.0,30,15.4,4.2,20,-9.1,2.8,8,33.3,1.1,8,60.0,1.1,22,-4.3,3.1,28,7.7,3.9
HND,2020-10-09,Honduras,62,-30.3,9.7,70,48.9,10.9,107,-2.7,16.7,46,4.5,7.2,198,-21.1,30.9,44,12.8,6.9,10,-28.6,1.6,30,0.0,4.7,18,-10.0,2.8,9,12.5,1.4,7,-12.5,1.1,25,13.6,3.9,15,-46.4,2.3
HND,2020-10-10,Honduras,62,0.0,10.6,57,-18.6,9.7,78,-27.1,13.3,30,-34.8,5.1,183,-7.6,31.3,32,-27.3,5.5,7,-30.0,1.2,16,-46.7,2.7,66,266.7,11.3,4,-55.6,0.7,8,14.3,1.4,27,8.0,4.6,15,0.0,2.6
HND,2020-10-11,Honduras,28,-54.8,6.1,37,-35.1,8.0,71,-9.0,15.4,23,-23.3,5.0,168,-8.2,36.4,33,3.1,7.2,6,-14.3,1.3,18,12.5,3.9,37,-43.9,8.0,6,50.0,1.3,10,25.0,2.2,8,-70.4,1.7,16,6.7,3.5
HND,2020-10-12,Honduras,47,67.9,6.8,37,0.0,5.4,126,77.5,18.3,58,152.2,8.4,263,56.5,38.1,43,30.3,6.2,10,66.7,1.4,39,116.7,5.7,16,-56.8,2.3,4,-33.3,0.6,13,30.0,1.9,20,150.0,2.9,14,-12.5,2.0
JAM,2020-10-01,Jamaica,9,0,1.0,14,0,1.6,20,0,2.2,224,0,24.9,137,0,15.2,28,0,3.1,16,0,1.8,283,0,31.4,33,0,3.7,14,0,1.6,23,0,2.6,31,0,3.4,68,0,7.6
JAM,2020-10-02,Jamaica,24,166.7,1.9,26,85.7,2.1,25,25.0,2.0,205,-8.5,16.4,371,170.8,29.7,46,64.3,3.7,15,-6.2,1.2,312,10.2,25.0,43,30.3,3.4,13,-7.1,1.0,23,0.0,1.8,19,-38.7,1.5,128,88.2,10.2
