id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-female-1,docs-male-1,docs-questions-1,docs-complaints-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-female-2,docs-male-2,docs-questions-2,docs-complaints-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-female-3,docs-male-3,docs-questions-3,docs-complaints-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-female-4,docs-male-4,docs-questions-4,docs-complaints-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-female-5,docs-male-5,docs-questions-5,docs-complaints-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-female-6,docs-male-6,docs-questions-6,docs-complaints-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-female-7,docs-male-7,docs-questions-7,docs-complaints-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-female-8,docs-male-8,docs-questions-8,docs-complaints-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-female-9,docs-male-9,docs-questions-9,docs-complaints-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-female-10,docs-male-10,docs-questions-10,docs-complaints-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-female-11,docs-male-11,docs-questions-11,docs-complaints-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-female-12,docs-male-12,docs-questions-12,docs-complaints-12,docs-13,docs-delta-percent-13,docs-percent-13,docs-female-13,docs-male-13,docs-questions-13,docs-complaints-13,docs-14,docs-delta-percent-14,docs-percent-14,docs-female-14,docs-male-14,docs-questions-14,docs-complaints-14
ARG,2021-10-11,Argentina,125,0.25,0.12,26,39,11,111,46,0.48,0.04,10,17,3,40,51,-0.19,0.05,14,13,3,41,13,0.86,0.01,0,0,1,8,598,0.3,0.55,132,165,55,535,40,-0.05,0.04,13,15,5,33,25,0.14,0.02,0,0,1,21,41,-0.07,0.04,15,15,6,28,30,-0.09,0.03,0,0,7,18,41,-0.75,0.04,0,0,0,28,19,0.46,0.02,0,0,0,18,3,-0.5,0,0,0,1,3,42,0.2,0.04,0,0,4,33,8,1,0.01,0,0,0,7
ARG,2021-10-12,Argentina,109,-0.13,0.08,20,30,20,82,39,-0.15,0.03,0,0,4,34,55,0.08,0.04,13,18,2,50,20,0.54,0.01,0,0,3,15,879,0.47,0.64,135,164,68,779,42,0.05,0.03,11,16,4,37,28,0.12,0.02,0,0,2,23,30,-0.27,0.02,0,0,3,25,51,0.7,0.04,14,14,7,42,28,-0.32,0.02,0,0,2,27,29,0.53,0.02,2,19,3,25,5,0.67,0,0,0,0,5,57,0.36,0.04,13,12,3,39,4,-0.5,0,0,0,0,3
ARG,2021-10-13,Argentina,100,-0.08,0.07,26,41,12,93,42,0.08,0.03,0,0,4,39,58,0.05,0.04,17,17,5,48,13,-0.35,0.01,0,0,2,8,966,0.1,0.64,169,191,71,830,36,-0.14,0.02,0,0,2,28,37,0.32,0.02,0,0,5,31,43,0.43,0.03,0,0,2,39,67,0.31,0.04,16,8,2,51,40,0.43,0.03,0,0,2,25,35,0.21,0.02,5,17,7,34,19,2.8,0.01,0,0,1,15,40,-0.3,0.03,0,0,1,36,4,0,0,0,0,1,4
ARG,2021-10-14,Argentina,131,0.31,0.09,35,40,24,116,69,0.64,0.05,22,16,8,58,65,0.12,0.05,10,26,9,49,29,1.23,0.02,0,0,2,27,800,-0.17,0.55,177,195,83,691,33,-0.08,0.02,13,8,3,30,38,0.03,0.03,0,0,3,34,47,0.09,0.03,0,0,5,33,59,-0.12,0.04,0,0,1,45,47,0.18,0.03,18,9,3,40,24,-0.31,0.02,0,0,3,18,19,0,0.01,0,0,1,16,77,0.93,0.05,12,10,4,52,5,0.25,0,0,0,0,5
ARG,2021-10-15,Argentina,118,-0.1,0.11,23,31,8,101,43,-0.38,0.04,8,13,3,40,62,-0.05,0.06,13,18,7,48,12,-0.59,0.01,0,0,3,10,576,-0.28,0.53,119,139,43,497,37,0.12,0.03,0,0,5,32,29,-0.24,0.03,0,0,3,22,27,-0.43,0.02,0,0,1,22,35,-0.41,0.03,0,0,1,29,23,-0.51,0.02,0,0,2,18,27,0.13,0.02,0,0,3,25,16,-0.16,0.01,0,0,0,13,70,-0.09,0.06,0,0,5,54,12,1.4,0.01,0,0,0,12
ARG,2021-10-16,Argentina,76,-0.36,0.11,16,19,4,71,32,-0.26,0.04,0,0,3,30,35,-0.44,0.05,12,13,4,25,6,-0.5,0.01,0,0,0,6,409,-0.29,0.57,111,98,44,355,29,-0.22,0.04,0,0,3,27,16,-0.45,0.02,0,0,2,10,29,0.07,0.04,0,0,3,27,19,-0.46,0.03,0,0,3,16,15,-0.35,0.02,0,0,1,14,8,-0.7,0.01,0,0,3,3,8,-0.5,0.01,0,0,0,8,30,-0.57,0.04,0,0,0,26,10,-0.17,0.01,0,0,3,7
ARG,2021-10-17,Argentina,67,-0.12,0.11,21,12,10,53,40,0.25,0.06,10,15,1,39,65,0.86,0.11,10,28,3,57,18,2,0.03,0,0,2,16,283,-0.31,0.46,64,83,25,244,28,-0.03,0.05,0,0,2,26,23,0.44,0.04,0,0,2,19,24,-0.17,0.04,0,0,1,18,11,-0.42,0.02,0,0,2,7,6,-0.6,0.01,0,0,0,6,23,1.88,0.04,0,0,1,22,3,-0.62,0,0,0,0,3,19,-0.37,0.03,0,0,2,18,6,-0.4,0.01,0,0,1,4
ARG,2021-10-18,Argentina,135,1.01,0.09,40,49,12,121,99,1.48,0.07,32,28,9,83,111,0.71,0.08,26,45,14,96,75,3.17,0.05,7,30,12,68,667,1.36,0.47,144,160,55,582,69,1.46,0.05,15,22,8,61,28,0.22,0.02,0,0,0,23,33,0.38,0.02,0,0,1,25,29,1.64,0.02,0,0,3,27,24,3,0.02,0,0,1,21,88,2.83,0.06,17,54,3,85,17,4.67,0.01,0,0,2,16,37,0.95,0.03,0,0,2,33,13,1.17,0.01,0,0,3,11
ARG,2021-10-19,Argentina,115,-0.15,0.1,26,32,14,102,69,-0.3,0.06,15,18,3,64,58,-0.48,0.05,10,17,6,46,18,-0.76,0.02,0,0,3,13,634,-0.05,0.54,134,148,61,552,79,0.14,0.07,21,14,10,72,29,0.04,0.02,0,0,6,27,28,-0.15,0.02,0,0,2,23,38,0.31,0.03,0,0,4,32,26,0.08,0.02,0,0,3,23,23,-0.74,0.02,0,0,2,21,10,-0.41,0.01,0,0,1,8,43,0.16,0.04,0,0,2,36,7,-0.46,0.01,0,0,1,6
ARG,2021-10-20,Argentina,121,0.05,0.1,22,25,12,106,55,-0.2,0.05,11,29,11,48,70,0.21,0.06,13,32,4,61,8,-0.56,0.01,0,0,1,6,667,0.05,0.56,136,150,61,569,58,-0.27,0.05,18,15,8,49,25,-0.14,0.02,0,0,4,25,51,0.82,0.04,0,0,3,42,36,-0.05,0.03,0,0,4,29,15,-0.42,0.01,0,0,1,12,24,0.04,0.02,0,0,0,21,9,-0.1,0.01,0,0,1,9,54,0.26,0.05,0,0,6,44,6,-0.14,0.01,0,0,1,5
ARG,2021-10-21,Argentina,145,0.2,0.1,33,48,23,129,118,1.15,0.08,23,40,4,106,81,0.16,0.05,12,31,10,73,18,1.25,0.01,0,0,3,17,838,0.26,0.56,171,220,62,726,56,-0.03,0.04,20,15,5,50,37,0.48,0.02,0,0,2,34,54,0.06,0.04,9,12,5,42,48,0.33,0.03,0,0,3,45,20,0.33,0.01,0,0,2,17,17,-0.29,0.01,0,0,2,15,10,0.11,0.01,0,0,0,10,55,0.02,0.04,0,0,3,42,7,0.17,0,0,0,1,6
ARG,2021-10-22,Argentina,87,-0.4,0.07,18,25,8,73,50,-0.58,0.04,11,17,6,39,62,-0.23,0.05,7,22,1,57,15,-0.17,0.01,0,0,1,15,712,-0.15,0.6,123,157,58,613,37,-0.34,0.03,15,12,5,32,30,-0.19,0.03,0,0,2,28,55,0.02,0.05,10,17,2,48,38,-0.21,0.03,0,0,1,36,15,-0.25,0.01,0,0,1,12,19,0.12,0.02,0,0,0,17,12,0.2,0.01,0,0,1,12,42,-0.24,0.04,0,0,1,34,4,-0.43,0,0,0,0,4
ARG,2021-10-23,Argentina,65,-0.25,0.08,12,24,8,53,41,-0.18,0.05,13,10,5,35,22,-0.65,0.03,0,0,1,20,7,-0.53,0.01,0,0,1,7,467,-0.34,0.6,94,118,48,397,46,0.24,0.06,12,20,6,40,21,-0.3,0.03,0,0,2,21,20,-0.64,0.03,0,0,2,17,21,-0.45,0.03,0,0,2,17,11,-0.27,0.01,0,0,0,10,16,-0.16,0.02,0,0,2,16,11,-0.08,0.01,0,0,1,11,31,-0.26,0.04,0,0,1,31,3,-0.25,0,0,0,0,3
ARG,2021-10-24,Argentina,52,-0.2,0.08,12,18,7,42,43,0.05,0.06,9,13,6,33,34,0.55,0.05,9,14,6,28,11,0.57,0.02,0,0,1,9,399,-0.15,0.58,90,109,49,328,29,-0.37,0.04,0,0,4,23,19,-0.1,0.03,0,0,1,18,15,-0.25,0.02,0,0,0,10,13,-0.38,0.02,0,0,1,12,7,-0.36,0.01,0,0,1,5,7,-0.56,0.01,0,0,0,5,6,-0.45,0.01,0,0,0,6,42,0.35,0.06,0,0,3,36,7,1.33,0.01,0,0,0,7
ARG,2021-10-25,Argentina,78,0.5,0.08,12,31,7,67,46,0.07,0.05,13,13,4,41,30,-0.12,0.03,0,0,2,23,12,0.09,0.01,0,0,1,9,566,0.42,0.61,107,155,54,468,37,0.28,0.04,19,7,4,30,26,0.37,0.03,0,0,2,20,31,1.07,0.03,0,0,2,26,24,0.85,0.03,0,0,1,20,20,1.86,0.02,0,0,2,16,15,1.14,0.02,0,0,3,12,7,0.17,0.01,0,0,1,4,35,-0.17,0.04,0,0,2,31,8,0.14,0.01,0,0,1,5
ARG,2021-10-26,Argentina,149,0.91,0.11,27,49,7,128,51,0.11,0.04,13,17,2,45,41,0.37,0.03,12,11,8,32,19,0.58,0.01,0,0,1,18,847,0.5,0.64,184,197,85,725,38,0.03,0.03,9,16,3,35,30,0.15,0.02,0,0,3,25,36,0.16,0.03,0,0,2,24,26,0.08,0.02,0,0,3,17,14,-0.3,0.01,0,0,2,11,11,-0.27,0.01,0,0,1,9,11,0.57,0.01,0,0,1,9,37,0.06,0.03,0,0,4,27,17,1.13,0.01,0,0,1,11
ARG,2021-10-27,Argentina,90,-0.4,0.09,18,26,14,79,34,-0.33,0.03,0,0,4,30,31,-0.24,0.03,0,0,3,29,19,0,0.02,0,0,0,19,568,-0.33,0.56,121,109,61,504,61,0.61,0.06,14,15,6,47,24,-0.2,0.02,0,0,4,22,21,-0.42,0.02,0,0,2,17,28,0.08,0.03,0,0,3,26,7,-0.5,0.01,0,0,0,5,105,8.55,0.1,0,0,1,102,1,-0.91,0,0,0,0,1,18,-0.51,0.02,0,0,2,13,5,-0.71,0,0,0,0,4
BHS,2021-10-01,Bahamas,21,0,0.06,0,0,2,15,70,0,0.18,30,13,10,46,19,0,0.05,0,0,1,14,3,0,0.01,0,0,1,1,90,0,0.24,18,16,14,64,17,0,0.04,0,0,2,10,14,0,0.04,0,0,0,9,30,0,0.08,0,0,2,20,60,0,0.16,18,17,6,41,17,0,0.04,0,0,4,11,0,0,0,0,0,0,0,9,0,0.02,0,0,0,3,17,0,0.04,0,0,2,8,12,0,0.03,0,0,4,4
BHS,2021-10-02,Bahamas,15,-0.29,0.05,0,0,2,10,66,-0.06,0.22,31,14,10,50,12,-0.37,0.04,0,0,0,8,5,0.67,0.02,0,0,2,2,66,-0.27,0.22,20,6,9,50,17,0,0.06,0,0,1,12,15,0.07,0.05,0,0,2,11,22,-0.27,0.07,0,0,0,15,31,-0.48,0.1,0,0,1,21,22,0.29,0.07,19,2,4,12,1,100,0,0,0,0,1,11,0.22,0.04,0,0,0,8,13,-0.24,0.04,0,0,1,11,9,-0.25,0.03,0,0,1,7
BHS,2021-10-03,Bahamas,13,-0.13,0.04,0,0,1,13,65,-0.02,0.22,20,14,9,48,11,-0.08,0.04,0,0,1,8,2,-0.6,0.01,0,0,0,1,74,0.12,0.25,20,14,10,56,25,0.47,0.08,11,9,4,14,9,-0.4,0.03,0,0,1,6,17,-0.23,0.06,0,0,7,7,41,0.32,0.14,12,12,6,24,10,-0.55,0.03,0,0,1,5,3,2,0.01,0,0,0,1,8,-0.27,0.03,0,0,0,5,20,0.54,0.07,0,0,1,16,3,-0.67,0.01,0,0,0,1
BHS,2021-10-04,Bahamas,28,1.15,0.06,0,0,3,23,97,0.49,0.2,35,23,12,68,23,1.09,0.05,0,0,4,13,4,1,0.01,0,0,1,1,87,0.18,0.18,23,21,13,66,13,-0.48,0.03,0,0,1,7,22,1.44,0.05,0,0,2,15,28,0.65,0.06,0,0,2,19,92,1.24,0.19,33,25,7,61,20,1,0.04,0,0,0,17,5,0.67,0.01,0,0,0,5,7,-0.12,0.01,0,0,0,7,41,1.05,0.09,8,14,3,21,15,4,0.03,0,0,2,12
BHS,2021-10-05,Bahamas,7,-0.75,0.02,0,0,2,4,66,-0.32,0.17,28,20,11,49,11,-0.52,0.03,0,0,1,8,5,0.25,0.01,0,0,0,1,102,0.17,0.26,36,10,18,61,14,0.08,0.04,0,0,1,10,18,-0.18,0.05,0,0,1,15,36,0.29,0.09,7,14,6,23,66,-0.28,0.17,26,11,8,44,17,-0.15,0.04,0,0,0,12,2,-0.6,0.01,0,0,0,1,12,0.71,0.03,0,0,1,6,27,-0.34,0.07,0,0,0,16,14,-0.07,0.04,0,0,3,10
BHS,2021-10-06,Bahamas,23,2.29,0.05,0,0,3,15,79,0.2,0.18,41,14,7,58,26,1.36,0.06,0,0,6,13,16,2.2,0.04,0,0,0,10,105,0.03,0.24,17,20,12,69,14,0,0.03,0,0,3,2,10,-0.44,0.02,0,0,1,5,32,-0.11,0.07,0,0,8,24,65,-0.02,0.15,18,15,8,43,10,-0.41,0.02,0,0,2,7,2,0,0,0,0,1,0,11,-0.08,0.03,0,0,2,4,21,-0.22,0.05,0,0,4,14,23,0.64,0.05,0,0,4,16
BHS,2021-10-07,Bahamas,34,0.48,0.08,0,0,4,30,68,-0.14,0.16,35,16,3,47,16,-0.38,0.04,0,0,2,11,4,-0.75,0.01,0,0,0,2,85,-0.19,0.2,13,18,15,62,17,0.21,0.04,0,0,3,11,12,0.2,0.03,0,0,2,6,30,-0.06,0.07,0,0,4,19,69,0.06,0.16,20,20,7,41,12,0.2,0.03,0,0,1,7,2,0,0,0,0,0,1,31,1.82,0.07,16,6,0,6,35,0.67,0.08,12,10,4,15,13,-0.43,0.03,0,0,6,7
BHS,2021-10-08,Bahamas,16,-0.53,0.04,0,0,0,10,73,0.07,0.19,31,17,10,56,14,-0.12,0.04,0,0,3,9,8,1,0.02,0,0,1,7,83,-0.02,0.21,21,17,10,52,18,0.06,0.05,0,0,3,14,9,-0.25,0.02,0,0,0,5,29,-0.03,0.07,0,0,4,19,65,-0.06,0.17,37,9,7,44,8,-0.33,0.02,0,0,1,6,2,0,0.01,0,0,0,0,5,-0.84,0.01,0,0,1,4,48,0.37,0.12,21,9,1,16,10,-0.23,0.03,0,0,0,8
BHS,2021-10-09,Bahamas,12,-0.25,0.04,0,0,1,9,68,-0.07,0.21,20,20,7,47,8,-0.43,0.02,0,0,1,4,2,-0.75,0.01,0,0,1,2,63,-0.24,0.19,13,11,3,43,22,0.22,0.07,0,0,6,14,6,-0.33,0.02,0,0,1,3,18,-0.38,0.06,0,0,1,8,41,-0.37,0.13,11,13,4,28,9,0.13,0.03,0,0,1,6,1,-0.5,0,0,0,0,0,26,4.2,0.08,0,0,0,4,47,-0.02,0.14,16,11,2,14,4,-0.6,0.01,0,0,1,2
BHS,2021-10-10,Bahamas,10,-0.17,0.03,0,0,1,8,65,-0.04,0.2,24,15,12,44,11,0.38,0.03,0,0,3,7,3,0.5,0.01,0,0,0,2,77,0.22,0.24,10,17,10,62,20,-0.09,0.06,0,0,4,15,12,1,0.04,0,0,2,7,16,-0.11,0.05,0,0,2,12,30,-0.27,0.09,0,0,2,19,30,2.33,0.09,0,0,2,12,2,1,0.01,0,0,0,2,7,-0.73,0.02,0,0,0,4,26,-0.45,0.08,0,0,2,19,12,2,0.04,0,0,1,10
BHS,2021-10-11,Bahamas,14,0.4,0.04,0,0,1,11,93,0.43,0.25,36,20,14,65,14,0.27,0.04,0,0,2,9,1,-0.67,0,0,0,0,1,65,-0.16,0.18,11,11,9,39,17,-0.15,0.05,0,0,4,7,13,0.08,0.04,0,0,0,8,14,-0.12,0.04,0,0,0,11,48,0.6,0.13,21,15,5,30,18,-0.4,0.05,0,0,0,13,3,0.5,0.01,0,0,0,3,13,0.86,0.04,0,0,1,6,46,0.77,0.13,10,10,4,31,7,-0.42,0.02,0,0,2,4
BHS,2021-10-12,Bahamas,21,0.5,0.05,0,0,2,15,70,-0.25,0.17,22,15,7,56,10,-0.29,0.02,0,0,0,8,7,6,0.02,0,0,1,5,93,0.43,0.22,14,22,15,68,16,-0.06,0.04,0,0,3,8,22,0.69,0.05,0,0,1,20,29,1.07,0.07,0,0,2,21,67,0.4,0.16,25,10,4,42,24,0.33,0.06,0,0,3,17,0,-1,0,0,0,0,0,8,-0.38,0.02,0,0,0,3,39,-0.15,0.09,0,0,2,22,8,0.14,0.02,0,0,1,5
BHS,2021-10-13,Bahamas,13,-0.38,0.03,0,0,0,9,81,0.16,0.21,34,14,13,54,20,1,0.05,0,0,2,13,6,-0.14,0.02,0,0,0,5,86,-0.08,0.22,20,18,16,58,19,0.19,0.05,0,0,0,12,12,-0.45,0.03,0,0,1,5,32,0.1,0.08,0,0,1,26,50,-0.25,0.13,23,8,6,34,17,-0.29,0.04,0,0,0,12,3,100,0.01,0,0,1,0,12,0.5,0.03,0,0,1,8,39,0,0.1,0,0,4,30,4,-0.5,0.01,0,0,0,2
BHS,2021-10-14,Bahamas,20,0.54,0.04,0,0,1,14,76,-0.06,0.17,28,12,9,58,44,1.2,0.1,18,10,20,26,8,0.33,0.02,0,0,1,8,149,0.73,0.32,28,58,28,107,6,-0.68,0.01,0,0,0,2,17,0.42,0.04,0,0,2,7,23,-0.28,0.05,0,0,3,11,52,0.04,0.11,27,12,8,31,10,-0.41,0.02,0,0,1,6,1,-0.67,0,0,0,0,1,6,-0.5,0.01,0,0,0,3,32,-0.18,0.07,0,0,2,25,16,3,0.03,0,0,1,8
BHS,2021-10-15,Bahamas,17,-0.15,0.04,0,0,1,11,71,-0.07,0.18,31,17,5,57,17,-0.61,0.04,0,0,3,10,3,-0.62,0.01,0,0,0,1,85,-0.43,0.22,29,15,8,49,13,1.17,0.03,0,0,1,8,18,0.06,0.05,0,0,1,17,16,-0.3,0.04,0,0,3,8,50,-0.04,0.13,15,11,7,29,11,0.1,0.03,0,0,0,7,4,3,0.01,0,0,1,3,29,3.83,0.07,15,5,2,5,53,0.66,0.14,20,9,1,21,3,-0.81,0.01,0,0,0,2
BHS,2021-10-16,Bahamas,14,-0.18,0.05,0,0,3,10,70,-0.01,0.26,35,8,12,51,9,-0.47,0.03,0,0,0,6,3,0,0.01,0,0,0,2,51,-0.4,0.19,19,11,9,38,15,0.15,0.06,0,0,2,7,10,-0.44,0.04,0,0,0,6,13,-0.19,0.05,0,0,1,5,36,-0.28,0.13,17,7,7,20,18,0.64,0.07,0,0,1,13,0,-1,0,0,0,0,0,11,-0.62,0.04,0,0,3,6,15,-0.72,0.06,0,0,1,11,4,0.33,0.01,0,0,0,2
BHS,2021-10-17,Bahamas,15,0.07,0.05,0,0,2,10,71,0.01,0.23,28,11,5,51,11,0.22,0.04,0,0,3,5,3,0,0.01,0,0,1,2,79,0.55,0.25,27,15,15,48,19,0.27,0.06,0,0,3,11,15,0.5,0.05,0,0,0,11,13,0,0.04,0,0,1,9,34,-0.06,0.11,0,0,6,19,7,-0.61,0.02,0,0,2,5,1,100,0,0,0,0,0,3,-0.73,0.01,0,0,0,1,34,1.27,0.11,0,0,4,23,9,1.25,0.03,0,0,1,7
BHS,2021-10-18,Bahamas,12,-0.2,0.03,0,0,0,9,66,-0.07,0.17,25,11,7,49,13,0.18,0.03,0,0,0,11,9,2,0.02,0,0,2,6,95,0.2,0.24,27,14,15,60,15,-0.21,0.04,0,0,3,8,12,-0.2,0.03,0,0,2,9,15,0.15,0.04,0,0,1,6,52,0.53,0.13,15,17,7,30,8,0.14,0.02,0,0,0,5,4,3,0.01,0,0,0,3,9,2,0.02,0,0,0,7,72,1.12,0.19,0,0,2,30,7,-0.22,0.02,0,0,0,6
