id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-13,docs-delta-percent-13,docs-percent-13
PER,2020-04-09,Perú,97,64.4,6.2,60,25.0,3.9,160,86.0,10.3,115,88.5,7.4,609,95.8,39.1,205,50.7,13.2,46,84.0,3.0,25,38.9,1.6,68,17.2,4.4,41,70.8,2.6,27,28.6,1.7,85,46.6,5.5,18,12.5,1.2
PER,2020-04-10,Perú,98,1.0,7.1,68,13.3,4.9,146,-8.8,10.6,79,-31.3,5.7,465,-23.6,33.8,198,-3.4,14.4,57,23.9,4.1,26,4.0,1.9,49,-27.9,3.6,43,4.9,3.1,25,-7.4,1.8,96,12.9,7.0,26,44.4,1.9
PER,2020-04-11,Perú,97,-1.0,6.4,108,58.8,7.1,168,15.1,11.0,77,-2.5,5.1,615,32.3,40.4,167,-15.7,11.0,26,-54.4,1.7,23,-11.5,1.5,86,75.5,5.6,39,-9.3,2.6,22,-12.0,1.4,88,-8.3,5.8,7,-73.1,0.5
PER,2020-04-12,Perú,96,-1.0,6.5,63,-41.7,4.3,147,-12.5,10.0,81,5.2,5.5,606,-1.5,41.3,183,9.6,12.5,21,-19.2,1.4,24,4.3,1.6,77,-10.5,5.2,38,-2.6,2.6,26,18.2,1.8,89,1.1,6.1,18,157.1,1.2
PER,2020-04-13,Perú,133,38.5,9.1,69,9.5,4.7,172,17.0,11.8,160,97.5,11.0,507,-16.3,34.7,163,-10.9,11.2,52,147.6,3.6,31,29.2,2.1,41,-46.8,2.8,45,18.4,3.1,18,-30.8,1.2,54,-39.3,3.7,14,-22.2,1.0
PER,2020-04-14,Perú,118,-11.3,7.9,80,15.9,5.3,169,-1.7,11.2,172,7.5,11.4,484,-4.5,32.2,177,8.6,11.8,46,-11.5,3.1,33,6.5,2.2,50,22.0,3.3,55,22.2,3.7,27,50.0,1.8,80,48.1,5.3,12,-14.3,0.8
PER,2020-04-15,Perú,61,-48.3,6.9,58,-27.5,6.5,94,-44.4,10.6,87,-49.4,9.8,278,-42.6,31.3,127,-28.2,14.3,32,-30.4,3.6,23,-30.3,2.6,31,-38.0,3.5,19,-65.5,2.1,15,-44.4,1.7,54,-32.5,6.1,10,-16.7,1.1
PER,2020-04-16,Perú,40,-34.4,6.5,21,-63.8,3.4,59,-37.2,9.6,58,-33.3,9.4,215,-22.7,34.8,94,-26.0,15.2,19,-40.6,3.1,12,-47.8,1.9,24,-22.6,3.9,14,-26.3,2.3,13,-13.3,2.1,42,-22.2,6.8,6,-40.0,1.0
PER,2020-04-17,Perú,50,25.0,3.6,83,295.2,6.0,133,125.4,9.7,129,122.4,9.4,527,145.1,38.4,155,64.9,11.3,44,131.6,3.2,43,258.3,3.1,51,112.5,3.7,35,150.0,2.5,22,69.2,1.6,90,114.3,6.6,11,83.3,0.8
PER,2020-04-18,Perú,60,20.0,3.4,80,-3.6,4.6,153,15.0,8.7,122,-5.4,7.0,691,31.1,39.4,248,60.0,14.1,83,88.6,4.7,57,32.6,3.3,55,7.8,3.1,68,94.3,3.9,28,27.3,1.6,93,3.3,5.3,15,36.4,0.9
PER,2020-04-19,Perú,62,3.3,5.3,75,-6.2,6.4,86,-43.8,7.4,74,-39.3,6.3,424,-38.6,36.2,150,-39.5,12.8,52,-37.3,4.4,51,-10.5,4.4,45,-18.2,3.8,37,-45.6,3.2,18,-35.7,1.5,80,-14.0,6.8,16,6.7,1.4
PER,2020-04-20,Perú,43,-30.6,4.6,58,-22.7,6.2,105,22.1,11.2,87,17.6,9.3,369,-13.0,39.4,88,-41.3,9.4,22,-57.7,2.3,37,-27.5,3.9,35,-22.2,3.7,23,-37.8,2.5,13,-27.8,1.4,48,-40.0,5.1,9,-43.8,1.0
PER,2020-04-21,Perú,46,7.0,5.3,41,-29.3,4.8,84,-20.0,9.7,66,-24.1,7.7,312,-15.4,36.2,100,13.6,11.6,45,104.5,5.2,34,-8.1,3.9,45,28.6,5.2,18,-21.7,2.1,16,23.1,1.9,47,-2.1,5.5,8,-11.1,0.9
PER,2020-04-22,Perú,91,97.8,5.2,100,143.9,5.7,168,100.0,9.6,104,57.6,5.9,621,99.0,35.5,201,101.0,11.5,80,77.8,4.6,77,126.5,4.4,65,44.4,3.7,46,155.6,2.6,86,437.5,4.9,83,76.6,4.7,27,237.5,1.5
PER,2020-04-23,Perú,50,-45.1,5.1,73,-27.0,7.4,117,-30.4,11.8,58,-44.2,5.9,369,-40.6,37.3,109,-45.8,11.0,30,-62.5,3.0,24,-68.8,2.4,36,-44.6,3.6,36,-21.7,3.6,14,-83.7,1.4,64,-22.9,6.5,9,-66.7,0.9
PER,2020-04-24,Perú,60,20.0,4.4,64,-12.3,4.7,156,33.3,11.3,126,117.2,9.2,470,27.4,34.2,215,97.2,15.6,43,43.3,3.1,45,87.5,3.3,63,75.0,4.6,38,5.6,2.8,19,35.7,1.4,68,6.2,4.9,9,0.0,0.7
PER,2020-04-25,Perú,66,10.0,5.4,66,3.1,5.4,127,-18.6,10.3,90,-28.6,7.3,468,-0.4,38.1,162,-24.7,13.2,29,-32.6,2.4,26,-42.2,2.1,66,4.8,5.4,32,-15.8,2.6,22,15.8,1.8,59,-13.2,4.8,15,66.7,1.2
PER,2020-04-26,Perú,41,-37.9,5.3,36,-45.5,4.7,96,-24.4,12.5,55,-38.9,7.2,276,-41.0,36.0,99,-38.9,12.9,22,-24.1,2.9,22,-15.4,2.9,29,-56.1,3.8,21,-34.4,2.7,16,-27.3,2.1,50,-15.3,6.5,4,-73.3,0.5
PER,2020-04-27,Perú,72,75.6,7.3,49,36.1,5.0,100,4.2,10.2,76,38.2,7.7,377,36.6,38.4,81,-18.2,8.3,30,36.4,3.1,41,86.4,4.2,37,27.6,3.8,40,90.5,4.1,15,-6.2,1.5,56,12.0,5.7,7,75.0,0.7
PER,2020-04-28,Perú,49,-31.9,5.0,35,-28.6,3.5,85,-15.0,8.6,70,-7.9,7.1,386,2.4,39.0,109,34.6,11.0,28,-6.7,2.8,35,-14.6,3.5,42,13.5,4.2,67,67.5,6.8,16,6.7,1.6,52,-7.1,5.3,15,114.3,1.5
PER,2020-04-29,Perú,49,0.0,4.6,187,434.3,17.7,72,-15.3,6.8,48,-31.4,4.5,386,0.0,36.5,97,-11.0,9.2,28,0.0,2.6,24,-31.4,2.3,31,-26.2,2.9,65,-3.0,6.1,24,50.0,2.3,38,-26.9,3.6,8,-46.7,0.8
DOM,2020-03-15,República Dominicana,5,0,11.6,5,0,11.6,2,0,4.7,2,0,4.7,7,0,16.3,17,0,39.5,0,0,0,0,0,0,1,0,2.3,1,0,2.3,0,0,0,2,0,4.7,1,0,2.3
DOM,2020-03-16,República Dominicana,3,-40.0,4.9,2,-60.0,3.3,3,50.0,4.9,2,0.0,3.3,13,85.7,21.3,19,11.8,31.1,5,100,8.2,2,100,3.3,7,600.0,11.5,2,100.0,3.3,0,0,0,2,0.0,3.3,1,0.0,1.6
DOM,2020-03-17,República Dominicana,10,233.3,8.1,2,0.0,1.6,9,200.0,7.3,4,100.0,3.2,39,200.0,31.5,32,68.4,25.8,9,80.0,7.3,4,100.0,3.2,2,-71.4,1.6,5,150.0,4.0,2,100,1.6,4,100.0,3.2,2,100.0,1.6
DOM,2020-03-18,República Dominicana,8,-20.0,5.4,3,50.0,2.0,8,-11.1,5.4,15,275.0,10.2,47,20.5,32.0,39,21.9,26.5,8,-11.1,5.4,2,-50.0,1.4,5,150.0,3.4,1,-80.0,0.7,1,-50.0,0.7,8,100.0,5.4,2,0.0,1.4
DOM,2020-03-19,República Dominicana,5,-37.5,3.5,7,133.3,5.0,7,-12.5,5.0,10,-33.3,7.1,34,-27.7,24.1,34,-12.8,24.1,4,-50.0,2.8,2,0.0,1.4,4,-20.0,2.8,12,1100.0,8.5,1,0.0,0.7,20,150.0,14.2,1,-50.0,0.7
DOM,2020-03-20,República Dominicana,16,220.0,10.2,1,-85.7,0.6,9,28.6,5.7,8,-20.0,5.1,53,55.9,33.8,46,35.3,29.3,5,25.0,3.2,0,-100.0,0,6,50.0,3.8,1,-91.7,0.6,1,0.0,0.6,10,-50.0,6.4,1,0.0,0.6
DOM,2020-03-21,República Dominicana,20,25.0,16.3,2,100.0,1.6,4,-55.6,3.3,8,0.0,6.5,33,-37.7,26.8,33,-28.3,26.8,1,-80.0,0.8,3,100,2.4,5,-16.7,4.1,3,200.0,2.4,1,0.0,0.8,7,-30.0,5.7,3,200.0,2.4
DOM,2020-03-22,República Dominicana,7,-65.0,5.7,1,-50.0,0.8,9,125.0,7.4,5,-37.5,4.1,36,9.1,29.5,42,27.3,34.4,3,200.0,2.5,0,-100.0,0,4,-20.0,3.3,4,33.3,3.3,1,0.0,0.8,9,28.6,7.4,1,-66.7,0.8
DOM,2020-03-23,República Dominicana,5,-28.6,3.2,4,300.0,2.5,14,55.6,8.9,12,140.0,7.6,53,47.2,33.8,53,26.2,33.8,2,-33.3,1.3,2,100,1.3,0,-100.0,0,0,-100.0,0,1,0.0,0.6,8,-11.1,5.1,3,200.0,1.9
DOM,2020-03-24,República Dominicana,3,-40.0,2.5,4,0.0,3.4,8,-42.9,6.8,7,-41.7,5.9,38,-28.3,32.2,33,-37.7,28.0,3,50.0,2.5,1,-50.0,0.8,1,100,0.8,2,100,1.7,0,-100.0,0,17,112.5,14.4,1,-66.7,0.8
DOM,2020-03-25,República Dominicana,5,66.7,3.9,5,25.0,3.9,9,12.5,7.1,6,-14.3,4.7,46,21.1,36.2,24,-27.3,18.9,4,33.3,3.1,1,0.0,0.8,5,400.0,3.9,4,100.0,3.1,1,100,0.8,14,-17.6,11.0,3,200.0,2.4
DOM,2020-03-26,República Dominicana,10,100.0,7.2,5,0.0,3.6,10,11.1,7.2,10,66.7,7.2,37,-19.6,26.6,39,62.5,28.1,2,-50.0,1.4,1,0.0,0.7,3,-40.0,2.2,3,-25.0,2.2,1,0.0,0.7,17,21.4,12.2,1,-66.7,0.7
DOM,2020-03-27,República Dominicana,13,30.0,10.6,2,-60.0,1.6,12,20.0,9.8,6,-40.0,4.9,41,10.8,33.3,28,-28.2,22.8,1,-50.0,0.8,2,100.0,1.6,5,66.7,4.1,2,-33.3,1.6,3,200.0,2.4,7,-58.8,5.7,1,0.0,0.8
DOM,2020-03-28,República Dominicana,8,-38.5,8.6,2,0.0,2.2,6,-50.0,6.5,3,-50.0,3.2,44,7.3,47.3,18,-35.7,19.4,2,100.0,2.2,0,-100.0,0,2,-60.0,2.2,1,-50.0,1.1,2,-33.3,2.2,5,-28.6,5.4,0,-100.0,0
DOM,2020-03-29,República Dominicana,30,275.0,8.5,7,250.0,2.0,20,233.3,5.6,10,233.3,2.8,148,236.4,41.7,65,261.1,18.3,4,100.0,1.1,2,100,0.6,13,550.0,3.7,19,1800.0,5.4,10,400.0,2.8,25,400.0,7.0,2,100,0.6
DOM,2020-03-30,República Dominicana,57,90.0,6.1,30,328.6,3.2,73,265.0,7.8,25,150.0,2.7,393,165.5,42.0,158,143.1,16.9,16,300.0,1.7,14,600.0,1.5,33,153.8,3.5,31,63.2,3.3,8,-20.0,0.9,76,204.0,8.1,22,1000.0,2.4
DOM,2020-03-31,República Dominicana,46,-19.3,5.5,30,0.0,3.6,45,-38.4,5.4,40,60.0,4.8,389,-1.0,46.4,141,-10.8,16.8,17,6.2,2.0,13,-7.1,1.5,22,-33.3,2.6,16,-48.4,1.9,8,0.0,1.0,52,-31.6,6.2,20,-9.1,2.4
DOM,2020-04-01,República Dominicana,58,26.1,5.7,52,73.3,5.1,52,15.6,5.1,47,17.5,4.6,518,33.2,51.0,142,0.7,14.0,27,58.8,2.7,15,15.4,1.5,20,-9.1,2.0,19,18.8,1.9,4,-50.0,0.4,53,1.9,5.2,9,-55.0,0.9
DOM,2020-04-02,República Dominicana,126,117.2,11.2,26,-50.0,2.3,60,15.4,5.4,52,10.6,4.6,468,-9.7,41.8,223,57.0,19.9,27,0.0,2.4,15,0.0,1.3,30,50.0,2.7,10,-47.4,0.9,6,50.0,0.5,70,32.1,6.2,7,-22.2,0.6
DOM,2020-04-03,República Dominicana,51,-59.5,5.7,30,15.4,3.4,52,-13.3,5.8,62,19.2,7.0,377,-19.4,42.4,132,-40.8,14.8,23,-14.8,2.6,10,-33.3,1.1,26,-13.3,2.9,16,60.0,1.8,11,83.3,1.2,90,28.6,10.1,10,42.9,1.1
DOM,2020-04-04,República Dominicana,23,-54.9,3.3,21,-30.0,3.0,45,-13.5,6.4,26,-58.1,3.7,349,-7.4,49.6,115,-12.9,16.4,18,-21.7,2.6,8,-20.0,1.1,32,23.1,4.6,16,0.0,2.3,9,-18.2,1.3,37,-58.9,5.3,4,-60.0,0.6
DOM,2020-04-05,República Dominicana,70,204.3,9.4,27,28.6,3.6,66,46.7,8.9,26,0.0,3.5,334,-4.3,44.9,120,4.3,16.1,14,-22.2,1.9,8,0.0,1.1,23,-28.1,3.1,16,0.0,2.2,9,0.0,1.2,25,-32.4,3.4,6,50.0,0.8
DOM,2020-04-06,República Dominicana,59,-15.7,8.5,26,-3.7,3.8,57,-13.6,8.2,28,7.7,4.1,339,1.5,49.1,78,-35.0,11.3,15,7.1,2.2,8,0.0,1.2,17,-26.1,2.5,16,0.0,2.3,4,-55.6,0.6,35,40.0,5.1,9,50.0,1.3
DOM,2020-04-07,República Dominicana,32,-45.8,3.9,18,-30.8,2.2,63,10.5,7.6,36,28.6,4.4,422,24.5,51.0,92,17.9,11.1,16,6.7,1.9,15,87.5,1.8,25,47.1,3.0,36,125.0,4.4,9,125.0,1.1,57,62.9,6.9,6,-33.3,0.7
DOM,2020-04-08,República Dominicana,54,68.8,6.5,58,222.2,7.0,55,-12.7,6.7,30,-16.7,3.6,368,-12.8,44.6,107,16.3,13.0,14,-12.5,1.7,15,0.0,1.8,21,-16.0,2.5,53,47.2,6.4,5,-44.4,0.6,42,-26.3,5.1,4,-33.3,0.5
DOM,2020-04-09,República Dominicana,34,-37.0,4.8,41,-29.3,5.8,61,10.9,8.6,43,43.3,6.1,322,-12.5,45.4,93,-13.1,13.1,20,42.9,2.8,4,-73.3,0.6,18,-14.3,2.5,29,-45.3,4.1,4,-20.0,0.6,36,-14.3,5.1,4,0.0,0.6
DOM,2020-04-10,República Dominicana,24,-29.4,4.0,31,-24.4,5.2,37,-39.3,6.2,33,-23.3,5.6,297,-7.8,50.1,90,-3.2,15.2,7,-65.0,1.2,6,50.0,1.0,9,-50.0,1.5,23,-20.7,3.9,4,0.0,0.7,25,-30.6,4.2,7,75.0,1.2
DOM,2020-04-11,República Dominicana,22,-8.3,3.9,22,-29.0,3.9,44,18.9,7.9,22,-33.3,3.9,285,-4.0,50.9,75,-16.7,13.4,10,42.9,1.8,5,-16.7,0.9,12,33.3,2.1,18,-21.7,3.2,10,150.0,1.8,28,12.0,5.0,7,0.0,1.2
DOM,2020-04-12,República Dominicana,20,-9.1,3.2,32,45.5,5.1,41,-6.8,6.6,42,90.9,6.7,328,15.1,52.6,82,9.3,13.2,13,30.0,2.1,11,120.0,1.8,15,25.0,2.4,8,-55.6,1.3,1,-90.0,0.2,28,0.0,4.5,2,-71.4,0.3
DOM,2020-04-13,República Dominicana,48,140.0,6.3,27,-15.6,3.5,69,68.3,9.0,58,38.1,7.6,344,4.9,45.1,102,24.4,13.4,14,7.7,1.8,5,-54.5,0.7,13,-13.3,1.7,17,112.5,2.2,8,700.0,1.0,53,89.3,6.9,5,150.0,0.7
DOM,2020-04-14,República Dominicana,30,-37.5,4.2,19,-29.6,2.7,42,-39.1,5.9,51,-12.1,7.2,351,2.0,49.5,106,3.9,15.0,17,21.4,2.4,14,180.0,2.0,18,38.5,2.5,20,17.6,2.8,5,-37.5,0.7,29,-45.3,4.1,7,40.0,1.0
DOM,2020-04-15,República Dominicana,53,76.7,7.6,24,26.3,3.4,34,-19.0,4.9,38,-25.5,5.4,273,-22.2,39.0,161,51.9,23.0,14,-17.6,2.0,23,64.3,3.3,16,-11.1,2.3,17,-15.0,2.4,2,-60.0,0.3,32,10.3,4.6,13,85.7,1.9
DOM,2020-04-16,República Dominicana,48,-9.4,4.1,39,62.5,3.3,78,129.4,6.6,94,147.4,7.9,527,93.0,44.5,210,30.4,17.7,35,150.0,3.0,22,-4.3,1.9,17,6.2,1.4,22,29.4,1.9,5,150.0,0.4,76,137.5,6.4,12,-7.7,1.0
DOM,2020-04-17,República Dominicana,95,97.9,6.1,60,53.8,3.9,109,39.7,7.1,97,3.2,6.3,603,14.4,39.0,305,45.2,19.7,45,28.6,2.9,41,86.4,2.7,31,82.4,2.0,35,59.1,2.3,15,200.0,1.0,97,27.6,6.3,12,0.0,0.8
DOM,2020-04-18,República Dominicana,100,5.3,5.9,42,-30.0,2.5,91,-16.5,5.3,88,-9.3,5.2,752,24.7,44.1,432,41.6,25.3,27,-40.0,1.6,19,-53.7,1.1,23,-25.8,1.3,37,5.7,2.2,8,-46.7,0.5,74,-23.7,4.3,14,16.7,0.8
DOM,2020-04-19,República Dominicana,43,-57.0,4.7,33,-21.4,3.6,64,-29.7,7.0,39,-55.7,4.3,397,-47.2,43.7,156,-63.9,17.2,27,0.0,3.0,12,-36.8,1.3,24,4.3,2.6,25,-32.4,2.8,5,-37.5,0.6,74,0.0,8.1,10,-28.6,1.1
DOM,2020-04-20,República Dominicana,45,4.7,3.2,40,21.2,2.8,130,103.1,9.2,109,179.5,7.8,620,56.2,44.1,248,59.0,17.6,36,33.3,2.6,17,41.7,1.2,29,20.8,2.1,31,24.0,2.2,3,-40.0,0.2,86,16.2,6.1,12,20.0,0.9
DOM,2020-04-21,República Dominicana,71,57.8,4.5,101,152.5,6.4,122,-6.2,7.7,142,30.3,8.9,585,-5.6,36.8,297,19.8,18.7,51,41.7,3.2,17,0.0,1.1,30,3.4,1.9,58,87.1,3.7,4,33.3,0.3,80,-7.0,5.0,30,150.0,1.9
DOM,2020-04-22,República Dominicana,56,-21.1,3.3,80,-20.8,4.8,107,-12.3,6.4,119,-16.2,7.1,754,28.9,45.1,210,-29.3,12.6,42,-17.6,2.5,20,17.6,1.2,58,93.3,3.5,58,0.0,3.5,61,1425.0,3.6,105,31.2,6.3,2,-93.3,0.1
DOM,2020-04-23,República Dominicana,32,-42.9,2.9,65,-18.8,5.9,57,-46.7,5.2,70,-41.2,6.4,516,-31.6,46.9,189,-10.0,17.2,23,-45.2,2.1,15,-25.0,1.4,28,-51.7,2.5,37,-36.2,3.4,8,-86.9,0.7,55,-47.6,5.0,6,200.0,0.5
DOM,2020-04-24,República Dominicana,29,-9.4,3.3,40,-38.5,4.6,57,0.0,6.6,66,-5.7,7.6,394,-23.6,45.3,149,-21.2,17.1,15,-34.8,1.7,19,26.7,2.2,18,-35.7,2.1,27,-27.0,3.1,7,-12.5,0.8,44,-20.0,5.1,5,-16.7,0.6
DOM,2020-04-25,República Dominicana,46,58.6,4.6,42,5.0,4.2,72,26.3,7.2,50,-24.2,5.0,478,21.3,48.0,164,10.1,16.5,34,126.7,3.4,6,-68.4,0.6,16,-11.1,1.6,23,-14.8,2.3,8,14.3,0.8,46,4.5,4.6,10,100.0,1.0
DOM,2020-04-26,República Dominicana,57,23.9,5.8,29,-31.0,2.9,62,-13.9,6.3,43,-14.0,4.3,380,-20.5,38.3,304,85.4,30.7,22,-35.3,2.2,10,66.7,1.0,13,-18.8,1.3,5,-78.3,0.5,5,-37.5,0.5,42,-8.7,4.2,19,90.0,1.9
DOM,2020-04-27,República Dominicana,68,19.3,6.5,22,-24.1,2.1,75,21.0,7.2,68,58.1,6.5,409,7.6,39.3,221,-27.3,21.2,42,90.9,4.0,20,100.0,1.9,20,53.8,1.9,16,220.0,1.5,9,80.0,0.9,60,42.9,5.8,12,-36.8,1.2
DOM,2020-04-28,República Dominicana,58,-14.7,5.7,33,50.0,3.2,81,8.0,8.0,63,-7.4,6.2,420,2.7,41.3,206,-6.8,20.3,21,-50.0,2.1,16,-20.0,1.6,20,0.0,2.0,21,31.2,2.1,10,11.1,1.0,58,-3.3,5.7,10,-16.7,1.0
DOM,2020-04-29,República Dominicana,20,-65.5,3.3,19,-42.4,3.1,40,-50.6,6.5,58,-7.9,9.5,265,-36.9,43.3,77,-62.6,12.6,11,-47.6,1.8,11,-31.2,1.8,18,-10.0,2.9,27,28.6,4.4,16,60.0,2.6,45,-22.4,7.4,5,-50.0,0.8
SUR,2020-03-15,Surinam,1,0,4.8,1,0,4.8,0,0,0,2,0,9.5,9,0,42.9,1,0,4.8,1,0,4.8,1,0,4.8,2,0,9.5,1,0,4.8,1,0,4.8,0,0,0,1,0,4.8
SUR,2020-03-16,Surinam,1,0.0,4.0,0,-100.0,0,0,0,0,4,100.0,16.0,16,77.8,64.0,0,-100.0,0,0,-100.0,0,1,0.0,4.0,1,-50.0,4.0,0,-100.0,0,1,0.0,4.0,0,0,0,1,0.0,4.0
SUR,2020-03-17,Surinam,1,0.0,6.2,1,100,6.2,0,0,0,1,-75.0,6.2,7,-56.2,43.8,2,100,12.5,1,100,6.2,1,0.0,6.2,0,-100.0,0,0,0,0,1,0.0,6.2,0,0,0,1,0.0,6.2
SUR,2020-03-18,Surinam,1,0.0,4.0,2,100.0,8.0,0,0,0,0,-100.0,0,16,128.6,64.0,0,-100.0,0,1,0.0,4.0,3,200.0,12.0,1,100,4.0,0,0,0,1,0.0,4.0,0,0,0,0,-100.0,0
SUR,2020-03-19,Surinam,0,-100.0,0,1,-50.0,4.0,0,0,0,2,100,8.0,16,0.0,64.0,2,100,8.0,0,-100.0,0,1,-66.7,4.0,0,-100.0,0,0,0,0,1,0.0,4.0,2,100,8.0,0,0,0
SUR,2020-03-20,Surinam,1,100,3.2,2,100.0,6.5,1,100,3.2,1,-50.0,3.2,18,12.5,58.1,1,-50.0,3.2,0,0,0,1,0.0,3.2,1,100,3.2,2,100,6.5,2,100.0,6.5,1,-50.0,3.2,0,0,0
SUR,2020-03-21,Surinam,2,100.0,7.1,0,-100.0,0,1,0.0,3.6,1,0.0,3.6,13,-27.8,46.4,5,400.0,17.9,1,100,3.6,0,-100.0,0,2,100.0,7.1,1,-50.0,3.6,1,-50.0,3.6,0,-100.0,0,1,100,3.6
SUR,2020-03-22,Surinam,2,0.0,6.2,0,0,0,0,-100.0,0,2,100.0,6.2,14,7.7,43.8,1,-80.0,3.1,1,0.0,3.1,1,100,3.1,2,0.0,6.2,1,0.0,3.1,7,600.0,21.9,1,100,3.1,0,-100.0,0
SUR,2020-03-23,Surinam,1,-50.0,2.7,0,0,0,0,0,0,0,-100.0,0,28,100.0,75.7,3,200.0,8.1,0,-100.0,0,0,-100.0,0,1,-50.0,2.7,0,-100.0,0,4,-42.9,10.8,0,-100.0,0,0,0,0
SUR,2020-03-24,Surinam,1,0.0,5.3,0,0,0,0,0,0,1,100,5.3,13,-53.6,68.4,1,-66.7,5.3,0,0,0,1,100,5.3,1,0.0,5.3,0,0,0,1,-75.0,5.3,0,0,0,0,0,0
SUR,2020-03-25,Surinam,0,-100.0,0,0,0,0,0,0,0,1,0.0,4.8,12,-7.7,57.1,1,0.0,4.8,0,0,0,1,0.0,4.8,1,0.0,4.8,0,0,0,1,0.0,4.8,2,100,9.5,2,100,9.5
SUR,2020-03-26,Surinam,3,100,6.5,0,0,0,0,0,0,3,200.0,6.5,33,175.0,71.7,1,0.0,2.2,0,0,0,1,0.0,2.2,1,0.0,2.2,0,0,0,2,100.0,4.3,1,-50.0,2.2,1,-50.0,2.2
SUR,2020-03-27,Surinam,0,-100.0,0,0,0,0,0,0,0,5,66.7,14.7,25,-24.2,73.5,0,-100.0,0,0,0,0,1,0.0,2.9,1,0.0,2.9,0,0,0,2,0.0,5.9,0,-100.0,0,0,-100.0,0
SUR,2020-03-28,Surinam,2,100,9.1,0,0,0,0,0,0,1,-80.0,4.5,15,-40.0,68.2,0,0,0,0,0,0,1,0.0,4.5,0,-100.0,0,0,0,0,1,-50.0,4.5,1,100,4.5,1,100,4.5
SUR,2020-03-29,Surinam,0,-100.0,0,1,100,6.7,0,0,0,0,-100.0,0,10,-33.3,66.7,0,0,0,0,0,0,0,-100.0,0,1,100,6.7,0,0,0,1,0.0,6.7,0,-100.0,0,2,100.0,13.3
SUR,2020-03-30,Surinam,3,100,16.7,1,0.0,5.6,0,0,0,1,100,5.6,8,-20.0,44.4,0,0,0,0,0,0,1,100,5.6,1,0.0,5.6,0,0,0,1,0.0,5.6,1,100,5.6,1,-50.0,5.6
SUR,2020-03-31,Surinam,0,-100.0,0,0,-100.0,0,1,100,8.3,0,-100.0,0,6,-25.0,50.0,0,0,0,0,0,0,0,-100.0,0,0,-100.0,0,0,0,0,3,200.0,25.0,0,-100.0,0,2,100.0,16.7
SUR,2020-04-01,Surinam,2,100,11.8,1,100,5.9,0,-100.0,0,1,100,5.9,9,50.0,52.9,0,0,0,1,100,5.9,1,100,5.9,0,0,0,0,0,0,1,-66.7,5.9,1,100,5.9,0,-100.0,0
SUR,2020-04-02,Surinam,2,0.0,12.5,1,0.0,6.2,0,0,0,1,0.0,6.2,9,0.0,56.2,0,0,0,0,-100.0,0,0,-100.0,0,1,100,6.2,1,100,6.2,0,-100.0,0,0,-100.0,0,1,100,6.2
SUR,2020-04-03,Surinam,1,-50.0,8.3,0,-100.0,0,0,0,0,1,0.0,8.3,6,-33.3,50.0,1,100,8.3,0,0,0,0,0,0,0,-100.0,0,0,-100.0,0,1,100,8.3,1,100,8.3,1,0.0,8.3
SUR,2020-04-04,Surinam,2,100.0,18.2,0,0,0,0,0,0,1,0.0,9.1,3,-50.0,27.3,1,0.0,9.1,0,0,0,0,0,0,1,100,9.1,0,0,0,1,0.0,9.1,1,0.0,9.1,1,0.0,9.1
SUR,2020-04-05,Surinam,1,-50.0,7.1,0,0,0,0,0,0,1,0.0,7.1,12,300.0,85.7,0,-100.0,0,0,0,0,0,0,0,0,-100.0,0,0,0,0,0,-100.0,0,0,-100.0,0,0,-100.0,0
SUR,2020-04-06,Surinam,2,100.0,10.0,0,0,0,0,0,0,3,200.0,15.0,8,-33.3,40.0,1,100,5.0,1,100,5.0,0,0,0,1,100,5.0,1,100,5.0,1,100,5.0,2,100,10.0,0,0,0
SUR,2020-04-07,Surinam,1,-50.0,6.7,2,100,13.3,2,100,13.3,2,-33.3,13.3,4,-50.0,26.7,0,-100.0,0,0,-100.0,0,1,100,6.7,2,100.0,13.3,0,-100.0,0,0,-100.0,0,1,-50.0,6.7,0,0,0
SUR,2020-04-08,Surinam,3,200.0,23.1,0,-100.0,0,0,-100.0,0,1,-50.0,7.7,4,0.0,30.8,0,0,0,0,0,0,1,0.0,7.7,2,0.0,15.4,1,100,7.7,1,100,7.7,0,-100.0,0,0,0,0
SUR,2020-04-09,Surinam,1,-66.7,6.2,0,0,0,0,0,0,3,200.0,18.8,10,150.0,62.5,0,0,0,0,0,0,0,-100.0,0,1,-50.0,6.2,0,-100.0,0,0,-100.0,0,1,100,6.2,0,0,0
SUR,2020-04-10,Surinam,1,0.0,7.1,0,0,0,1,100,7.1,3,0.0,21.4,4,-60.0,28.6,0,0,0,0,0,0,1,100,7.1,2,100.0,14.3,1,100,7.1,1,100,7.1,0,-100.0,0,0,0,0
