id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-female-1,docs-male-1,docs-questions-1,docs-complaints-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-female-2,docs-male-2,docs-questions-2,docs-complaints-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-female-3,docs-male-3,docs-questions-3,docs-complaints-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-female-4,docs-male-4,docs-questions-4,docs-complaints-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-female-5,docs-male-5,docs-questions-5,docs-complaints-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-female-6,docs-male-6,docs-questions-6,docs-complaints-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-female-7,docs-male-7,docs-questions-7,docs-complaints-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-female-8,docs-male-8,docs-questions-8,docs-complaints-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-female-9,docs-male-9,docs-questions-9,docs-complaints-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-female-10,docs-male-10,docs-questions-10,docs-complaints-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-female-11,docs-male-11,docs-questions-11,docs-complaints-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-female-12,docs-male-12,docs-questions-12,docs-complaints-12,docs-13,docs-delta-percent-13,docs-percent-13,docs-female-13,docs-male-13,docs-questions-13,docs-complaints-13,docs-14,docs-delta-percent-14,docs-percent-14,docs-female-14,docs-male-14,docs-questions-14,docs-complaints-14
ARG,2021-06-14,Argentina,277,0.4,0.1,19,46,10,71,125,0.76,0.05,10,12,3,33,110,0.9,0.04,0,0,1,31,22,0.47,0.01,0,0,0,5,1547,1.04,0.58,125,133,37,318,105,-0.01,0.04,15,19,5,38,105,0.54,0.04,12,8,4,41,57,0.84,0.02,0,0,1,18,82,0.32,0.03,0,0,1,20,38,0.09,0.01,0,0,0,10,26,0.37,0.01,0,0,0,4,16,0.23,0.01,0,0,0,3,136,0.86,0.05,0,0,1,27,21,0.31,0.01,0,0,2,8
ARG,2021-06-15,Argentina,207,-0.25,0.06,17,37,8,71,130,0.04,0.04,11,20,4,28,140,0.27,0.04,7,17,3,46,44,1,0.01,0,0,2,13,2081,0.35,0.64,203,223,59,483,94,-0.1,0.03,11,18,6,30,73,-0.3,0.02,0,0,1,28,67,0.18,0.02,0,0,3,22,107,0.3,0.03,0,0,1,35,46,0.21,0.01,0,0,1,13,36,0.38,0.01,0,0,1,13,34,1.13,0.01,0,0,0,5,166,0.22,0.05,9,12,0,33,29,0.38,0.01,0,0,3,11
ARG,2021-06-16,Argentina,222,0.07,0.08,0,0,0,0,114,-0.12,0.04,0,0,0,0,149,0.06,0.06,0,0,0,0,31,-0.3,0.01,0,0,0,0,1563,-0.25,0.58,0,0,0,0,80,-0.15,0.03,0,0,0,0,50,-0.32,0.02,0,0,0,0,85,0.27,0.03,0,0,0,0,135,0.26,0.05,0,0,0,0,48,0.04,0.02,0,0,0,0,50,0.39,0.02,0,0,0,0,11,-0.68,0,0,0,0,0,128,-0.23,0.05,0,0,0,0,32,0.1,0.01,0,0,0,0
ARG,2021-06-17,Argentina,166,-0.25,0.07,0,0,0,0,102,-0.11,0.04,0,0,0,0,121,-0.19,0.05,0,0,0,0,25,-0.19,0.01,0,0,0,0,1315,-0.16,0.58,0,0,0,0,78,-0.02,0.03,0,0,0,0,37,-0.26,0.02,0,0,0,0,76,-0.11,0.03,0,0,0,0,94,-0.3,0.04,0,0,0,0,40,-0.17,0.02,0,0,0,0,53,0.06,0.02,0,0,0,0,11,0,0,0,0,0,0,132,0.03,0.06,0,0,0,0,20,-0.37,0.01,0,0,0,0
ARG,2021-06-18,Argentina,257,0.55,0.09,0,0,0,0,125,0.23,0.05,0,0,0,0,125,0.03,0.05,0,0,0,0,38,0.52,0.01,0,0,0,0,1570,0.19,0.58,0,0,0,0,112,0.44,0.04,0,0,0,0,48,0.3,0.02,0,0,0,0,76,0,0.03,0,0,0,0,99,0.05,0.04,0,0,0,0,53,0.33,0.02,0,0,0,0,34,-0.36,0.01,0,0,0,0,17,0.55,0.01,0,0,0,0,144,0.09,0.05,0,0,0,0,18,-0.1,0.01,0,0,0,0
ARG,2021-06-19,Argentina,200,-0.22,0.09,0,0,0,0,143,0.14,0.06,0,0,0,0,104,-0.17,0.05,0,0,0,0,24,-0.37,0.01,0,0,0,0,1209,-0.23,0.54,0,0,0,0,91,-0.19,0.04,0,0,0,0,63,0.31,0.03,0,0,0,0,72,-0.05,0.03,0,0,0,0,49,-0.51,0.02,0,0,0,0,32,-0.4,0.01,0,0,0,0,34,0,0.02,0,0,0,0,15,-0.12,0.01,0,0,0,0,166,0.15,0.07,0,0,0,0,18,0,0.01,0,0,0,0
ARG,2021-06-20,Argentina,198,-0.01,0.13,0,0,0,0,82,-0.43,0.05,0,0,0,0,66,-0.37,0.04,0,0,0,0,14,-0.42,0.01,0,0,0,0,864,-0.29,0.55,0,0,0,0,74,-0.19,0.05,0,0,0,0,34,-0.46,0.02,0,0,0,0,37,-0.49,0.02,0,0,0,0,35,-0.29,0.02,0,0,0,0,33,0.03,0.02,0,0,0,0,18,-0.47,0.01,0,0,0,0,5,-0.67,0,0,0,0,0,92,-0.45,0.06,0,0,0,0,30,0.67,0.02,0,0,0,0
ARG,2021-06-21,Argentina,430,1.17,0.19,0,0,0,0,94,0.15,0.04,0,0,0,0,72,0.09,0.03,0,0,0,0,18,0.29,0.01,0,0,0,0,1130,0.31,0.5,0,0,0,0,97,0.31,0.04,0,0,0,0,50,0.47,0.02,0,0,0,0,63,0.7,0.03,0,0,0,0,46,0.31,0.02,0,0,0,0,32,-0.03,0.01,0,0,0,0,30,0.67,0.01,0,0,0,0,8,0.6,0,0,0,0,0,149,0.62,0.07,0,0,0,0,19,-0.37,0.01,0,0,0,0
ARG,2021-06-22,Argentina,397,-0.08,0.15,0,0,0,0,131,0.39,0.05,0,0,0,0,106,0.47,0.04,0,0,0,0,16,-0.11,0.01,0,0,0,0,1408,0.25,0.52,0,0,0,0,80,-0.18,0.03,0,0,0,0,71,0.42,0.03,0,0,0,0,86,0.37,0.03,0,0,0,0,100,1.17,0.04,0,0,0,0,55,0.72,0.02,0,0,0,0,42,0.4,0.02,0,0,0,0,10,0.25,0,0,0,0,0,173,0.16,0.06,0,0,0,0,18,-0.05,0.01,0,0,0,0
ARG,2021-06-23,Argentina,287,-0.28,0.12,0,0,0,0,141,0.08,0.06,0,0,0,0,104,-0.02,0.04,0,0,0,0,27,0.69,0.01,0,0,0,0,1246,-0.12,0.52,0,0,0,0,85,0.06,0.04,0,0,0,0,46,-0.35,0.02,0,0,0,0,69,-0.2,0.03,0,0,0,0,79,-0.21,0.03,0,0,0,0,62,0.13,0.03,0,0,0,0,57,0.36,0.02,0,0,0,0,24,1.4,0.01,0,0,0,0,145,-0.16,0.06,0,0,0,0,19,0.06,0.01,0,0,0,0
ARG,2021-06-24,Argentina,269,-0.06,0.12,0,0,0,0,117,-0.17,0.05,0,0,0,0,80,-0.23,0.04,0,0,0,0,26,-0.04,0.01,0,0,0,0,1153,-0.07,0.52,0,0,0,0,68,-0.2,0.03,0,0,0,0,52,0.13,0.02,0,0,0,0,108,0.57,0.05,0,0,0,0,89,0.13,0.04,0,0,0,0,44,-0.29,0.02,0,0,0,0,20,-0.65,0.01,0,0,0,0,14,-0.42,0.01,0,0,0,0,138,-0.05,0.06,0,0,0,0,22,0.16,0.01,0,0,0,0
ARG,2021-06-25,Argentina,276,0.03,0.12,0,0,0,0,101,-0.14,0.04,0,0,0,0,106,0.33,0.05,0,0,0,0,34,0.31,0.01,0,0,0,0,1240,0.08,0.53,0,0,0,0,90,0.32,0.04,0,0,0,0,58,0.12,0.02,0,0,0,0,78,-0.28,0.03,0,0,0,0,73,-0.18,0.03,0,0,0,0,57,0.3,0.02,0,0,0,0,33,0.65,0.01,0,0,0,0,19,0.36,0.01,0,0,0,0,141,0.02,0.06,0,0,0,0,19,-0.14,0.01,0,0,0,0
ARG,2021-06-26,Argentina,301,0.09,0.17,0,0,0,0,75,-0.26,0.04,0,0,0,0,109,0.03,0.06,0,0,0,0,16,-0.53,0.01,0,0,0,0,864,-0.3,0.49,0,0,0,0,77,-0.14,0.04,0,0,0,0,42,-0.28,0.02,0,0,0,0,43,-0.45,0.02,0,0,0,0,61,-0.16,0.03,0,0,0,0,35,-0.39,0.02,0,0,0,0,27,-0.18,0.02,0,0,0,0,13,-0.32,0.01,0,0,0,0,100,-0.29,0.06,0,0,0,0,6,-0.68,0,0,0,0,0
ARG,2021-06-27,Argentina,290,-0.04,0.13,0,0,0,0,167,1.23,0.07,0,0,0,0,199,0.83,0.09,0,0,0,0,24,0.5,0.01,0,0,0,0,971,0.12,0.43,0,0,0,0,83,0.08,0.04,0,0,0,0,75,0.79,0.03,0,0,0,0,87,1.02,0.04,0,0,0,0,81,0.33,0.04,0,0,0,0,46,0.31,0.02,0,0,0,0,96,2.56,0.04,0,0,0,0,21,0.62,0.01,0,0,0,0,115,0.15,0.05,0,0,0,0,17,1.83,0.01,0,0,0,0
ARG,2021-06-28,Argentina,354,0.22,0.15,0,0,0,0,113,-0.32,0.05,0,0,0,0,155,-0.22,0.06,0,0,0,0,49,1.04,0.02,0,0,0,0,1139,0.17,0.48,0,0,0,0,103,0.24,0.04,0,0,0,0,58,-0.23,0.02,0,0,0,0,91,0.05,0.04,0,0,0,0,91,0.12,0.04,0,0,0,0,37,-0.2,0.02,0,0,0,0,34,-0.65,0.01,0,0,0,0,26,0.24,0.01,0,0,0,0,132,0.15,0.06,0,0,0,0,11,-0.35,0,0,0,0,0
ARG,2021-06-29,Argentina,523,0.48,0.17,52,55,35,233,108,-0.04,0.04,15,16,4,32,165,0.06,0.05,18,23,9,67,94,0.92,0.03,0,0,1,22,1508,0.32,0.5,158,159,43,437,130,0.26,0.04,12,12,8,47,56,-0.03,0.02,0,0,5,17,69,-0.24,0.02,0,0,2,18,105,0.15,0.03,0,0,2,38,38,0.03,0.01,0,0,1,8,41,0.21,0.01,0,0,3,20,21,-0.19,0.01,0,0,0,3,153,0.16,0.05,10,17,2,31,17,0.55,0.01,0,0,0,7
ARG,2021-06-30,Argentina,494,-0.06,0.17,45,76,34,212,127,0.18,0.04,9,14,3,43,109,-0.34,0.04,11,17,5,44,41,-0.56,0.01,0,0,1,20,1493,-0.01,0.52,139,150,41,420,103,-0.21,0.04,12,11,4,39,62,0.11,0.02,0,0,2,20,65,-0.06,0.02,0,0,2,17,110,0.05,0.04,14,12,2,36,37,-0.03,0.01,0,0,0,11,49,0.2,0.02,0,0,4,22,18,-0.14,0.01,0,0,0,5,139,-0.09,0.05,11,17,3,27,50,1.94,0.02,13,8,2,16
BHS,2021-06-01,Bahamas,25,0,0.06,0,0,1,13,75,0,0.18,19,14,1,26,19,0,0.04,0,0,1,5,8,0,0.02,0,0,0,3,89,0,0.21,18,7,4,29,17,0,0.04,0,0,0,7,13,0,0.03,0,0,0,5,53,0,0.12,0,0,1,13,51,0,0.12,17,8,1,23,21,0,0.05,0,0,3,10,1,0,0,0,0,0,0,11,0,0.03,0,0,0,5,34,0,0.08,0,0,0,11,9,0,0.02,0,0,0,4
BHS,2021-06-02,Bahamas,30,0.2,0.05,0,0,0,10,84,0.12,0.15,24,10,0,33,17,-0.11,0.03,0,0,0,5,19,1.38,0.03,0,0,0,1,158,0.78,0.29,24,16,12,26,14,-0.18,0.03,0,0,0,6,16,0.23,0.03,0,0,0,4,68,0.28,0.12,0,0,2,12,54,0.06,0.1,0,0,2,24,22,0.05,0.04,0,0,1,8,2,1,0,0,0,0,0,20,0.82,0.04,0,0,0,1,31,-0.09,0.06,0,0,0,12,12,0.33,0.02,0,0,0,5
BHS,2021-06-03,Bahamas,26,-0.13,0.07,0,0,3,12,76,-0.1,0.21,19,9,2,29,15,-0.12,0.04,0,0,2,7,4,-0.79,0.01,0,0,0,1,85,-0.46,0.23,11,13,3,19,9,-0.36,0.02,0,0,0,3,17,0.06,0.05,0,0,0,5,21,-0.69,0.06,0,0,1,14,47,-0.13,0.13,11,10,1,19,10,-0.55,0.03,0,0,2,5,2,0,0.01,0,0,0,1,9,-0.55,0.02,0,0,1,2,36,0.16,0.1,0,0,2,16,13,0.08,0.04,0,0,0,1
BHS,2021-06-04,Bahamas,16,-0.38,0.05,0,0,0,4,71,-0.07,0.22,18,18,5,33,14,-0.07,0.04,0,0,0,5,4,0,0.01,0,0,0,1,70,-0.18,0.22,0,0,1,9,17,0.89,0.05,0,0,1,8,7,-0.59,0.02,0,0,0,3,33,0.57,0.1,0,0,0,13,38,-0.19,0.12,16,4,0,19,14,0.4,0.04,0,0,0,4,0,-1,0,0,0,0,0,5,-0.44,0.02,0,0,0,2,19,-0.47,0.06,0,0,0,12,8,-0.38,0.03,0,0,1,4
BHS,2021-06-05,Bahamas,19,0.19,0.06,0,0,1,9,73,0.03,0.25,27,9,1,31,12,-0.14,0.04,0,0,0,2,5,0.25,0.02,0,0,0,3,58,-0.17,0.2,9,12,5,21,12,-0.29,0.04,0,0,0,6,15,1.14,0.05,0,0,0,6,20,-0.39,0.07,0,0,1,7,35,-0.08,0.12,0,0,3,16,12,-0.14,0.04,0,0,1,6,0,100,0,0,0,0,0,12,1.4,0.04,0,0,0,1,13,-0.32,0.04,0,0,0,6,9,0.13,0.03,0,0,2,4
BHS,2021-06-06,Bahamas,16,-0.16,0.06,0,0,0,6,56,-0.23,0.2,21,10,1,23,6,-0.5,0.02,0,0,1,3,3,-0.4,0.01,0,0,1,1,61,0.05,0.22,0,0,3,21,11,-0.08,0.04,0,0,0,4,6,-0.6,0.02,0,0,0,2,26,0.3,0.09,0,0,0,7,35,0,0.13,0,0,1,10,13,0.08,0.05,0,0,1,6,1,100,0,0,0,0,0,5,-0.58,0.02,0,0,0,2,28,1.15,0.1,0,0,2,9,7,-0.22,0.03,0,0,0,2
BHS,2021-06-07,Bahamas,15,-0.06,0.05,0,0,0,4,44,-0.21,0.15,0,0,0,17,8,0.33,0.03,0,0,0,4,5,0.67,0.02,0,0,0,0,87,0.43,0.29,19,21,4,17,20,0.82,0.07,0,0,1,6,12,1,0.04,0,0,0,8,22,-0.15,0.07,0,0,1,10,39,0.11,0.13,12,12,2,21,8,-0.38,0.03,0,0,0,3,5,4,0.02,0,0,1,2,6,0.2,0.02,0,0,0,2,23,-0.18,0.08,0,0,0,7,4,-0.43,0.01,0,0,0,1
BHS,2021-06-08,Bahamas,34,1.27,0.09,0,0,1,11,64,0.45,0.17,25,5,2,24,27,2.38,0.07,0,0,2,12,3,-0.4,0.01,0,0,0,0,85,-0.02,0.22,16,10,3,19,18,-0.1,0.05,0,0,0,10,14,0.17,0.04,0,0,0,6,17,-0.23,0.04,0,0,0,11,46,0.18,0.12,0,0,0,18,17,1.13,0.04,0,0,1,5,1,-0.8,0,0,0,0,0,11,0.83,0.03,0,0,0,5,40,0.74,0.1,0,0,3,18,9,1.25,0.02,0,0,3,5
BHS,2021-06-09,Bahamas,11,-0.68,0.02,0,0,0,5,148,1.31,0.31,46,29,5,52,12,-0.56,0.03,0,0,1,4,4,0.33,0.01,0,0,0,1,95,0.12,0.2,10,22,0,26,43,1.39,0.09,0,0,5,23,22,0.57,0.05,0,0,0,4,20,0.18,0.04,0,0,0,7,68,0.48,0.14,13,12,1,33,18,0.06,0.04,0,0,1,8,1,0,0,0,0,0,0,6,-0.45,0.01,0,0,0,1,23,-0.42,0.05,0,0,0,11,5,-0.44,0.01,0,0,0,2
BHS,2021-06-10,Bahamas,16,0.45,0.04,0,0,0,4,106,-0.28,0.27,31,16,5,51,15,0.25,0.04,0,0,1,6,4,0,0.01,0,0,0,2,79,-0.17,0.2,13,13,3,24,22,-0.49,0.06,0,0,1,9,17,-0.23,0.04,0,0,1,8,23,0.15,0.06,0,0,2,11,57,-0.16,0.14,14,8,3,23,12,-0.33,0.03,0,0,0,2,0,-1,0,0,0,0,0,8,0.33,0.02,0,0,0,3,26,0.13,0.07,0,0,0,11,11,1.2,0.03,0,0,0,5
BHS,2021-06-11,Bahamas,22,0.38,0.06,0,0,1,4,90,-0.15,0.24,27,17,1,37,11,-0.27,0.03,0,0,1,5,3,-0.25,0.01,0,0,0,4,87,0.1,0.23,20,11,6,23,15,-0.32,0.04,0,0,0,7,19,0.12,0.05,0,0,2,8,19,-0.17,0.05,0,0,0,5,56,-0.02,0.15,17,12,1,24,10,-0.17,0.03,0,0,1,6,2,100,0.01,0,0,0,0,9,0.13,0.02,0,0,0,1,26,0,0.07,0,0,1,5,6,-0.45,0.02,0,0,1,5
BHS,2021-06-12,Bahamas,12,-0.45,0.04,0,0,0,5,60,-0.33,0.2,17,12,5,29,11,0,0.04,0,0,0,4,0,-1,0,0,0,0,0,81,-0.07,0.27,13,30,3,19,11,-0.27,0.04,0,0,0,2,11,-0.42,0.04,0,0,0,7,13,-0.32,0.04,0,0,2,4,30,-0.46,0.1,0,0,0,12,11,0.1,0.04,0,0,0,2,1,-0.5,0,0,0,0,0,7,-0.22,0.02,0,0,0,3,44,0.69,0.15,11,10,0,8,10,0.67,0.03,0,0,0,3
BHS,2021-06-13,Bahamas,9,-0.25,0.03,0,0,1,8,69,0.15,0.23,22,6,3,34,9,-0.18,0.03,0,0,1,4,3,100,0.01,0,0,0,2,64,-0.21,0.21,12,11,3,23,19,0.73,0.06,0,0,0,5,5,-0.55,0.02,0,0,0,1,18,0.38,0.06,0,0,2,6,54,0.8,0.18,0,0,0,20,11,0,0.04,0,0,2,4,0,-1,0,0,0,0,0,9,0.29,0.03,0,0,0,3,23,-0.48,0.08,0,0,2,9,6,-0.4,0.02,0,0,0,2
BHS,2021-06-14,Bahamas,19,1.11,0.05,0,0,0,5,73,0.06,0.2,16,22,2,39,9,0,0.02,0,0,0,3,7,1.33,0.02,0,0,0,0,84,0.31,0.23,18,8,0,21,24,0.26,0.07,0,0,1,7,14,1.8,0.04,0,0,0,9,22,0.22,0.06,0,0,0,6,52,-0.04,0.14,0,0,2,16,17,0.55,0.05,0,0,1,8,1,100,0,0,0,0,0,14,0.56,0.04,0,0,1,4,21,-0.09,0.06,0,0,0,9,8,0.33,0.02,0,0,2,4
BHS,2021-06-15,Bahamas,28,0.47,0.06,0,0,0,3,132,0.81,0.27,26,11,3,44,36,3,0.07,0,0,2,15,8,0.14,0.02,0,0,0,1,115,0.37,0.23,13,15,5,29,22,-0.08,0.04,0,0,0,9,17,0.21,0.03,0,0,0,9,27,0.23,0.05,0,0,0,9,52,0,0.11,13,8,2,16,22,0.29,0.04,0,0,0,5,3,2,0.01,0,0,0,1,4,-0.71,0.01,0,0,0,3,17,-0.19,0.03,0,0,0,6,9,0.13,0.02,0,0,0,2
