id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-female-1,docs-male-1,docs-questions-1,docs-complaints-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-female-2,docs-male-2,docs-questions-2,docs-complaints-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-female-3,docs-male-3,docs-questions-3,docs-complaints-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-female-4,docs-male-4,docs-questions-4,docs-complaints-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-female-5,docs-male-5,docs-questions-5,docs-complaints-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-female-6,docs-male-6,docs-questions-6,docs-complaints-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-female-7,docs-male-7,docs-questions-7,docs-complaints-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-female-8,docs-male-8,docs-questions-8,docs-complaints-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-female-9,docs-male-9,docs-questions-9,docs-complaints-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-female-10,docs-male-10,docs-questions-10,docs-complaints-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-female-11,docs-male-11,docs-questions-11,docs-complaints-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-female-12,docs-male-12,docs-questions-12,docs-complaints-12,docs-13,docs-delta-percent-13,docs-percent-13,docs-female-13,docs-male-13,docs-questions-13,docs-complaints-13,docs-14,docs-delta-percent-14,docs-percent-14,docs-female-14,docs-male-14,docs-questions-14,docs-complaints-14
ARG,2021-07-11,Argentina,313,1.61,0.18,44,43,24,126,113,1.4,0.07,11,17,6,35,76,0.65,0.04,0,0,5,38,9,0.13,0.01,0,0,0,4,694,0.22,0.4,114,71,29,233,240,3.36,0.14,39,33,14,95,43,0.54,0.02,0,0,1,13,30,-0.17,0.02,0,0,2,7,39,1.44,0.02,0,0,1,20,24,0.6,0.01,0,0,1,4,62,5.2,0.04,0,0,2,28,7,-0.46,0,0,0,0,0,60,-0.2,0.03,0,0,2,13,12,0.5,0.01,0,0,0,7
ARG,2021-07-12,Argentina,181,-0.42,0.09,0,0,0,0,130,0.15,0.06,0,0,0,0,108,0.42,0.05,0,0,0,0,14,0.56,0.01,0,0,0,0,1131,0.63,0.55,0,0,0,0,95,-0.6,0.05,0,0,0,0,41,-0.05,0.02,0,0,0,0,72,1.4,0.04,0,0,0,0,31,-0.21,0.02,0,0,0,0,25,0.04,0.01,0,0,0,0,30,-0.52,0.01,0,0,0,0,22,2.14,0.01,0,0,0,0,143,1.38,0.07,0,0,0,0,15,0.25,0.01,0,0,0,0
ARG,2021-07-13,Argentina,468,1.59,0.18,0,0,0,0,159,0.22,0.06,0,0,0,0,101,-0.06,0.04,0,0,0,0,20,0.43,0.01,0,0,0,0,1283,0.13,0.5,0,0,0,0,79,-0.17,0.03,0,0,0,0,46,0.12,0.02,0,0,0,0,81,0.13,0.03,0,0,0,0,60,0.94,0.02,0,0,0,0,33,0.32,0.01,0,0,0,0,22,-0.27,0.01,0,0,0,0,33,0.5,0.01,0,0,0,0,134,-0.06,0.05,0,0,0,0,24,0.6,0.01,0,0,0,0
ARG,2021-07-14,Argentina,427,-0.09,0.15,0,0,0,0,152,-0.04,0.05,0,0,0,0,197,0.95,0.07,0,0,0,0,32,0.6,0.01,0,0,0,0,1423,0.11,0.51,0,0,0,0,97,0.23,0.03,0,0,0,0,57,0.24,0.02,0,0,0,0,66,-0.19,0.02,0,0,0,0,74,0.23,0.03,0,0,0,0,40,0.21,0.01,0,0,0,0,43,0.95,0.02,0,0,0,0,27,-0.18,0.01,0,0,0,0,116,-0.13,0.04,0,0,0,0,39,0.63,0.01,0,0,0,0
ARG,2021-07-15,Argentina,391,-0.08,0.13,0,0,0,0,145,-0.05,0.05,0,0,0,0,237,0.2,0.08,0,0,0,0,22,-0.31,0.01,0,0,0,0,1489,0.05,0.51,0,0,0,0,116,0.2,0.04,0,0,0,0,50,-0.12,0.02,0,0,0,0,76,0.15,0.03,0,0,0,0,70,-0.05,0.02,0,0,0,0,40,0,0.01,0,0,0,0,60,0.4,0.02,0,0,0,0,15,-0.44,0.01,0,0,0,0,194,0.67,0.07,0,0,0,0,28,-0.28,0.01,0,0,0,0
ARG,2021-07-16,Argentina,183,-0.53,0.08,0,0,0,0,84,-0.42,0.04,0,0,0,0,114,-0.52,0.05,0,0,0,0,10,-0.55,0,0,0,0,0,1412,-0.05,0.62,0,0,0,0,87,-0.25,0.04,0,0,0,0,46,-0.08,0.02,0,0,0,0,54,-0.29,0.02,0,0,0,0,35,-0.5,0.02,0,0,0,0,32,-0.2,0.01,0,0,0,0,36,-0.4,0.02,0,0,0,0,9,-0.4,0,0,0,0,0,144,-0.26,0.06,0,0,0,0,23,-0.18,0.01,0,0,0,0
ARG,2021-07-17,Argentina,127,-0.31,0.07,0,0,0,0,81,-0.04,0.05,0,0,0,0,86,-0.25,0.05,0,0,0,0,14,0.4,0.01,0,0,0,0,1015,-0.28,0.59,0,0,0,0,61,-0.3,0.04,0,0,0,0,45,-0.02,0.03,0,0,0,0,35,-0.35,0.02,0,0,0,0,31,-0.11,0.02,0,0,0,0,33,0.03,0.02,0,0,0,0,24,-0.33,0.01,0,0,0,0,18,1,0.01,0,0,0,0,120,-0.17,0.07,0,0,0,0,21,-0.09,0.01,0,0,0,0
ARG,2021-07-18,Argentina,139,0.09,0.1,0,0,0,0,63,-0.22,0.04,0,0,0,0,47,-0.45,0.03,0,0,0,0,15,0.07,0.01,0,0,0,0,902,-0.11,0.62,0,0,0,0,63,0.03,0.04,0,0,0,0,43,-0.04,0.03,0,0,0,0,49,0.4,0.03,0,0,0,0,20,-0.35,0.01,0,0,0,0,17,-0.48,0.01,0,0,0,0,18,-0.25,0.01,0,0,0,0,2,-0.89,0,0,0,0,0,59,-0.51,0.04,0,0,0,0,24,0.14,0.02,0,0,0,0
ARG,2021-07-19,Argentina,226,0.63,0.09,0,0,0,0,87,0.38,0.04,0,0,0,0,76,0.62,0.03,0,0,0,0,19,0.27,0.01,0,0,0,0,1507,0.67,0.62,0,0,0,0,75,0.19,0.03,0,0,0,0,102,1.37,0.04,0,0,0,0,61,0.24,0.02,0,0,0,0,68,2.4,0.03,0,0,0,0,32,0.88,0.01,0,0,0,0,24,0.33,0.01,0,0,0,0,17,7.5,0.01,0,0,0,0,126,1.14,0.05,0,0,0,0,21,-0.12,0.01,0,0,0,0
ARG,2021-07-20,Argentina,173,-0.23,0.07,0,0,0,0,98,0.13,0.04,0,0,0,0,76,0,0.03,0,0,0,0,17,-0.11,0.01,0,0,0,0,1474,-0.02,0.64,0,0,0,0,98,0.31,0.04,0,0,0,0,70,-0.31,0.03,0,0,0,0,50,-0.18,0.02,0,0,0,0,72,0.06,0.03,0,0,0,0,40,0.25,0.02,0,0,0,0,20,-0.17,0.01,0,0,0,0,8,-0.53,0,0,0,0,0,103,-0.18,0.04,0,0,0,0,17,-0.19,0.01,0,0,0,0
ARG,2021-07-21,Argentina,219,0.27,0.09,0,0,0,0,109,0.11,0.05,0,0,0,0,93,0.22,0.04,0,0,0,0,19,0.12,0.01,0,0,0,0,1393,-0.05,0.6,0,0,0,0,89,-0.09,0.04,0,0,0,0,63,-0.1,0.03,0,0,0,0,54,0.08,0.02,0,0,0,0,91,0.26,0.04,0,0,0,0,33,-0.17,0.01,0,0,0,0,22,0.1,0.01,0,0,0,0,13,0.63,0.01,0,0,0,0,126,0.22,0.05,0,0,0,0,10,-0.41,0,0,0,0,0
ARG,2021-07-22,Argentina,152,-0.31,0.06,0,0,0,0,118,0.08,0.05,0,0,0,0,108,0.16,0.05,0,0,0,0,20,0.05,0.01,0,0,0,0,1476,0.06,0.63,0,0,0,0,88,-0.01,0.04,0,0,0,0,50,-0.21,0.02,0,0,0,0,54,0,0.02,0,0,0,0,60,-0.34,0.03,0,0,0,0,37,0.12,0.02,0,0,0,0,32,0.45,0.01,0,0,0,0,22,0.69,0.01,0,0,0,0,105,-0.17,0.04,0,0,0,0,27,1.7,0.01,0,0,0,0
ARG,2021-07-23,Argentina,236,0.55,0.1,0,0,0,0,88,-0.25,0.04,0,0,0,0,94,-0.13,0.04,0,0,0,0,10,-0.5,0,0,0,0,0,1418,-0.04,0.62,0,0,0,0,66,-0.25,0.03,0,0,0,0,65,0.3,0.03,0,0,0,0,62,0.15,0.03,0,0,0,0,35,-0.42,0.02,0,0,0,0,35,-0.05,0.02,0,0,0,0,29,-0.09,0.01,0,0,0,0,9,-0.59,0,0,0,0,0,137,0.3,0.06,0,0,0,0,21,-0.22,0.01,0,0,0,0
BHS,2021-07-01,Bahamas,12,0,0.04,0,0,1,3,55,0,0.18,13,10,1,22,8,0,0.03,0,0,2,5,10,0,0.03,0,0,0,7,78,0,0.26,13,10,2,16,12,0,0.04,0,0,0,3,7,0,0.02,0,0,1,3,12,0,0.04,0,0,1,5,44,0,0.15,17,8,0,16,8,0,0.03,0,0,0,2,1,0,0,0,0,0,0,10,0,0.03,0,0,0,3,38,0,0.13,0,0,1,2,5,0,0.02,0,0,1,1
BHS,2021-07-02,Bahamas,25,1.08,0.06,0,0,0,10,69,0.25,0.16,18,10,2,28,22,1.75,0.05,0,0,2,11,18,0.8,0.04,0,0,0,4,92,0.18,0.21,15,11,2,20,13,0.08,0.03,0,0,0,8,11,0.57,0.03,0,0,1,6,16,0.33,0.04,0,0,1,9,43,-0.02,0.1,10,12,1,18,19,1.38,0.04,0,0,0,4,2,1,0,0,0,0,0,36,2.6,0.08,0,0,0,8,62,0.63,0.14,17,7,1,17,8,0.6,0.02,0,0,1,4
BHS,2021-07-03,Bahamas,17,-0.32,0.07,0,0,0,0,69,0,0.27,0,0,0,0,11,-0.5,0.04,0,0,0,0,4,-0.78,0.02,0,0,0,0,37,-0.6,0.15,0,0,0,0,13,0,0.05,0,0,0,0,7,-0.36,0.03,0,0,0,0,9,-0.44,0.04,0,0,0,0,34,-0.21,0.13,0,0,0,0,17,-0.11,0.07,0,0,0,0,2,0,0.01,0,0,0,0,12,-0.67,0.05,0,0,0,0,17,-0.73,0.07,0,0,0,0,6,-0.25,0.02,0,0,0,0
BHS,2021-07-04,Bahamas,10,-0.41,0.04,0,0,0,0,62,-0.1,0.24,0,0,0,0,12,0.09,0.05,0,0,0,0,6,0.5,0.02,0,0,0,0,61,0.65,0.24,0,0,0,0,16,0.23,0.06,0,0,0,0,2,-0.71,0.01,0,0,0,0,5,-0.44,0.02,0,0,0,0,24,-0.29,0.09,0,0,0,0,11,-0.35,0.04,0,0,0,0,0,-1,0,0,0,0,0,9,-0.25,0.03,0,0,0,0,36,1.12,0.14,0,0,0,0,5,-0.17,0.02,0,0,0,0
BHS,2021-07-05,Bahamas,13,0.3,0.04,0,0,0,0,80,0.29,0.24,0,0,0,0,16,0.33,0.05,0,0,0,0,5,-0.17,0.02,0,0,0,0,69,0.13,0.21,0,0,0,0,14,-0.12,0.04,0,0,0,0,19,8.5,0.06,0,0,0,0,12,1.4,0.04,0,0,0,0,40,0.67,0.12,0,0,0,0,12,0.09,0.04,0,0,0,0,5,100,0.02,0,0,0,0,7,-0.22,0.02,0,0,0,0,32,-0.11,0.1,0,0,0,0,4,-0.2,0.01,0,0,0,0
BHS,2021-07-06,Bahamas,18,0.38,0.05,0,0,0,0,80,0,0.21,0,0,0,0,13,-0.19,0.03,0,0,0,0,9,0.8,0.02,0,0,0,0,78,0.13,0.2,0,0,0,0,26,0.86,0.07,0,0,0,0,17,-0.11,0.04,0,0,0,0,9,-0.25,0.02,0,0,0,0,56,0.4,0.15,0,0,0,0,17,0.42,0.04,0,0,0,0,4,-0.2,0.01,0,0,0,0,4,-0.43,0.01,0,0,0,0,47,0.47,0.12,0,0,0,0,3,-0.25,0.01,0,0,0,0
BHS,2021-07-07,Bahamas,18,0,0.05,0,0,0,0,64,-0.2,0.2,0,0,0,0,12,-0.08,0.04,0,0,0,0,14,0.56,0.04,0,0,0,0,95,0.22,0.29,0,0,0,0,22,-0.15,0.07,0,0,0,0,8,-0.53,0.02,0,0,0,0,8,-0.11,0.02,0,0,0,0,38,-0.32,0.12,0,0,0,0,16,-0.06,0.05,0,0,0,0,3,-0.25,0.01,0,0,0,0,6,0.5,0.02,0,0,0,0,19,-0.6,0.06,0,0,0,0,5,0.67,0.02,0,0,0,0
BHS,2021-07-08,Bahamas,9,-0.5,0.03,0,0,0,0,73,0.14,0.23,0,0,0,0,15,0.25,0.05,0,0,0,0,10,-0.29,0.03,0,0,0,0,63,-0.34,0.2,0,0,0,0,26,0.18,0.08,0,0,0,0,19,1.38,0.06,0,0,0,0,19,1.38,0.06,0,0,0,0,33,-0.13,0.1,0,0,0,0,11,-0.31,0.03,0,0,0,0,1,-0.67,0,0,0,0,0,10,0.67,0.03,0,0,0,0,20,0.05,0.06,0,0,0,0,10,1,0.03,0,0,0,0
BHS,2021-07-09,Bahamas,11,0.22,0.04,0,0,1,1,83,0.14,0.27,19,9,2,25,18,0.2,0.06,0,0,1,2,8,-0.2,0.03,0,0,0,0,51,-0.19,0.16,0,0,0,10,18,-0.31,0.06,0,0,0,7,8,-0.58,0.03,0,0,0,1,16,-0.16,0.05,0,0,1,5,44,0.33,0.14,0,0,0,12,11,0,0.04,0,0,0,1,0,-1,0,0,0,0,0,9,-0.1,0.03,0,0,0,0,24,0.2,0.08,0,0,0,6,11,0.1,0.04,0,0,0,4
BHS,2021-07-10,Bahamas,16,0.45,0.05,0,0,0,3,70,-0.16,0.23,14,8,2,15,10,-0.44,0.03,0,0,0,3,4,-0.5,0.01,0,0,0,2,55,0.08,0.18,0,0,1,14,16,-0.11,0.05,0,0,0,3,18,1.25,0.06,0,0,0,8,7,-0.56,0.02,0,0,1,2,35,-0.2,0.11,0,0,0,16,11,0,0.04,0,0,0,5,0,100,0,0,0,0,0,5,-0.44,0.02,0,0,0,1,52,1.17,0.17,0,0,0,6,8,-0.27,0.03,0,0,0,1
BHS,2021-07-11,Bahamas,9,-0.44,0.03,0,0,1,3,56,-0.2,0.19,14,13,3,27,8,-0.2,0.03,0,0,0,5,9,1.25,0.03,0,0,0,3,39,-0.29,0.13,0,0,0,9,28,0.75,0.09,0,0,1,9,10,-0.44,0.03,0,0,0,3,14,1,0.05,0,0,2,5,42,0.2,0.14,0,0,4,14,21,0.91,0.07,0,0,1,5,0,100,0,0,0,0,0,6,0.2,0.02,0,0,0,1,40,-0.23,0.14,0,0,3,6,14,0.75,0.05,0,0,0,3
BHS,2021-07-12,Bahamas,8,-0.11,0.02,0,0,0,0,79,0.41,0.25,0,0,0,0,20,1.5,0.06,0,0,0,0,8,-0.11,0.02,0,0,0,0,69,0.77,0.21,0,0,0,0,17,-0.39,0.05,0,0,0,0,9,-0.1,0.03,0,0,0,0,11,-0.21,0.03,0,0,0,0,32,-0.24,0.1,0,0,0,0,13,-0.38,0.04,0,0,0,0,0,100,0,0,0,0,0,7,0.17,0.02,0,0,0,0,34,-0.15,0.11,0,0,0,0,14,0,0.04,0,0,0,0
BHS,2021-07-13,Bahamas,19,1.38,0.05,0,0,0,0,60,-0.24,0.17,0,0,0,0,18,-0.1,0.05,0,0,0,0,7,-0.12,0.02,0,0,0,0,81,0.17,0.23,0,0,0,0,22,0.29,0.06,0,0,0,0,17,0.89,0.05,0,0,0,0,37,2.36,0.1,0,0,0,0,29,-0.09,0.08,0,0,0,0,16,0.23,0.04,0,0,0,0,8,100,0.02,0,0,0,0,9,0.29,0.03,0,0,0,0,29,-0.15,0.08,0,0,0,0,5,-0.64,0.01,0,0,0,0
BHS,2021-07-14,Bahamas,13,-0.32,0.04,0,0,0,0,81,0.35,0.22,0,0,0,0,19,0.06,0.05,0,0,0,0,10,0.43,0.03,0,0,0,0,55,-0.32,0.15,0,0,0,0,18,-0.18,0.05,0,0,0,0,21,0.24,0.06,0,0,0,0,21,-0.43,0.06,0,0,0,0,31,0.07,0.08,0,0,0,0,9,-0.44,0.02,0,0,0,0,5,-0.37,0.01,0,0,0,0,8,-0.11,0.02,0,0,0,0,64,1.21,0.17,0,0,0,0,11,1.2,0.03,0,0,0,0
BHS,2021-07-15,Bahamas,24,0.85,0.06,0,0,0,0,67,-0.17,0.17,0,0,0,0,14,-0.26,0.04,0,0,0,0,15,0.5,0.04,0,0,0,0,91,0.65,0.23,0,0,0,0,16,-0.11,0.04,0,0,0,0,18,-0.14,0.05,0,0,0,0,15,-0.29,0.04,0,0,0,0,58,0.87,0.15,0,0,0,0,14,0.56,0.04,0,0,0,0,1,-0.8,0,0,0,0,0,10,0.25,0.03,0,0,0,0,36,-0.44,0.09,0,0,0,0,19,0.73,0.05,0,0,0,0
BHS,2021-07-16,Bahamas,26,0.08,0.07,0,0,0,0,67,0,0.18,0,0,0,0,18,0.29,0.05,0,0,0,0,4,-0.73,0.01,0,0,0,0,78,-0.14,0.21,0,0,0,0,23,0.44,0.06,0,0,0,0,22,0.22,0.06,0,0,0,0,29,0.93,0.08,0,0,0,0,34,-0.41,0.09,0,0,0,0,12,-0.14,0.03,0,0,0,0,1,0,0,0,0,0,0,7,-0.3,0.02,0,0,0,0,34,-0.06,0.09,0,0,0,0,10,-0.47,0.03,0,0,0,0
BHS,2021-07-17,Bahamas,18,-0.31,0.06,0,0,0,0,61,-0.09,0.22,0,0,0,0,5,-0.72,0.02,0,0,0,0,3,-0.25,0.01,0,0,0,0,71,-0.09,0.26,0,0,0,0,14,-0.39,0.05,0,0,0,0,16,-0.27,0.06,0,0,0,0,8,-0.72,0.03,0,0,0,0,22,-0.35,0.08,0,0,0,0,22,0.83,0.08,0,0,0,0,2,1,0.01,0,0,0,0,6,-0.14,0.02,0,0,0,0,24,-0.29,0.09,0,0,0,0,5,-0.5,0.02,0,0,0,0
BHS,2021-07-18,Bahamas,36,1,0.1,0,0,2,10,68,0.11,0.18,18,11,1,30,12,1.4,0.03,0,0,0,5,4,0.33,0.01,0,0,0,1,99,0.39,0.26,22,15,3,26,10,-0.29,0.03,0,0,0,4,15,-0.06,0.04,0,0,0,6,21,1.63,0.06,0,0,0,2,38,0.73,0.1,0,0,1,20,23,0.05,0.06,0,0,0,6,1,-0.5,0,0,0,0,0,8,0.33,0.02,0,0,0,2,27,0.13,0.07,0,0,0,10,12,1.4,0.03,0,0,1,8
BHS,2021-07-19,Bahamas,25,-0.31,0.06,0,0,0,0,98,0.44,0.22,0,0,0,0,21,0.75,0.05,0,0,0,0,9,1.25,0.02,0,0,0,0,122,0.23,0.27,0,0,0,0,21,1.1,0.05,0,0,0,0,16,0.07,0.04,0,0,0,0,31,0.48,0.07,0,0,0,0,35,-0.08,0.08,0,0,0,0,23,0,0.05,0,0,0,0,1,0,0,0,0,0,0,8,0,0.02,0,0,0,0,25,-0.07,0.06,0,0,0,0,18,0.5,0.04,0,0,0,0
BHS,2021-07-20,Bahamas,29,0.16,0.06,0,0,0,0,109,0.11,0.21,0,0,0,0,14,-0.33,0.03,0,0,0,0,11,0.22,0.02,0,0,0,0,162,0.33,0.32,0,0,0,0,10,-0.52,0.02,0,0,0,0,20,0.25,0.04,0,0,0,0,15,-0.52,0.03,0,0,0,0,42,0.2,0.08,0,0,0,0,20,-0.13,0.04,0,0,0,0,1,0,0,0,0,0,0,7,-0.12,0.01,0,0,0,0,60,1.4,0.12,0,0,0,0,10,-0.44,0.02,0,0,0,0
BHS,2021-07-21,Bahamas,33,0.14,0.08,0,0,0,0,68,-0.38,0.17,0,0,0,0,25,0.79,0.06,0,0,0,0,6,-0.45,0.01,0,0,0,0,123,-0.24,0.3,0,0,0,0,13,0.3,0.03,0,0,0,0,19,-0.05,0.05,0,0,0,0,14,-0.07,0.03,0,0,0,0,43,0.02,0.11,0,0,0,0,22,0.1,0.05,0,0,0,0,2,1,0,0,0,0,0,9,0.29,0.02,0,0,0,0,22,-0.63,0.05,0,0,0,0,7,-0.3,0.02,0,0,0,0
BHS,2021-07-22,Bahamas,21,-0.36,0.05,0,0,0,0,85,0.25,0.22,0,0,0,0,9,-0.64,0.02,0,0,0,0,5,-0.17,0.01,0,0,0,0,119,-0.03,0.31,0,0,0,0,16,0.23,0.04,0,0,0,0,12,-0.37,0.03,0,0,0,0,13,-0.07,0.03,0,0,0,0,39,-0.09,0.1,0,0,0,0,14,-0.36,0.04,0,0,0,0,2,0,0.01,0,0,0,0,9,0,0.02,0,0,0,0,32,0.45,0.08,0,0,0,0,6,-0.14,0.02,0,0,0,0
