id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13,docs-14,docs-delta-docs-percent-14,docs-percent-14
ARG,2021-02-14,Argentina,139,-19.7,12.9,49,-39.5,4.5,67,15.5,6.2,7,-65.0,0.6,466,-34.2,43.3,95,1.1,8.8,33,22.2,3.1,44,29.4,4.1,57,-25.0,5.3,23,-17.9,2.1,12,-55.6,1.1,8,-52.9,0.7,64,-46.2,5.9,13,62.5,1.2
ARG,2021-02-15,Argentina,151,8.6,11.7,79,61.2,6.1,66,-1.5,5.1,9,28.6,0.7,666,42.9,51.6,76,-20.0,5.9,31,-6.1,2.4,31,-29.5,2.4,56,-1.8,4.3,18,-21.7,1.4,24,100.0,1.9,6,-25.0,0.5,70,9.4,5.4,8,-38.5,0.6
ARG,2021-02-16,Argentina,164,8.6,9.9,75,-5.1,4.5,53,-19.7,3.2,23,155.6,1.4,896,34.5,54.0,99,30.3,6.0,45,45.2,2.7,42,35.5,2.5,108,92.9,6.5,39,116.7,2.3,32,33.3,1.9,10,66.7,0.6,63,-10.0,3.8,11,37.5,0.7
ARG,2021-02-17,Argentina,229,39.6,9.6,108,44.0,4.5,84,58.5,3.5,14,-39.1,0.6,1224,36.6,51.5,156,57.6,6.6,65,44.4,2.7,72,71.4,3.0,206,90.7,8.7,43,10.3,1.8,31,-3.1,1.3,13,30.0,0.5,115,82.5,4.8,15,36.4,0.6
ARG,2021-02-18,Argentina,209,-8.7,9.0,112,3.7,4.8,80,-4.8,3.4,26,85.7,1.1,1149,-6.1,49.5,166,6.4,7.2,53,-18.5,2.3,55,-23.6,2.4,240,16.5,10.3,43,0.0,1.9,34,9.7,1.5,18,38.5,0.8,122,6.1,5.3,13,-13.3,0.6
ARG,2021-02-19,Argentina,231,10.5,6.8,166,48.2,4.9,91,13.8,2.7,18,-30.8,0.5,2185,90.2,64.3,119,-28.3,3.5,59,11.3,1.7,65,18.2,1.9,222,-7.5,6.5,40,-7.0,1.2,43,26.5,1.3,22,22.2,0.6,108,-11.5,3.2,31,138.5,0.9
ARG,2021-02-20,Argentina,362,56.7,10.1,156,-6.0,4.3,112,23.1,3.1,28,55.6,0.8,2418,10.7,67.3,118,-0.8,3.3,54,-8.5,1.5,38,-41.5,1.1,76,-65.8,2.1,44,10.0,1.2,81,88.4,2.3,13,-40.9,0.4,67,-38.0,1.9,24,-22.6,0.7
ARG,2021-02-21,Argentina,386,6.6,14.0,138,-11.5,5.0,51,-54.5,1.9,16,-42.9,0.6,1707,-29.4,62.1,91,-22.9,3.3,54,0.0,2.0,53,39.5,1.9,67,-11.8,2.4,26,-40.9,0.9,26,-67.9,0.9,17,30.8,0.6,93,38.8,3.4,26,8.3,0.9
ARG,2021-02-22,Argentina,360,-6.7,8.9,131,-5.1,3.2,134,162.7,3.3,30,87.5,0.7,2693,57.8,66.4,114,25.3,2.8,68,25.9,1.7,80,50.9,2.0,153,128.4,3.8,38,46.2,0.9,57,119.2,1.4,21,23.5,0.5,141,51.6,3.5,34,30.8,0.8
ARG,2021-02-23,Argentina,321,-10.8,8.7,143,9.2,3.9,114,-14.9,3.1,38,26.7,1.0,2411,-10.5,65.2,105,-7.9,2.8,63,-7.4,1.7,63,-21.2,1.7,174,13.7,4.7,36,-5.3,1.0,52,-8.8,1.4,29,38.1,0.8,128,-9.2,3.5,22,-35.3,0.6
ARG,2021-02-24,Argentina,261,-18.7,8.8,118,-17.5,4.0,71,-37.7,2.4,39,2.6,1.3,1866,-22.6,62.9,98,-6.7,3.3,59,-6.3,2.0,90,42.9,3.0,107,-38.5,3.6,55,52.8,1.9,31,-40.4,1.0,20,-31.0,0.7,130,1.6,4.4,22,0.0,0.7
ARG,2021-02-25,Argentina,230,-11.9,9.3,86,-27.1,3.5,75,5.6,3.0,31,-20.5,1.3,1544,-17.3,62.3,96,-2.0,3.9,49,-16.9,2.0,71,-21.1,2.9,84,-21.5,3.4,42,-23.6,1.7,37,19.4,1.5,12,-40.0,0.5,97,-25.4,3.9,25,13.6,1.0
ARG,2021-02-26,Argentina,219,-4.8,6.6,76,-11.6,2.3,72,-4.0,2.2,16,-48.4,0.5,2078,34.6,62.9,135,40.6,4.1,46,-6.1,1.4,189,166.2,5.7,109,29.8,3.3,29,-31.0,0.9,32,-13.5,1.0,13,8.3,0.4,264,172.2,8.0,26,4.0,0.8
BHS,2021-02-01,Bahamas,25,0,7.8,54,0,16.9,16,0,5.0,8,0,2.5,62,0,19.4,15,0,4.7,14,0,4.4,11,0,3.4,54,0,16.9,10,0,3.1,2,0,0.6,19,0,6.0,24,0,7.5,5,0,1.6
BHS,2021-02-02,Bahamas,24,-4.0,5.9,72,33.3,17.7,16,0.0,3.9,10,25.0,2.5,106,71.0,26.1,28,86.7,6.9,6,-57.1,1.5,16,45.5,3.9,61,13.0,15.0,20,100.0,4.9,1,-50.0,0.2,16,-15.8,3.9,19,-20.8,4.7,11,120.0,2.7
BHS,2021-02-03,Bahamas,23,-4.2,5.8,87,20.8,21.9,20,25.0,5.0,5,-50.0,1.3,100,-5.7,25.2,23,-17.9,5.8,13,116.7,3.3,21,31.2,5.3,51,-16.4,12.8,3,-85.0,0.8,2,100.0,0.5,12,-25.0,3.0,32,68.4,8.1,5,-54.5,1.3
BHS,2021-02-04,Bahamas,18,-21.7,4.1,76,-12.6,17.5,18,-10.0,4.1,4,-20.0,0.9,144,44.0,33.1,20,-13.0,4.6,17,30.8,3.9,15,-28.6,3.4,49,-3.9,11.3,15,400.0,3.4,1,-50.0,0.2,15,25.0,3.4,34,6.2,7.8,9,80.0,2.1
BHS,2021-02-05,Bahamas,19,5.6,4.5,67,-11.8,15.8,16,-11.1,3.8,6,50.0,1.4,123,-14.6,28.9,22,10.0,5.2,20,17.6,4.7,37,146.7,8.7,43,-12.2,10.1,16,6.7,3.8,0,-100.0,0,8,-46.7,1.9,34,0.0,8.0,14,55.6,3.3
BHS,2021-02-06,Bahamas,23,21.1,6.7,73,9.0,21.3,17,6.2,5.0,3,-50.0,0.9,85,-30.9,24.9,17,-22.7,5.0,11,-45.0,3.2,12,-67.6,3.5,37,-14.0,10.8,12,-25.0,3.5,0,0,0,5,-37.5,1.5,28,-17.6,8.2,19,35.7,5.6
BHS,2021-02-07,Bahamas,10,-56.5,3.3,97,32.9,32.2,10,-41.2,3.3,2,-33.3,0.7,38,-55.3,12.6,25,47.1,8.3,8,-27.3,2.7,14,16.7,4.7,44,18.9,14.6,11,-8.3,3.7,2,100,0.7,9,80.0,3.0,21,-25.0,7.0,10,-47.4,3.3
BHS,2021-02-08,Bahamas,21,110.0,5.7,57,-41.2,15.4,14,40.0,3.8,6,200.0,1.6,84,121.1,22.8,32,28.0,8.7,15,87.5,4.1,12,-14.3,3.3,52,18.2,14.1,22,100.0,6.0,4,100.0,1.1,8,-11.1,2.2,35,66.7,9.5,7,-30.0,1.9
BHS,2021-02-09,Bahamas,23,9.5,5.8,64,12.3,16.0,18,28.6,4.5,11,83.3,2.8,85,1.2,21.3,24,-25.0,6.0,16,6.7,4.0,13,8.3,3.3,69,32.7,17.3,17,-22.7,4.3,2,-50.0,0.5,11,37.5,2.8,32,-8.6,8.0,14,100.0,3.5
BHS,2021-02-10,Bahamas,13,-43.5,3.1,85,32.8,20.5,20,11.1,4.8,8,-27.3,1.9,74,-12.9,17.9,27,12.5,6.5,27,68.8,6.5,21,61.5,5.1,85,23.2,20.5,8,-52.9,1.9,1,-50.0,0.2,5,-54.5,1.2,31,-3.1,7.5,9,-35.7,2.2
BHS,2021-02-11,Bahamas,22,69.2,5.7,73,-14.1,19.1,16,-20.0,4.2,7,-12.5,1.8,74,0.0,19.3,20,-25.9,5.2,14,-48.1,3.7,26,23.8,6.8,78,-8.2,20.4,13,62.5,3.4,2,100.0,0.5,7,40.0,1.8,20,-35.5,5.2,11,22.2,2.9
BHS,2021-02-12,Bahamas,35,59.1,9.3,83,13.7,22.1,12,-25.0,3.2,4,-42.9,1.1,72,-2.7,19.2,19,-5.0,5.1,13,-7.1,3.5,17,-34.6,4.5,63,-19.2,16.8,17,30.8,4.5,3,50.0,0.8,6,-14.3,1.6,24,20.0,6.4,7,-36.4,1.9
BHS,2021-02-13,Bahamas,18,-48.6,6.2,56,-32.5,19.2,11,-8.3,3.8,1,-75.0,0.3,53,-26.4,18.2,15,-21.1,5.1,9,-30.8,3.1,12,-29.4,4.1,49,-22.2,16.8,11,-35.3,3.8,2,-33.3,0.7,2,-66.7,0.7,46,91.7,15.8,7,0.0,2.4
BHS,2021-02-14,Bahamas,23,27.8,8.5,44,-21.4,16.3,11,0.0,4.1,6,500.0,2.2,38,-28.3,14.1,11,-26.7,4.1,12,33.3,4.4,20,66.7,7.4,50,2.0,18.5,8,-27.3,3.0,1,-50.0,0.4,5,150.0,1.9,37,-19.6,13.7,4,-42.9,1.5
BHS,2021-02-15,Bahamas,8,-65.2,2.3,70,59.1,20.2,26,136.4,7.5,5,-16.7,1.4,76,100.0,21.9,16,45.5,4.6,16,33.3,4.6,26,30.0,7.5,47,-6.0,13.5,17,112.5,4.9,0,-100.0,0,14,180.0,4.0,20,-45.9,5.8,6,50.0,1.7
BHS,2021-02-16,Bahamas,25,212.5,6.5,88,25.7,22.8,20,-23.1,5.2,5,0.0,1.3,59,-22.4,15.3,14,-12.5,3.6,14,-12.5,3.6,34,30.8,8.8,73,55.3,18.9,9,-47.1,2.3,3,100,0.8,9,-35.7,2.3,20,0.0,5.2,13,116.7,3.4
BHS,2021-02-17,Bahamas,24,-4.0,5.4,105,19.3,23.8,24,20.0,5.4,16,220.0,3.6,60,1.7,13.6,19,35.7,4.3,15,7.1,3.4,21,-38.2,4.8,84,15.1,19.0,19,111.1,4.3,2,-33.3,0.5,21,133.3,4.8,21,5.0,4.8,10,-23.1,2.3
BHS,2021-02-18,Bahamas,22,-8.3,4.2,97,-7.6,18.7,26,8.3,5.0,11,-31.2,2.1,94,56.7,18.1,15,-21.1,2.9,14,-6.7,2.7,39,85.7,7.5,80,-4.8,15.4,54,184.2,10.4,4,100.0,0.8,16,-23.8,3.1,33,57.1,6.3,15,50.0,2.9
BHS,2021-02-19,Bahamas,16,-27.3,4.2,68,-29.9,17.8,18,-30.8,4.7,15,36.4,3.9,66,-29.8,17.2,15,0.0,3.9,14,0.0,3.7,29,-25.6,7.6,67,-16.2,17.5,16,-70.4,4.2,2,-50.0,0.5,5,-68.8,1.3,44,33.3,11.5,8,-46.7,2.1
BHS,2021-02-20,Bahamas,20,25.0,6.1,60,-11.8,18.3,19,5.6,5.8,3,-80.0,0.9,58,-12.1,17.7,13,-13.3,4.0,10,-28.6,3.1,20,-31.0,6.1,59,-11.9,18.0,21,31.2,6.4,0,-100.0,0,8,60.0,2.4,28,-36.4,8.6,8,0.0,2.4
BHS,2021-02-21,Bahamas,17,-15.0,5.5,65,8.3,20.9,10,-47.4,3.2,1,-66.7,0.3,91,56.9,29.3,13,0.0,4.2,16,60.0,5.1,16,-20.0,5.1,39,-33.9,12.5,11,-47.6,3.5,0,0,0,9,12.5,2.9,15,-46.4,4.8,8,0.0,2.6
BHS,2021-02-22,Bahamas,17,0.0,4.7,69,6.2,19.1,13,30.0,3.6,3,200.0,0.8,93,2.2,25.7,12,-7.7,3.3,9,-43.8,2.5,10,-37.5,2.8,79,102.6,21.8,17,54.5,4.7,1,100,0.3,7,-22.2,1.9,19,26.7,5.2,13,62.5,3.6
BHS,2021-02-23,Bahamas,20,17.6,4.5,79,14.5,17.6,13,0.0,2.9,11,266.7,2.5,104,11.8,23.2,19,58.3,4.2,20,122.2,4.5,28,180.0,6.2,86,8.9,19.2,13,-23.5,2.9,2,100.0,0.4,9,28.6,2.0,30,57.9,6.7,14,7.7,3.1
BHS,2021-02-24,Bahamas,31,55.0,7.3,69,-12.7,16.2,29,123.1,6.8,14,27.3,3.3,100,-3.8,23.5,18,-5.3,4.2,16,-20.0,3.8,21,-25.0,4.9,72,-16.3,16.9,14,7.7,3.3,2,0.0,0.5,10,11.1,2.3,27,-10.0,6.3,3,-78.6,0.7
BHS,2021-02-25,Bahamas,26,-16.1,6.1,60,-13.0,14.1,22,-24.1,5.2,10,-28.6,2.3,105,5.0,24.6,16,-11.1,3.7,10,-37.5,2.3,25,19.0,5.9,91,26.4,21.3,13,-7.1,3.0,3,50.0,0.7,2,-80.0,0.5,37,37.0,8.7,7,133.3,1.6
BHS,2021-02-26,Bahamas,22,-15.4,5.9,57,-5.0,15.3,15,-31.8,4.0,5,-50.0,1.3,81,-22.9,21.8,20,25.0,5.4,14,40.0,3.8,24,-4.0,6.5,83,-8.8,22.3,13,0.0,3.5,1,-66.7,0.3,6,200.0,1.6,24,-35.1,6.5,7,0.0,1.9
BRB,2021-02-01,Barbados,56,0,19.2,74,0,25.3,10,0,3.4,3,0,1.0,14,0,4.8,23,0,7.9,12,0,4.1,8,0,2.7,32,0,11.0,14,0,4.8,0,0,0,22,0,7.5,17,0,5.8,7,0,2.4
BRB,2021-02-02,Barbados,78,39.3,18.8,84,13.5,20.2,16,60.0,3.9,7,133.3,1.7,45,221.4,10.8,30,30.4,7.2,14,16.7,3.4,4,-50.0,1.0,48,50.0,11.6,23,64.3,5.5,1,100,0.2,25,13.6,6.0,28,64.7,6.7,12,71.4,2.9
BRB,2021-02-03,Barbados,116,48.7,22.8,134,59.5,26.4,12,-25.0,2.4,8,14.3,1.6,44,-2.2,8.7,19,-36.7,3.7,8,-42.9,1.6,18,350.0,3.5,74,54.2,14.6,15,-34.8,3.0,2,100.0,0.4,16,-36.0,3.1,39,39.3,7.7,3,-75.0,0.6
BRB,2021-02-04,Barbados,63,-45.7,13.9,87,-35.1,19.2,22,83.3,4.8,7,-12.5,1.5,45,2.3,9.9,32,68.4,7.0,11,37.5,2.4,11,-38.9,2.4,77,4.1,17.0,24,60.0,5.3,3,50.0,0.7,7,-56.2,1.5,39,0.0,8.6,26,766.7,5.7
BRB,2021-02-05,Barbados,52,-17.5,9.0,111,27.6,19.3,25,13.6,4.3,5,-28.6,0.9,39,-13.3,6.8,20,-37.5,3.5,20,81.8,3.5,20,81.8,3.5,128,66.2,22.2,12,-50.0,2.1,0,-100.0,0,9,28.6,1.6,44,12.8,7.6,91,250.0,15.8
BRB,2021-02-06,Barbados,50,-3.8,12.2,114,2.7,27.9,16,-36.0,3.9,4,-20.0,1.0,42,7.7,10.3,12,-40.0,2.9,16,-20.0,3.9,10,-50.0,2.4,53,-58.6,13.0,20,66.7,4.9,7,100,1.7,4,-55.6,1.0,49,11.4,12.0,12,-86.8,2.9
BRB,2021-02-07,Barbados,70,40.0,15.0,97,-14.9,20.8,17,6.2,3.6,4,0.0,0.9,72,71.4,15.5,36,200.0,7.7,34,112.5,7.3,13,30.0,2.8,65,22.6,13.9,9,-55.0,1.9,4,-42.9,0.9,6,50.0,1.3,27,-44.9,5.8,12,0.0,2.6
BRB,2021-02-08,Barbados,32,-54.3,8.4,91,-6.2,23.9,13,-23.5,3.4,5,25.0,1.3,73,1.4,19.2,22,-38.9,5.8,18,-47.1,4.7,12,-7.7,3.2,54,-16.9,14.2,19,111.1,5.0,3,-25.0,0.8,10,66.7,2.6,19,-29.6,5.0,9,-25.0,2.4
BRB,2021-02-09,Barbados,74,131.2,12.5,121,33.0,20.4,18,38.5,3.0,10,100.0,1.7,143,95.9,24.1,30,36.4,5.1,22,22.2,3.7,13,8.3,2.2,85,57.4,14.3,19,0.0,3.2,3,0.0,0.5,10,0.0,1.7,33,73.7,5.6,13,44.4,2.2
BRB,2021-02-10,Barbados,57,-23.0,8.8,88,-27.3,13.5,17,-5.6,2.6,6,-40.0,0.9,278,94.4,42.7,17,-43.3,2.6,14,-36.4,2.2,27,107.7,4.1,72,-15.3,11.1,19,0.0,2.9,3,0.0,0.5,11,10.0,1.7,30,-9.1,4.6,12,-7.7,1.8
BRB,2021-02-11,Barbados,51,-10.5,11.6,99,12.5,22.6,11,-35.3,2.5,5,-16.7,1.1,73,-73.7,16.7,26,52.9,5.9,11,-21.4,2.5,12,-55.6,2.7,77,6.9,17.6,13,-31.6,3.0,6,100.0,1.4,5,-54.5,1.1,39,30.0,8.9,10,-16.7,2.3
BRB,2021-02-12,Barbados,62,21.6,11.3,140,41.4,25.5,18,63.6,3.3,2,-60.0,0.4,159,117.8,29.0,13,-50.0,2.4,17,54.5,3.1,14,16.7,2.6,46,-40.3,8.4,15,15.4,2.7,2,-66.7,0.4,4,-20.0,0.7,34,-12.8,6.2,23,130.0,4.2
BRB,2021-02-13,Barbados,61,-1.6,15.2,107,-23.6,26.8,14,-22.2,3.5,4,100.0,1.0,76,-52.2,19.0,13,0.0,3.2,9,-47.1,2.2,8,-42.9,2.0,38,-17.4,9.5,12,-20.0,3.0,2,0.0,0.5,3,-25.0,0.8,42,23.5,10.5,11,-52.2,2.8
BRB,2021-02-14,Barbados,80,31.1,16.2,115,7.5,23.3,3,-78.6,0.6,4,0.0,0.8,82,7.9,16.6,52,300.0,10.5,18,100.0,3.7,7,-12.5,1.4,61,60.5,12.4,21,75.0,4.3,4,100.0,0.8,6,100.0,1.2,31,-26.2,6.3,9,-18.2,1.8
BRB,2021-02-15,Barbados,152,90.0,16.5,155,34.8,16.8,52,1633.3,5.6,13,225.0,1.4,162,97.6,17.6,66,26.9,7.2,35,94.4,3.8,21,200.0,2.3,77,26.2,8.3,57,171.4,6.2,7,75.0,0.8,14,133.3,1.5,84,171.0,9.1,28,211.1,3.0
BRB,2021-02-16,Barbados,52,-65.8,10.7,102,-34.2,20.9,12,-76.9,2.5,4,-69.2,0.8,100,-38.3,20.5,22,-66.7,4.5,22,-37.1,4.5,18,-14.3,3.7,69,-10.4,14.1,39,-31.6,8.0,3,-57.1,0.6,6,-57.1,1.2,30,-64.3,6.1,9,-67.9,1.8
BRB,2021-02-17,Barbados,121,132.7,17.7,165,61.8,24.2,20,66.7,2.9,12,200.0,1.8,133,33.0,19.5,28,27.3,4.1,21,-4.5,3.1,11,-38.9,1.6,81,17.4,11.9,19,-51.3,2.8,3,0.0,0.4,13,116.7,1.9,45,50.0,6.6,10,11.1,1.5
BRB,2021-02-18,Barbados,75,-38.0,13.2,153,-7.3,26.9,24,20.0,4.2,5,-58.3,0.9,77,-42.1,13.6,29,3.6,5.1,21,0.0,3.7,10,-9.1,1.8,71,-12.3,12.5,47,147.4,8.3,3,0.0,0.5,20,53.8,3.5,23,-48.9,4.0,10,0.0,1.8
BRB,2021-02-19,Barbados,63,-16.0,11.7,143,-6.5,26.6,16,-33.3,3.0,4,-20.0,0.7,80,3.9,14.9,22,-24.1,4.1,34,61.9,6.3,13,30.0,2.4,89,25.4,16.6,28,-40.4,5.2,0,-100.0,0,12,-40.0,2.2,28,21.7,5.2,5,-50.0,0.9
BRB,2021-02-20,Barbados,81,28.6,16.8,149,4.2,30.8,10,-37.5,2.1,5,25.0,1.0,58,-27.5,12.0,24,9.1,5.0,11,-67.6,2.3,13,0.0,2.7,67,-24.7,13.9,20,-28.6,4.1,0,0,0,10,-16.7,2.1,25,-10.7,5.2,10,100.0,2.1
BRB,2021-02-21,Barbados,67,-17.3,13.8,130,-12.8,26.7,12,20.0,2.5,3,-40.0,0.6,76,31.0,15.6,35,45.8,7.2,24,118.2,4.9,12,-7.7,2.5,68,1.5,14.0,20,0.0,4.1,4,100,0.8,15,50.0,3.1,17,-32.0,3.5,4,-60.0,0.8
BRB,2021-02-22,Barbados,58,-13.4,13.4,111,-14.6,25.6,11,-8.3,2.5,7,133.3,1.6,57,-25.0,13.1,24,-31.4,5.5,17,-29.2,3.9,18,50.0,4.1,72,5.9,16.6,17,-15.0,3.9,6,50.0,1.4,8,-46.7,1.8,19,11.8,4.4,9,125.0,2.1
BRB,2021-02-23,Barbados,46,-20.7,11.9,94,-15.3,24.3,11,0.0,2.8,6,-14.3,1.6,69,21.1,17.8,18,-25.0,4.7,19,11.8,4.9,15,-16.7,3.9,60,-16.7,15.5,16,-5.9,4.1,3,-50.0,0.8,5,-37.5,1.3,17,-10.5,4.4,8,-11.1,2.1
BRB,2021-02-24,Barbados,54,17.4,10.5,136,44.7,26.4,23,109.1,4.5,4,-33.3,0.8,65,-5.8,12.6,28,55.6,5.4,24,26.3,4.7,19,26.7,3.7,95,58.3,18.4,20,25.0,3.9,11,266.7,2.1,8,60.0,1.6,21,23.5,4.1,7,-12.5,1.4
BRB,2021-02-25,Barbados,81,50.0,14.6,116,-14.7,20.9,13,-43.5,2.3,9,125.0,1.6,117,80.0,21.1,20,-28.6,3.6,24,0.0,4.3,14,-26.3,2.5,87,-8.4,15.7,21,5.0,3.8,3,-72.7,0.5,11,37.5,2.0,28,33.3,5.0,11,57.1,2.0
BRB,2021-02-26,Barbados,82,1.2,11.5,314,170.7,43.9,16,23.1,2.2,5,-44.4,0.7,68,-41.9,9.5,38,90.0,5.3,38,58.3,5.3,26,85.7,3.6,66,-24.1,9.2,11,-47.6,1.5,3,0.0,0.4,12,9.1,1.7,28,0.0,3.9,9,-18.2,1.3
BLZ,2021-02-01,Belice,5,0,5.2,17,0,17.5,3,0,3.1,2,0,2.1,9,0,9.3,8,0,8.2,6,0,6.2,1,0,1.0,11,0,11.3,5,0,5.2,1,0,1.0,10,0,10.3,19,0,19.6,0,0,0
BLZ,2021-02-02,Belice,3,-40.0,2.2,28,64.7,20.4,2,-33.3,1.5,2,0.0,1.5,19,111.1,13.9,4,-50.0,2.9,9,50.0,6.6,5,400.0,3.6,26,136.4,19.0,3,-40.0,2.2,2,100.0,1.5,20,100.0,14.6,12,-36.8,8.8,2,100,1.5
BLZ,2021-02-03,Belice,8,166.7,6.4,31,10.7,24.8,9,350.0,7.2,1,-50.0,0.8,12,-36.8,9.6,5,25.0,4.0,4,-55.6,3.2,7,40.0,5.6,11,-57.7,8.8,4,33.3,3.2,0,-100.0,0,15,-25.0,12.0,16,33.3,12.8,2,0.0,1.6
BLZ,2021-02-04,Belice,12,50.0,7.9,20,-35.5,13.2,3,-66.7,2.0,2,100.0,1.3,16,33.3,10.6,3,-40.0,2.0,8,100.0,5.3,9,28.6,6.0,27,145.5,17.9,4,0.0,2.6,1,100,0.7,20,33.3,13.2,22,37.5,14.6,4,100.0,2.6
