id,date,name,docs-1,docs-delta-docs-percent-1,docs-percent-1,docs-2,docs-delta-docs-percent-2,docs-percent-2,docs-3,docs-delta-docs-percent-3,docs-percent-3,docs-4,docs-delta-docs-percent-4,docs-percent-4,docs-5,docs-delta-docs-percent-5,docs-percent-5,docs-6,docs-delta-docs-percent-6,docs-percent-6,docs-7,docs-delta-docs-percent-7,docs-percent-7,docs-8,docs-delta-docs-percent-8,docs-percent-8,docs-9,docs-delta-docs-percent-9,docs-percent-9,docs-10,docs-delta-docs-percent-10,docs-percent-10,docs-11,docs-delta-docs-percent-11,docs-percent-11,docs-12,docs-delta-docs-percent-12,docs-percent-12,docs-13,docs-delta-docs-percent-13,docs-percent-13
ARG,2020-04-26,Argentina,44,-6.4,2.9,72,9.1,4.8,165,21.3,10.9,344,39.8,22.8,337,10.1,22.4,211,77.3,14.0,44,-15.4,2.9,34,47.8,2.3,58,16.0,3.8,49,-31.0,3.3,7,-61.1,0.5,131,42.4,8.7,11,-8.3,0.7
ARG,2020-04-27,Argentina,77,75.0,4.2,90,25.0,5.0,261,58.2,14.4,296,-14.0,16.3,463,37.4,25.5,189,-10.4,10.4,68,54.5,3.7,36,5.9,2.0,79,36.2,4.4,83,69.4,4.6,20,185.7,1.1,137,4.6,7.6,15,36.4,0.8
ARG,2020-04-28,Argentina,52,-32.5,2.6,117,30.0,5.9,254,-2.7,12.9,301,1.7,15.2,537,16.0,27.2,162,-14.3,8.2,70,2.9,3.5,52,44.4,2.6,65,-17.7,3.3,200,141.0,10.1,15,-25.0,0.8,142,3.6,7.2,9,-40.0,0.5
ARG,2020-04-29,Argentina,50,-3.8,2.9,54,-53.8,3.2,180,-29.1,10.6,211,-29.9,12.4,416,-22.5,24.4,154,-4.9,9.0,47,-32.9,2.8,25,-51.9,1.5,104,60.0,6.1,288,44.0,16.9,9,-40.0,0.5,153,7.7,9.0,15,66.7,0.9
ARG,2020-04-30,Argentina,43,-14.0,2.6,57,5.6,3.4,187,3.9,11.3,221,4.7,13.3,432,3.8,26.0,140,-9.1,8.4,52,10.6,3.1,29,16.0,1.7,94,-9.6,5.7,233,-19.1,14.0,13,44.4,0.8,140,-8.5,8.4,20,33.3,1.2
BHS,2020-04-01,Bahamas,6,0,2.7,1,0,0.4,6,0,2.7,24,0,10.7,111,0,49.6,34,0,15.2,4,0,1.8,7,0,3.1,14,0,6.2,3,0,1.3,2,0,0.9,7,0,3.1,5,0,2.2
BHS,2020-04-02,Bahamas,11,83.3,6.6,1,0.0,0.6,10,66.7,6.0,14,-41.7,8.4,83,-25.2,49.7,26,-23.5,15.6,1,-75.0,0.6,5,-28.6,3.0,5,-64.3,3.0,3,0.0,1.8,0,-100.0,0,6,-14.3,3.6,2,-60.0,1.2
BHS,2020-04-03,Bahamas,6,-45.5,3.0,4,300.0,2.0,5,-50.0,2.5,12,-14.3,6.0,108,30.1,53.7,33,26.9,16.4,3,200.0,1.5,7,40.0,3.5,8,60.0,4.0,1,-66.7,0.5,0,0,0,6,0.0,3.0,8,300.0,4.0
BHS,2020-04-04,Bahamas,12,100.0,7.5,7,75.0,4.3,2,-60.0,1.2,10,-16.7,6.2,91,-15.7,56.5,20,-39.4,12.4,2,-33.3,1.2,4,-42.9,2.5,6,-25.0,3.7,1,0.0,0.6,0,0,0,1,-83.3,0.6,5,-37.5,3.1
BHS,2020-04-05,Bahamas,6,-50.0,4.3,1,-85.7,0.7,2,0.0,1.4,7,-30.0,5.0,77,-15.4,55.0,35,75.0,25.0,0,-100.0,0,0,-100.0,0,3,-50.0,2.1,1,0.0,0.7,1,100,0.7,4,300.0,2.9,3,-40.0,2.1
BHS,2020-04-06,Bahamas,7,16.7,3.7,6,500.0,3.2,6,200.0,3.2,11,57.1,5.9,106,37.7,56.4,25,-28.6,13.3,1,100,0.5,6,100,3.2,5,66.7,2.7,4,300.0,2.1,0,-100.0,0,6,50.0,3.2,5,66.7,2.7
BHS,2020-04-07,Bahamas,5,-28.6,2.2,6,0.0,2.6,8,33.3,3.5,12,9.1,5.2,145,36.8,63.0,33,32.0,14.3,4,300.0,1.7,2,-66.7,0.9,7,40.0,3.0,0,-100.0,0,2,100,0.9,4,-33.3,1.7,2,-60.0,0.9
BHS,2020-04-08,Bahamas,6,20.0,2.3,4,-33.3,1.5,7,-12.5,2.7,11,-8.3,4.2,175,20.7,67.3,29,-12.1,11.2,1,-75.0,0.4,3,50.0,1.2,6,-14.3,2.3,5,100,1.9,3,50.0,1.2,5,25.0,1.9,5,150.0,1.9
BHS,2020-04-09,Bahamas,9,50.0,4.6,4,0.0,2.1,8,14.3,4.1,11,0.0,5.7,118,-32.6,60.8,16,-44.8,8.2,3,200.0,1.5,5,66.7,2.6,9,50.0,4.6,1,-80.0,0.5,2,-33.3,1.0,4,-20.0,2.1,4,-20.0,2.1
BHS,2020-04-10,Bahamas,5,-44.4,2.8,3,-25.0,1.7,1,-87.5,0.6,9,-18.2,5.1,117,-0.8,66.5,23,43.8,13.1,2,-33.3,1.1,2,-60.0,1.1,5,-44.4,2.8,3,200.0,1.7,2,0.0,1.1,3,-25.0,1.7,1,-75.0,0.6
BHS,2020-04-11,Bahamas,4,-20.0,2.5,4,33.3,2.5,0,-100.0,0,11,22.2,6.8,98,-16.2,60.5,20,-13.0,12.3,4,100.0,2.5,5,150.0,3.1,6,20.0,3.7,1,-66.7,0.6,1,-50.0,0.6,5,66.7,3.1,3,200.0,1.9
BHS,2020-04-12,Bahamas,4,0.0,3.0,3,-25.0,2.2,4,100,3.0,7,-36.4,5.2,82,-16.3,60.7,18,-10.0,13.3,2,-50.0,1.5,2,-60.0,1.5,5,-16.7,3.7,1,0.0,0.7,2,100.0,1.5,1,-80.0,0.7,4,33.3,3.0
BHS,2020-04-13,Bahamas,9,125.0,4.5,2,-33.3,1.0,4,0.0,2.0,12,71.4,6.0,118,43.9,58.7,31,72.2,15.4,0,-100.0,0,6,200.0,3.0,5,0.0,2.5,1,0.0,0.5,0,-100.0,0,9,800.0,4.5,4,0.0,2.0
BHS,2020-04-14,Bahamas,6,-33.3,3.5,4,100.0,2.3,2,-50.0,1.2,13,8.3,7.5,98,-16.9,56.6,26,-16.1,15.0,2,100,1.2,4,-33.3,2.3,6,20.0,3.5,2,100.0,1.2,0,0,0,9,0.0,5.2,1,-75.0,0.6
BHS,2020-04-15,Bahamas,8,33.3,4.1,3,-25.0,1.5,6,200.0,3.0,18,38.5,9.1,105,7.1,53.3,22,-15.4,11.2,0,-100.0,0,4,0.0,2.0,9,50.0,4.6,2,0.0,1.0,3,100,1.5,12,33.3,6.1,5,400.0,2.5
BHS,2020-04-16,Bahamas,5,-37.5,2.3,3,0.0,1.4,6,0.0,2.8,25,38.9,11.6,139,32.4,64.4,16,-27.3,7.4,0,0,0,8,100.0,3.7,4,-55.6,1.9,2,0.0,0.9,2,-33.3,0.9,4,-66.7,1.9,2,-60.0,0.9
BHS,2020-04-17,Bahamas,8,60.0,4.3,4,33.3,2.1,2,-66.7,1.1,19,-24.0,10.1,122,-12.2,64.9,13,-18.8,6.9,1,100,0.5,6,-25.0,3.2,3,-25.0,1.6,5,150.0,2.7,1,-50.0,0.5,2,-50.0,1.1,2,0.0,1.1
BHS,2020-04-18,Bahamas,6,-25.0,4.6,1,-75.0,0.8,0,-100.0,0,9,-52.6,6.9,73,-40.2,56.2,15,15.4,11.5,2,100.0,1.5,7,16.7,5.4,6,100.0,4.6,4,-20.0,3.1,1,0.0,0.8,3,50.0,2.3,3,50.0,2.3
BHS,2020-04-19,Bahamas,9,50.0,4.4,6,500.0,3.0,7,100,3.4,2,-77.8,1.0,112,53.4,55.2,44,193.3,21.7,1,-50.0,0.5,2,-71.4,1.0,6,0.0,3.0,3,-25.0,1.5,2,100.0,1.0,4,33.3,2.0,5,66.7,2.5
BHS,2020-04-20,Bahamas,7,-22.2,4.1,3,-50.0,1.7,1,-85.7,0.6,8,300.0,4.7,106,-5.4,61.6,28,-36.4,16.3,2,100.0,1.2,2,0.0,1.2,5,-16.7,2.9,1,-66.7,0.6,0,-100.0,0,6,50.0,3.5,3,-40.0,1.7
BHS,2020-04-21,Bahamas,9,28.6,5.5,3,0.0,1.8,0,-100.0,0,14,75.0,8.5,93,-12.3,56.7,19,-32.1,11.6,3,50.0,1.8,2,0.0,1.2,7,40.0,4.3,5,400.0,3.0,2,100,1.2,2,-66.7,1.2,5,66.7,3.0
BHS,2020-04-22,Bahamas,3,-66.7,2.7,4,33.3,3.6,3,100,2.7,15,7.1,13.5,51,-45.2,45.9,19,0.0,17.1,2,-33.3,1.8,3,50.0,2.7,2,-71.4,1.8,1,-80.0,0.9,3,50.0,2.7,4,100.0,3.6,1,-80.0,0.9
BHS,2020-04-23,Bahamas,3,0.0,1.4,2,-50.0,1.0,7,133.3,3.4,20,33.3,9.6,134,162.7,64.4,23,21.1,11.1,1,-50.0,0.5,3,0.0,1.4,7,250.0,3.4,3,200.0,1.4,2,-33.3,1.0,3,-25.0,1.4,0,-100.0,0
BHS,2020-04-24,Bahamas,2,-33.3,1.7,2,0.0,1.7,1,-85.7,0.8,8,-60.0,6.8,76,-43.3,64.4,15,-34.8,12.7,0,-100.0,0,2,-33.3,1.7,4,-42.9,3.4,0,-100.0,0,1,-50.0,0.8,3,0.0,2.5,4,100,3.4
BHS,2020-04-25,Bahamas,3,50.0,3.2,3,50.0,3.2,7,600.0,7.5,5,-37.5,5.4,50,-34.2,53.8,6,-60.0,6.5,4,100,4.3,3,50.0,3.2,6,50.0,6.5,1,100,1.1,1,0.0,1.1,3,0.0,3.2,1,-75.0,1.1
BHS,2020-04-26,Bahamas,5,66.7,5.5,2,-33.3,2.2,1,-85.7,1.1,7,40.0,7.7,62,24.0,68.1,7,16.7,7.7,1,-75.0,1.1,1,-66.7,1.1,2,-66.7,2.2,0,-100.0,0,1,0.0,1.1,2,-33.3,2.2,0,-100.0,0
BHS,2020-04-27,Bahamas,9,80.0,5.2,4,100.0,2.3,9,800.0,5.2,19,171.4,11.0,88,41.9,50.9,13,85.7,7.5,3,200.0,1.7,4,300.0,2.3,7,250.0,4.0,2,100,1.2,0,-100.0,0,9,350.0,5.2,6,100,3.5
BHS,2020-04-28,Bahamas,5,-44.4,4.5,2,-50.0,1.8,1,-88.9,0.9,7,-63.2,6.3,72,-18.2,64.9,9,-30.8,8.1,2,-33.3,1.8,3,-25.0,2.7,3,-57.1,2.7,0,-100.0,0,2,100,1.8,1,-88.9,0.9,4,-33.3,3.6
BHS,2020-04-29,Bahamas,4,-20.0,3.5,4,100.0,3.5,5,400.0,4.4,12,71.4,10.6,61,-15.3,54.0,11,22.2,9.7,1,-50.0,0.9,3,0.0,2.7,3,0.0,2.7,1,100,0.9,1,-50.0,0.9,3,200.0,2.7,4,0.0,3.5
BHS,2020-04-30,Bahamas,3,-25.0,2.1,6,50.0,4.2,4,-20.0,2.8,15,25.0,10.6,76,24.6,53.5,20,81.8,14.1,2,100.0,1.4,5,66.7,3.5,2,-33.3,1.4,1,0.0,0.7,0,-100.0,0,3,0.0,2.1,5,25.0,3.5
BRB,2020-04-01,Barbados,13,0,9.5,5,0,3.6,2,0,1.5,15,0,10.9,23,0,16.8,53,0,38.7,3,0,2.2,5,0,3.6,6,0,4.4,3,0,2.2,2,0,1.5,2,0,1.5,5,0,3.6
BRB,2020-04-02,Barbados,17,30.8,12.9,22,340.0,16.7,2,0.0,1.5,12,-20.0,9.1,23,0.0,17.4,38,-28.3,28.8,0,-100.0,0,2,-60.0,1.5,9,50.0,6.8,2,-33.3,1.5,0,-100.0,0,5,150.0,3.8,0,-100.0,0
BRB,2020-04-03,Barbados,17,0.0,8.8,38,72.7,19.6,2,0.0,1.0,9,-25.0,4.6,28,21.7,14.4,81,113.2,41.8,2,100,1.0,1,-50.0,0.5,7,-22.2,3.6,3,50.0,1.5,1,100,0.5,4,-20.0,2.1,1,100,0.5
BRB,2020-04-04,Barbados,10,-41.2,13.7,1,-97.4,1.4,1,-50.0,1.4,8,-11.1,11.0,13,-53.6,17.8,31,-61.7,42.5,0,-100.0,0,2,100.0,2.7,1,-85.7,1.4,1,-66.7,1.4,1,0.0,1.4,2,-50.0,2.7,2,100.0,2.7
BRB,2020-04-05,Barbados,4,-60.0,5.4,3,200.0,4.1,2,100.0,2.7,5,-37.5,6.8,31,138.5,41.9,19,-38.7,25.7,1,100,1.4,1,-50.0,1.4,1,0.0,1.4,2,100.0,2.7,0,-100.0,0,3,50.0,4.1,2,0.0,2.7
BRB,2020-04-06,Barbados,6,50.0,7.5,1,-66.7,1.2,1,-50.0,1.2,13,160.0,16.2,21,-32.3,26.2,29,52.6,36.2,1,0.0,1.2,0,-100.0,0,0,-100.0,0,1,-50.0,1.2,1,100,1.2,5,66.7,6.2,1,-50.0,1.2
BRB,2020-04-07,Barbados,2,-66.7,2.2,10,900.0,10.9,4,300.0,4.3,7,-46.2,7.6,27,28.6,29.3,32,10.3,34.8,2,100.0,2.2,1,100,1.1,2,100,2.2,0,-100.0,0,1,0.0,1.1,3,-40.0,3.3,1,0.0,1.1
BRB,2020-04-08,Barbados,4,100.0,5.1,8,-20.0,10.1,1,-75.0,1.3,11,57.1,13.9,25,-7.4,31.6,17,-46.9,21.5,3,50.0,3.8,1,0.0,1.3,4,100.0,5.1,0,0,0,2,100.0,2.5,2,-33.3,2.5,1,0.0,1.3
BRB,2020-04-09,Barbados,4,0.0,5.3,4,-50.0,5.3,1,0.0,1.3,3,-72.7,4.0,20,-20.0,26.7,20,17.6,26.7,3,0.0,4.0,1,0.0,1.3,7,75.0,9.3,2,100,2.7,1,-50.0,1.3,7,250.0,9.3,2,100.0,2.7
BRB,2020-04-10,Barbados,7,75.0,9.7,2,-50.0,2.8,2,100.0,2.8,11,266.7,15.3,19,-5.0,26.4,18,-10.0,25.0,1,-66.7,1.4,3,200.0,4.2,4,-42.9,5.6,3,50.0,4.2,1,0.0,1.4,0,-100.0,0,1,-50.0,1.4
BRB,2020-04-11,Barbados,11,57.1,11.3,9,350.0,9.3,3,50.0,3.1,14,27.3,14.4,22,15.8,22.7,28,55.6,28.9,0,-100.0,0,1,-66.7,1.0,3,-25.0,3.1,2,-33.3,2.1,1,0.0,1.0,0,0,0,3,200.0,3.1
BRB,2020-04-12,Barbados,5,-54.5,7.4,4,-55.6,5.9,2,-33.3,2.9,8,-42.9,11.8,21,-4.5,30.9,20,-28.6,29.4,0,0,0,1,0.0,1.5,4,33.3,5.9,0,-100.0,0,1,0.0,1.5,1,100,1.5,1,-66.7,1.5
BRB,2020-04-13,Barbados,4,-20.0,5.6,7,75.0,9.9,1,-50.0,1.4,8,0.0,11.3,15,-28.6,21.1,23,15.0,32.4,0,0,0,2,100.0,2.8,2,-50.0,2.8,0,0,0,1,0.0,1.4,5,400.0,7.0,3,200.0,4.2
BRB,2020-04-14,Barbados,5,25.0,7.2,8,14.3,11.6,4,300.0,5.8,5,-37.5,7.2,16,6.7,23.2,15,-34.8,21.7,2,100,2.9,4,100.0,5.8,3,50.0,4.3,2,100,2.9,0,-100.0,0,2,-60.0,2.9,3,0.0,4.3
BRB,2020-04-15,Barbados,6,20.0,6.7,5,-37.5,5.6,1,-75.0,1.1,12,140.0,13.3,29,81.2,32.2,24,60.0,26.7,1,-50.0,1.1,4,0.0,4.4,3,0.0,3.3,1,-50.0,1.1,2,100,2.2,0,-100.0,0,2,-33.3,2.2
BRB,2020-04-16,Barbados,6,0.0,7.2,7,40.0,8.4,3,200.0,3.6,14,16.7,16.9,20,-31.0,24.1,20,-16.7,24.1,3,200.0,3.6,3,-25.0,3.6,3,0.0,3.6,1,0.0,1.2,0,-100.0,0,3,100,3.6,0,-100.0,0
BRB,2020-04-17,Barbados,6,0.0,6.6,4,-42.9,4.4,0,-100.0,0,19,35.7,20.9,26,30.0,28.6,14,-30.0,15.4,1,-66.7,1.1,6,100.0,6.6,8,166.7,8.8,2,100.0,2.2,1,100,1.1,3,0.0,3.3,1,100,1.1
BRB,2020-04-18,Barbados,2,-66.7,3.6,3,-25.0,5.4,0,0,0,3,-84.2,5.4,14,-46.2,25.0,24,71.4,42.9,2,100.0,3.6,2,-66.7,3.6,1,-87.5,1.8,1,-50.0,1.8,0,-100.0,0,2,-33.3,3.6,2,100.0,3.6
BRB,2020-04-19,Barbados,7,250.0,9.7,5,66.7,6.9,3,100,4.2,9,200.0,12.5,16,14.3,22.2,20,-16.7,27.8,0,-100.0,0,2,0.0,2.8,4,300.0,5.6,0,-100.0,0,0,0,0,3,50.0,4.2,3,50.0,4.2
BRB,2020-04-20,Barbados,5,-28.6,8.5,8,60.0,13.6,0,-100.0,0,7,-22.2,11.9,12,-25.0,20.3,17,-15.0,28.8,2,100,3.4,1,-50.0,1.7,1,-75.0,1.7,0,0,0,1,100,1.7,5,66.7,8.5,0,-100.0,0
BRB,2020-04-21,Barbados,2,-60.0,4.0,6,-25.0,12.0,0,0,0,7,0.0,14.0,13,8.3,26.0,10,-41.2,20.0,2,0.0,4.0,4,300.0,8.0,1,0.0,2.0,1,100,2.0,0,-100.0,0,4,-20.0,8.0,0,0,0
BRB,2020-04-22,Barbados,5,150.0,7.8,4,-33.3,6.2,0,0,0,7,0.0,10.9,14,7.7,21.9,22,120.0,34.4,1,-50.0,1.6,6,50.0,9.4,3,200.0,4.7,0,-100.0,0,0,0,0,1,-75.0,1.6,1,100,1.6
BRB,2020-04-23,Barbados,4,-20.0,3.8,10,150.0,9.4,0,0,0,10,42.9,9.4,31,121.4,29.2,35,59.1,33.0,1,0.0,0.9,4,-33.3,3.8,5,66.7,4.7,1,100,0.9,1,100,0.9,4,300.0,3.8,0,-100.0,0
BRB,2020-04-24,Barbados,13,225.0,13.0,0,-100.0,0,3,100,3.0,14,40.0,14.0,30,-3.2,30.0,24,-31.4,24.0,2,100.0,2.0,7,75.0,7.0,6,20.0,6.0,0,-100.0,0,0,-100.0,0,0,-100.0,0,1,100,1.0
BRB,2020-04-25,Barbados,5,-61.5,6.5,4,100,5.2,1,-66.7,1.3,7,-50.0,9.1,20,-33.3,26.0,31,29.2,40.3,1,-50.0,1.3,3,-57.1,3.9,1,-83.3,1.3,2,100,2.6,0,0,0,1,100,1.3,1,0.0,1.3
BRB,2020-04-26,Barbados,6,20.0,11.3,1,-75.0,1.9,1,0.0,1.9,7,0.0,13.2,16,-20.0,30.2,17,-45.2,32.1,0,-100.0,0,1,-66.7,1.9,2,100.0,3.8,1,-50.0,1.9,0,0,0,1,0.0,1.9,0,-100.0,0
BRB,2020-04-27,Barbados,7,16.7,8.8,5,400.0,6.2,1,0.0,1.2,10,42.9,12.5,20,25.0,25.0,26,52.9,32.5,0,0,0,2,100.0,2.5,3,50.0,3.8,1,0.0,1.2,1,100,1.2,2,100.0,2.5,2,100,2.5
BRB,2020-04-28,Barbados,7,0.0,7.9,5,0.0,5.6,4,300.0,4.5,10,0.0,11.2,23,15.0,25.8,22,-15.4,24.7,1,100,1.1,3,50.0,3.4,6,100.0,6.7,1,0.0,1.1,1,0.0,1.1,5,150.0,5.6,1,-50.0,1.1
BRB,2020-04-29,Barbados,2,-71.4,3.1,1,-80.0,1.6,3,-25.0,4.7,10,0.0,15.6,14,-39.1,21.9,28,27.3,43.8,1,0.0,1.6,2,-33.3,3.1,1,-83.3,1.6,0,-100.0,0,0,-100.0,0,2,-60.0,3.1,0,-100.0,0
